source_cell_type	ligand	receptor	target_lineage	n_mice	source_detection_fraction	target_receptor_detection_fraction	ligand_rho_RNA	ligand_FDR_RNA	ligand_rho_ADT	ligand_FDR_ADT	receptor_log2FC_RNA_selector	receptor_FDR_RNA_selector	receptor_log2FC_ADT_selector	receptor_FDR_ADT_selector	cross_modal_positive_direction	evidence_class	association_component	receptor_component	expression_component	replication_component	interaction_score	evidence_tier	tier_rank
B_cell	Hapln1	Il1rl1	CD4	34	0.04247528607970255	0.12390294269488902	0.42791630077435255	0.4617507057047601	-0.14110994841540814	0.8481016978242799	3.4961667	5.75638756121595e-06	1.8961377	1.5663207222128604e-06	False	C — correlational	0.21395815038717628	0.8987173999999999	0.072545247515481	0.5	0.41407375213860786	Tier 3 — exploratory	3
monocyte_macrophage	Vegfa	Itgav	CD4	45	0.4410770351739879	0.5743048897411314	0.04387351778656126	0.9743208012554267	0.42503293807641634	0.18303310516030807	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	True	C — correlational	0.23445322793148882	0.5185069999999999	0.5033017961948301	0.5	0.41234573901498706	Tier 3 — exploratory	3
B_cell	Icam1	Il2ra	CD4	34	0.22561302413730444	0.4436905376502692	0.27914438502673794	0.7423079637441454	-0.4090145148968678	0.3087825630051692	2.1923113	1.9767398454773044e-06	2.582612	5.056158660183512e-07	False	C — correlational	0.13957219251336897	0.7958205500000001	0.316389576282759	0.5	0.41108332013623095	Tier 3 — exploratory	3
dendritic	Ltf	Il1rl1	CD4	38	0.007059170974990269	0.12390294269488902	-0.09868217907069061	0.9434027633670761	0.44417969688611525	0.20773772403398108	3.4961667	5.75638756121595e-06	1.8961377	1.5663207222128604e-06	False	C — correlational	0.22208984844305762	0.8987173999999999	0.02957451701698006	0.5	0.40832570035846616	Tier 3 — exploratory	3
T_cell	Icam1	Il2ra	CD4	47	0.33127878502251057	0.4436905376502692	-0.05319148936170213	0.9657953045265132	0.16743755781683625	0.7497919737962544	2.1923113	1.9767398454773044e-06	2.582612	5.056158660183512e-07	False	C — correlational	0.08371877890841813	0.7958205500000001	0.38338657023788103	0.5	0.4049340241655226	Tier 3 — exploratory	3
melanoma	Adam9	Itgav	CD4	42	0.5575670432304983	0.5743048897411314	0.35402317478324286	0.5163462245377824	-0.23717689004132567	0.6642692140757137	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	False	C — correlational	0.17701158739162143	0.5185069999999999	0.5658740843030188	0.5	0.40475562244767127	Tier 3 — exploratory	3
monocyte_macrophage	Ltf	Il1rl1	CD4	45	0.012220787792364777	0.12390294269488902	0.04795941897921116	0.9696360943361013	0.3627260451916711	0.30797362221763813	3.4961667	5.75638756121595e-06	1.8961377	1.5663207222128604e-06	True	C — correlational	0.20534273208544113	0.8987173999999999	0.03891261452952978	0.5	0.40433182913581034	Tier 3 — exploratory	3
fibroblast	Icam1	Il2ra	CD4	34	0.5814101512878475	0.4436905376502692	0.006569900687547746	0.9955588106697149	-0.3915966386554622	0.3446684134991055	2.1923113	1.9767398454773044e-06	2.582612	5.056158660183512e-07	False	C — correlational	0.003284950343773873	0.7958205500000001	0.5079037139263991	0.5	0.4016856129056007	Tier 3 — exploratory	3
dendritic	Icam1	Il2ra	CD4	38	0.5402550229572546	0.4436905376502692	0.0207922959072007	0.9900613902584695	-0.056029765813088196	0.9451168105565952	2.1923113	1.9767398454773044e-06	2.582612	5.056158660183512e-07	False	C — correlational	0.01039614795360035	0.7958205500000001	0.48959783660077877	0.5	0.40051335660391596	Tier 3 — exploratory	3
dendritic	Adam9	Itgav	CD4	38	0.3367063378161224	0.5743048897411314	0.4731888815933464	0.3203709536139159	-0.08798424162836505	0.9079191749637788	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	False	C — correlational	0.2365944407966732	0.5185069999999999	0.43974094216325627	0.5	0.4003829927114868	Tier 3 — exploratory	3
