candidate	candidate_type	mechanism_class	effect_size	FDR	RNA_evidence	ADT_evidence	data_driven_state_evidence	cell_source_evidence	receptor_evidence	pathway_evidence	treatment_consistency	novelty_indicator	evidence_class	score
dendritic → H2-K1 → Cd8b1 → CD8	extracellular	cell-cell / extracellular signal	0.440630758084063	0.7292017887799227	False	False	False	True	True	False	False	True	interaction-supported	1.440630758084063
fibroblast → B2m → Cd3g → CD8	extracellular	cell-cell / extracellular signal	0.440146347463888	0.9196758629667808	False	False	False	True	True	False	False	True	interaction-supported	1.440146347463888
fibroblast → Lama2 → Rpsa → CD4	extracellular	cell-cell / extracellular signal	0.4399767517815981	0.9419163089548268	False	False	False	True	True	False	False	True	interaction-supported	1.439976751781598
melanoma → H2-K1 → Cd3d → CD8	extracellular	cell-cell / extracellular signal	0.4397980913294269	0.6496262993367318	False	False	False	True	True	False	False	True	interaction-supported	1.4397980913294268
T_cell → Tgfb1 → Itgb1 → CD4	extracellular	cell-cell / extracellular signal	0.4396163076778496	0.0681333722380128	False	True	False	True	True	False	False	True	ADT-supported	1.4396163076778496
fibroblast → H2-K1 → Cd3g → CD8	extracellular	cell-cell / extracellular signal	0.4389924150469595	0.8843396456705843	False	False	False	True	True	False	False	True	interaction-supported	1.4389924150469595
monocyte_macrophage → B2m → Klrc1 → CD8	extracellular	cell-cell / extracellular signal	0.4388192577834698	0.8424976288197876	False	False	False	True	True	False	False	True	interaction-supported	1.4388192577834698
dendritic → B2m → Cd3d → CD8	extracellular	cell-cell / extracellular signal	0.43859742807656	0.9172666918239496	False	False	False	True	True	False	False	True	interaction-supported	1.43859742807656
T_cell → Cd80 → Ctla4 → CD4	extracellular	cell-cell / extracellular signal	0.4372000436088019	0.0001263903778394	False	True	False	True	True	False	True	True	ADT-supported	1.437200043608802
neutrophil → Vegfa → Itgav → CD4	extracellular	cell-cell / extracellular signal	0.436993206274122	0.0670532633673389	False	True	False	True	True	False	False	True	ADT-supported	1.436993206274122
dendritic → B2m → Cd3g → CD8	extracellular	cell-cell / extracellular signal	0.4366469309964921	0.9172666918239496	False	False	False	True	True	False	False	True	interaction-supported	1.436646930996492
neutrophil → Ccl4 → Ccr5 → CD4	extracellular	cell-cell / extracellular signal	0.43654303847246	0.2934349600570708	False	False	False	True	True	False	True	True	interaction-supported	1.43654303847246
T_cell → H2-K1 → Cd3d → CD4	extracellular	cell-cell / extracellular signal	0.4360392799950779	0.5043434363883724	False	False	False	True	True	False	False	True	interaction-supported	1.4360392799950779
B_cell → Lgals1 → Cd69 → CD4	extracellular	cell-cell / extracellular signal	0.4360093048934268	0.9195770843971488	False	False	False	True	True	False	False	True	interaction-supported	1.4360093048934268
fibroblast → Lama4 → Cd44 → CD4	extracellular	cell-cell / extracellular signal	0.4356607115116803	0.0681333722380128	False	True	False	True	True	False	False	True	ADT-supported	1.4356607115116802
fibroblast → Cxcl12 → Itgav → CD4	extracellular	cell-cell / extracellular signal	0.4354501227553796	0.3681866512091834	False	False	False	True	True	False	False	True	interaction-supported	1.4354501227553795
melanoma → H2-K1 → Cd3g → CD8	extracellular	cell-cell / extracellular signal	0.4353427238017611	0.6496262993367318	False	False	False	True	True	False	False	True	interaction-supported	1.435342723801761
monocyte_macrophage → Cd80 → Ctla4 → CD4	extracellular	cell-cell / extracellular signal	0.4353116354116069	0.3503659876784589	False	False	False	True	True	False	False	True	interaction-supported	1.435311635411607
fibroblast → Lgals1 → Itgb1 → CD8	extracellular	cell-cell / extracellular signal	0.4347365452571414	0.3759647036735458	False	False	False	True	True	False	False	True	interaction-supported	1.4347365452571414
B_cell → B2m → Klrc1 → CD8	extracellular	cell-cell / extracellular signal	0.4342933111945037	0.9505946096027544	False	False	False	True	True	False	False	True	interaction-supported	1.4342933111945038
monocyte_macrophage → Sirpa → Cd47 → CD8	extracellular	cell-cell / extracellular signal	0.4342756662070705	0.1070876378604426	False	False	False	True	True	False	False	True	interaction-supported	1.4342756662070704
B_cell → Icam1 → Il2ra → CD4	extracellular	cell-cell / extracellular signal	0.4341956470271885	0.3087825630051692	False	False	False	True	True	False	False	True	interaction-supported	1.4341956470271886
monocyte_macrophage → Cd86 → Cd28 → CD8	extracellular	cell-cell / extracellular signal	0.4337180647149567	0.4172638311368637	False	False	False	True	True	False	False	True	interaction-supported	1.4337180647149568
monocyte_macrophage → Cd86 → Cd28 → CD4	extracellular	cell-cell / extracellular signal	0.4334773706578743	0.8998337148341948	False	False	False	True	True	False	False	True	interaction-supported	1.4334773706578743
fibroblast → H2-K1 → Cd8b1 → CD8	extracellular	cell-cell / extracellular signal	0.4333051259038791	0.8843396456705843	False	False	False	True	True	False	False	True	interaction-supported	1.4333051259038792
neutrophil → Vegfa → Itgb1 → CD4	extracellular	cell-cell / extracellular signal	0.4332826903925461	0.0670532633673389	False	True	False	True	True	False	False	True	ADT-supported	1.433282690392546
dendritic → Cd86 → Cd28 → CD4	extracellular	cell-cell / extracellular signal	0.4328584682438711	0.9437639593342682	False	False	False	True	True	False	False	True	interaction-supported	1.4328584682438712
melanoma → Lgals1 → Ptprc → CD4	extracellular	cell-cell / extracellular signal	0.43202352207356	0.574564995959852	False	False	False	True	True	False	False	True	interaction-supported	1.43202352207356
T_cell → B2m → Klrc1 → CD8	extracellular	cell-cell / extracellular signal	0.4315297494527356	0.9069494113736972	False	False	False	True	True	False	False	True	interaction-supported	1.4315297494527357
neutrophil → App → Rpsa → CD4	extracellular	cell-cell / extracellular signal	0.4307162869599357	0.8973652727891327	False	False	False	True	True	False	False	True	interaction-supported	1.4307162869599357
fibroblast → B2m → Klrc1 → CD8	extracellular	cell-cell / extracellular signal	0.4295715959141963	0.9196758629667808	False	False	False	True	True	False	False	True	interaction-supported	1.4295715959141964
dendritic → Vim → Cd44 → CD4	extracellular	cell-cell / extracellular signal	0.4289422025773866	0.7475587645195936	False	False	False	True	True	False	False	True	interaction-supported	1.4289422025773866
melanoma → App → Rpsa → CD8	extracellular	cell-cell / extracellular signal	0.4284845644663818	0.0280140080292839	False	True	False	True	True	False	False	True	ADT-supported	1.4284845644663817
dendritic → Vim → Cd44 → CD8	extracellular	cell-cell / extracellular signal	0.4275729321278178	0.3214041506375535	False	False	False	True	True	False	False	True	interaction-supported	1.4275729321278177
NK → Pkm → Cd44 → CD8	extracellular	cell-cell / extracellular signal	0.4270456618843695	0.061815512699556	True	False	False	True	True	False	False	True	RNA-supported	1.4270456618843694
monocyte_macrophage → Vegfa → Itgav → CD4	extracellular	cell-cell / extracellular signal	0.4269801629016797	0.183033105160308	False	False	False	True	True	False	True	True	interaction-supported	1.4269801629016796
dendritic → B2m → Klrc1 → CD8	extracellular	cell-cell / extracellular signal	0.4268478908166393	0.9172666918239496	False	False	False	True	True	False	False	True	interaction-supported	1.4268478908166393
B_cell → App → Rpsa → CD4	extracellular	cell-cell / extracellular signal	0.4264927021911202	0.9275005568408335	False	False	False	True	True	False	False	True	interaction-supported	1.4264927021911202
neutrophil → B2m → Cd247 → CD8	extracellular	cell-cell / extracellular signal	0.4261917558426844	0.700222244704099	False	False	False	True	True	False	False	True	interaction-supported	1.4261917558426844
melanoma → Mfge8 → Itgav → CD4	extracellular	cell-cell / extracellular signal	0.4254005096814628	0.7259165747027061	False	False	False	True	True	False	False	True	interaction-supported	1.4254005096814628
NK → H2-K1 → Cd8a → CD8	extracellular	cell-cell / extracellular signal	0.4247954539775915	0.5167024532180873	False	False	False	True	True	False	False	True	interaction-supported	1.4247954539775916
melanoma → B2m → Cd3d → CD8	extracellular	cell-cell / extracellular signal	0.424618412621617	0.8396406908517754	False	False	False	True	True	False	False	True	interaction-supported	1.424618412621617
fibroblast → Hspg2 → Itgb1 → CD8	extracellular	cell-cell / extracellular signal	0.4240560720687606	0.0810420083907591	False	True	False	True	True	False	False	True	ADT-supported	1.4240560720687605
monocyte_macrophage → App → Rpsa → CD8	extracellular	cell-cell / extracellular signal	0.4236014417767372	0.6967025642357154	False	False	False	True	True	False	False	True	interaction-supported	1.423601441776737
melanoma → Vim → Cd44 → CD4	extracellular	cell-cell / extracellular signal	0.422758674246886	0.472829145173704	False	False	False	True	True	False	False	True	interaction-supported	1.422758674246886
melanoma → B2m → Cd3g → CD8	extracellular	cell-cell / extracellular signal	0.4220379115846249	0.8396406908517754	False	False	False	True	True	False	False	True	interaction-supported	1.422037911584625
monocyte_macrophage → Thbs1 → Itga4 → CD4	extracellular	cell-cell / extracellular signal	0.42203195274996	0.3855464858877909	False	False	False	True	True	False	False	True	interaction-supported	1.42203195274996
neutrophil → H2-K1 → Cd3d → CD8	extracellular	cell-cell / extracellular signal	0.4219674437057647	0.6548130576052995	False	False	False	True	True	False	False	True	interaction-supported	1.4219674437057648
melanoma → Vim → Cd44 → CD8	extracellular	cell-cell / extracellular signal	0.4210638382071532	0.0626629486690889	False	True	False	True	True	False	False	True	ADT-supported	1.4210638382071532
neutrophil → H2-K1 → Cd3g → CD8	extracellular	cell-cell / extracellular signal	0.4199119012143244	0.6548130576052995	False	False	False	True	True	False	False	True	interaction-supported	1.4199119012143244
neutrophil → Icam1 → Il2ra → CD8	extracellular	cell-cell / extracellular signal	0.419863194482225	0.8072909829183418	False	False	False	True	True	False	True	True	interaction-supported	1.4198631944822249
fibroblast → Il15 → Il2ra → CD4	extracellular	cell-cell / extracellular signal	0.419799847580334	0.0460859149636863	True	False	False	True	True	False	False	True	RNA-supported	1.419799847580334
melanoma → Pkm → Cd44 → CD4	extracellular	cell-cell / extracellular signal	0.4191286231208613	0.7145775407758242	False	False	False	True	True	False	False	True	interaction-supported	1.4191286231208613
monocyte_macrophage → Cd14 → Itga4 → CD4	extracellular	cell-cell / extracellular signal	0.4185985424493378	0.1182534859381914	False	False	False	True	True	False	False	True	interaction-supported	1.4185985424493377
fibroblast → Col6a1 → Cd44 → CD8	extracellular	cell-cell / extracellular signal	0.4182897456623546	0.2333667865392173	False	False	False	True	True	False	False	True	interaction-supported	1.4182897456623547
neutrophil → B2m → Tfrc → CD8	extracellular	cell-cell / extracellular signal	0.4182633155057427	0.700222244704099	False	False	False	True	True	False	False	True	interaction-supported	1.4182633155057427
neutrophil → H2-K1 → Cd8b1 → CD8	extracellular	cell-cell / extracellular signal	0.4179977596209218	0.6548130576052995	False	False	False	True	True	False	False	True	interaction-supported	1.417997759620922
monocyte_macrophage → Vim → Cd44 → CD8	extracellular	cell-cell / extracellular signal	0.4170548295651586	0.5244361775438799	False	False	False	True	True	False	False	True	interaction-supported	1.4170548295651586
monocyte_macrophage → B2m → Cd3d → CD4	extracellular	cell-cell / extracellular signal	0.4165666129092688	0.6531160285058807	False	False	False	True	True	False	False	True	interaction-supported	1.4165666129092687
fibroblast → Hspg2 → Itgb1 → CD4	extracellular	cell-cell / extracellular signal	0.4163171943363767	0.0345399214078238	False	True	False	True	True	False	False	True	ADT-supported	1.4163171943363766
monocyte_macrophage → Lgals1 → Itgb1 → CD4	extracellular	cell-cell / extracellular signal	0.4157777744021405	0.8552903027448547	False	False	False	True	True	False	False	True	interaction-supported	1.4157777744021405
fibroblast → Col1a2 → Cd44 → CD8	extracellular	cell-cell / extracellular signal	0.4153625996739211	0.2796357723439007	False	False	False	True	True	False	False	True	interaction-supported	1.4153625996739212
monocyte_macrophage → B2m → Cd247 → CD4	extracellular	cell-cell / extracellular signal	0.4152558172304261	0.6531160285058807	False	False	False	True	True	False	False	True	interaction-supported	1.4152558172304261
