candidate	candidate_type	mechanism_class	effect_size	FDR	RNA_evidence	ADT_evidence	data_driven_state_evidence	cell_source_evidence	receptor_evidence	pathway_evidence	treatment_consistency	novelty_indicator	evidence_class	score
melanoma → Tnfsf12 → Tnfrsf8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.3043223944338673	0.7488169920988417	False	False	False	False	False	False	True	True	interaction-supported	1.3043223944338673
T_cell → Ltf → Il1rl1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.3036547195638767	0.5993489569850967	False	False	False	False	True	False	True	True	interaction-supported	1.3036547195638768
monocyte_macrophage → Thbs1 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.3004455123964913	0.3855464858877909	False	False	False	True	True	False	True	True	interaction-supported	1.3004455123964913
T_cell → Adam9 → Itga3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2996412764907545	0.0242785979418408	False	True	False	True	False	False	True	True	ADT-supported	1.2996412764907546
T_cell → Itgb2 → Thy1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2993227241104457	0.852966521491223	False	False	False	True	True	False	True	True	interaction-supported	1.2993227241104457
dendritic → Cd274 → Cd80 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2984464360795069	0.904396434555976	False	False	False	True	True	False	True	True	interaction-supported	1.298446436079507
T_cell → Col18a1 → Itga3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2974509349630641	0.0161066468137148	False	True	False	False	False	False	True	True	ADT-supported	1.297450934963064
monocyte_macrophage → Cd274 → Cd80 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2967161992971177	0.721633957678866	False	False	False	True	True	False	True	True	interaction-supported	1.2967161992971177
melanoma → Icam1 → Il2ra → CD8	multicellular	source-cell ↔ T-cell program / feedback	0.2965539518852044	0.4666362806508494	False	False	False	True	True	False	True	True	interaction-supported	1.2965539518852043
T_cell → Hapln1 → Il1rl1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2925132413736432	0.9280393402082896	False	False	False	False	True	False	True	True	interaction-supported	1.2925132413736433
T_cell → Nid1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2896159800055416	0.3338754657294926	False	False	False	False	True	False	True	True	interaction-supported	1.2896159800055416
dendritic → Mfge8 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2813216604458283	0.708448560060302	False	False	False	False	True	False	True	True	interaction-supported	1.2813216604458284
T_cell → Pdgfb → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2799552079402571	0.1027474538800028	False	False	False	False	True	False	True	True	interaction-supported	1.2799552079402572
T_cell → Adam15 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2733757445092707	0.5547104369944814	False	False	False	False	True	False	True	True	interaction-supported	1.2733757445092708
monocyte_macrophage → Tnf → Ptprs → CD8	multicellular	source-cell ↔ T-cell program / feedback	0.2721693522115727	0.9834138908286792	False	False	False	True	True	False	True	False	interaction-supported	1.2721693522115727
T_cell → Adam12 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2689380200217381	0.4155456018703186	False	False	False	False	True	False	True	True	interaction-supported	1.2689380200217382
monocyte_macrophage → Edil3 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2666812532389013	0.4321935519202841	False	False	False	False	True	False	True	True	interaction-supported	1.2666812532389014
NK → Lamb3 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2661279267425024	0.6304744255032563	False	False	False	True	True	False	True	True	interaction-supported	1.2661279267425023
monocyte_macrophage → Tgm2 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.265720551653373	0.8077984321363406	False	False	False	True	True	False	True	True	interaction-supported	1.265720551653373
monocyte_macrophage → Entpd1 → Adora2a → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2642450321784942	0.8851195615430695	False	False	False	True	True	False	True	True	interaction-supported	1.2642450321784942
T_cell → Cd86 → Ctla4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2642084808182809	0.933839657705124	False	False	False	True	True	False	True	True	interaction-supported	1.264208480818281
NK → Ybx1 → Notch1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2628936239590349	0.5423389545011166	False	False	False	True	True	False	True	True	interaction-supported	1.262893623959035
T_cell → Cd200 → Cd200r1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2620415664991295	0.0345399214078238	False	True	False	False	True	False	True	True	ADT-supported	1.2620415664991296
dendritic → Rgmb → Bmpr2 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2610040949823748	0.6867941648332904	False	False	False	True	True	False	True	True	interaction-supported	1.2610040949823749
melanoma → Adam12 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2605032864704152	0.852966521491223	False	False	False	True	True	False	True	True	interaction-supported	1.2605032864704153
T_cell → Cxcl10 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2598049136102587	0.7621623264028842	False	False	False	True	True	False	True	True	interaction-supported	1.2598049136102587
melanoma → Adm → Calcrl → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2578754944592767	0.9115619150896118	False	False	False	True	True	False	True	True	interaction-supported	1.2578754944592767
dendritic → Itgav → Thy1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2559206240692151	0.7437288078976685	False	False	False	True	True	False	True	True	interaction-supported	1.2559206240692151
melanoma → Azgp1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2544637744985538	0.939046751919368	False	False	False	True	True	False	True	True	interaction-supported	1.2544637744985538
T_cell → Grn → Tnfrsf1b → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2508132420901736	0.3855464858877909	False	False	False	True	True	False	True	True	interaction-supported	1.2508132420901736
T_cell → Cxcl12 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2483257112160029	0.7676352845428274	False	False	False	False	True	False	True	True	interaction-supported	1.2483257112160029
melanoma → Tgm2 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2478738511709999	0.8434872467851522	False	False	False	False	True	False	True	True	interaction-supported	1.247873851171
melanoma → Fgf2 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2477719133665068	0.6337467385816786	False	False	False	False	True	False	True	True	interaction-supported	1.2477719133665068
T_cell → Cx3cl1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2474953458208186	0.3475900840799452	False	False	False	False	True	False	True	True	interaction-supported	1.2474953458208187
melanoma → Il10 → Cd70 → CD8	multicellular	source-cell ↔ T-cell program / feedback	0.2453768435153599	0.8052831378308815	False	False	False	False	False	False	True	True	interaction-supported	1.2453768435153598
NK → Fgf2 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.245231459505429	0.8127990348226011	False	False	False	False	True	False	True	True	interaction-supported	1.245231459505429
T_cell → Lamc2 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2451152129075019	0.2100448236862344	False	False	False	False	True	False	True	True	interaction-supported	1.2451152129075018
T_cell → Tgm2 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2451123548756509	0.8062491046456949	False	False	False	False	True	False	True	True	interaction-supported	1.2451123548756509
melanoma → Lama1 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2422836489165192	0.5214994848270562	False	False	False	False	True	False	True	True	interaction-supported	1.2422836489165192
T_cell → Nid1 → Itga3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2418667918602428	0.3338754657294926	False	False	False	False	False	False	True	True	interaction-supported	1.2418667918602428
NK → Cx3cl1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2418152035158458	0.5229422274892709	False	False	False	False	True	False	True	True	interaction-supported	1.2418152035158458
T_cell → Mfge8 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.24093908320159	0.8783103898230828	False	False	False	False	True	False	True	True	interaction-supported	1.24093908320159
melanoma → Angptl4 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2406761212005676	0.841408441091185	False	False	False	False	True	False	True	True	interaction-supported	1.2406761212005677
dendritic → Angptl4 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2403070292178659	0.7676352845428274	False	False	False	False	True	False	True	True	interaction-supported	1.240307029217866
NK → Thbs1 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2397633870051196	0.7985845429160816	False	False	False	False	True	False	True	True	interaction-supported	1.2397633870051197
monocyte_macrophage → Spp1 → Ccr8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2396685647102783	0.2409784915553226	False	False	False	True	True	False	True	True	interaction-supported	1.2396685647102783
dendritic → Cx3cl1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2395540616676911	0.7831784293334705	False	False	False	False	True	False	True	True	interaction-supported	1.239554061667691
dendritic → Cxcl10 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2394546831892028	0.932839391627594	False	False	False	True	True	False	True	True	interaction-supported	1.2394546831892028
T_cell → Il10 → Cd70 → CD8	multicellular	source-cell ↔ T-cell program / feedback	0.2394190689530836	0.8227457258164323	False	False	False	False	False	False	True	True	interaction-supported	1.2394190689530835
T_cell → Azgp1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2391622090878133	0.7678972391601256	False	False	False	False	True	False	True	True	interaction-supported	1.2391622090878134
T_cell → Cxcl12 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2389506589166188	0.7676352845428274	False	False	False	False	True	False	True	True	interaction-supported	1.2389506589166188
T_cell → Tfpi → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2368112659858949	0.7047114608458159	False	False	False	False	True	False	True	True	interaction-supported	1.236811265985895
dendritic → Fndc5 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2365057760367689	0.9079191749637788	False	False	False	False	True	False	True	True	interaction-supported	1.2365057760367688
melanoma → Tnf → Sema4c → CD8	multicellular	source-cell ↔ T-cell program / feedback	0.2347955519808835	0.4668394999187161	False	False	False	True	False	False	True	False	interaction-supported	1.2347955519808835
T_cell → Col9a3 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2346569796236622	0.5043434363883724	False	False	False	False	True	False	True	True	interaction-supported	1.2346569796236622
dendritic → Nid1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2342162838902119	0.7470385498995019	False	False	False	False	True	False	True	True	interaction-supported	1.234216283890212
monocyte_macrophage → Adam12 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.233839307959851	0.7178361231615542	False	False	False	False	True	False	True	True	interaction-supported	1.233839307959851
NK → Spp1 → Ccr8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2310114826426932	0.3087825630051692	False	False	False	True	True	False	True	True	interaction-supported	1.2310114826426932
monocyte_macrophage → Fgf2 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2309019308987484	0.8513970660335592	False	False	False	False	True	False	True	True	interaction-supported	1.2309019308987483
monocyte_macrophage → Lamc1 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2283275886845034	0.7423079637441454	False	False	False	True	True	False	True	True	interaction-supported	1.2283275886845033
NK → Adam9 → Itga3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2269392643281178	0.2106149212334387	False	False	False	True	False	False	True	True	interaction-supported	1.2269392643281178
dendritic → Vtn → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2267924074712538	0.6077624896784178	False	False	False	False	True	False	True	True	interaction-supported	1.2267924074712537
monocyte_macrophage → Azgp1 → Itgav → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2242936386785036	0.8654001606596576	False	False	False	False	True	False	True	True	interaction-supported	1.2242936386785037
monocyte_macrophage → Angptl4 → Sdc4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2239233246981891	0.9016560571311986	False	False	False	False	True	False	True	True	interaction-supported	1.223923324698189
NK → Lama3 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2236694690841724	0.7566401532363288	False	False	False	False	True	False	True	True	interaction-supported	1.2236694690841725
dendritic → Lamc1 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2231306839675061	0.6671060949723716	False	False	False	False	True	False	True	True	interaction-supported	1.223130683967506
T_cell → Lamb1 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2224403845251851	0.6628389253359149	False	False	False	False	True	False	True	True	interaction-supported	1.2224403845251852
T_cell → Copa → Cd74 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2220513628327554	0.8057733587992699	False	False	False	True	True	False	True	True	interaction-supported	1.2220513628327554
melanoma → Col6a1 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2203553133398887	0.7454303210512316	False	False	False	False	True	False	True	True	interaction-supported	1.2203553133398888
dendritic → Lamb3 → Itgav_Itgb8 → CD4	multicellular	source-cell ↔ T-cell program / feedback	0.2200958835698344	0.7875085620548867	False	False	False	False	True	False	True	True	interaction-supported	1.2200958835698343
