source_cell_type	ligand	receptor	target_lineage	n_mice	source_detection_fraction	target_receptor_detection_fraction	ligand_rho_RNA	ligand_FDR_RNA	ligand_rho_ADT	ligand_FDR_ADT	receptor_log2FC_RNA_selector	receptor_FDR_RNA_selector	receptor_log2FC_ADT_selector	receptor_FDR_ADT_selector	cross_modal_positive_direction	evidence_class	association_component	receptor_component	expression_component	replication_component	interaction_score	evidence_tier	tier_rank	liana_magnitude_rank	liana_specificity_rank	liana_component	final_discovery_score	mechanistic_chain	causality	necessity_test	sufficiency_test	score_definition	early_effect	early_FDR	late_effector_count	late_effector_positive	late_effector_significant_positive	late_effector_best_FDR	temporal_support	temporal_causality_label	candidate	candidate_type	mechanism_class	source	target	effect_size	FDR	direction_consistency	n_mice_supporting	n_mice_opposing	effective_sample_size	RNA_evidence	ADT_evidence	data_driven_state_evidence	interaction_evidence	independence_from_curated_score	power_flag	gene	lineage	cross_modal_score	RNA_FDR	ADT_FDR	data_driven_FDR	data_driven_log2FC	used_in_curated_score	associated_with_data_driven_state	independent_candidate	TF	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	n_strata	n_cells	interaction_validity	valid_for_mechanistic_ranking	biological_reinterpretation	direction_mechanistically_concordant	known_activation_gene	mechanistically_supported	potentially_novel_hypothesis	external_perturbation_support	external_dataset_count	external_direction_consistency	external_effect	external_FDR	external_context	literature_novelty_status	candidate_family_id	candidate_family_label	entity_type	mechanism_level	effect_component	statistical_component	independence_component	multilayer_component	temporal_component	RNA_component	ADT_component	state_component	interaction_component	mechanistic_coherence	mechanistic_family_id	family_rule	family_evidence	family_confidence	RNA_direction	ADT_direction	RNA_ADT_direction_concordant	expected_direction	n_mice_true	n_mice_supporting_true	n_mice_opposing_true	direction_consistency_true	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_top10_fraction	LOOCV_rank_median	LOOCV_rank_min	LOOCV_rank_max	empirical_p	empirical_FDR	null_percentile	null_model_type	LOOCV_stability	stability_component	null_model_component	external_perturbation_support_verified	external_perturbation_component	external_assessed	suggested_perturbation	expected_readout	negative_control	specificity_control	source_signal_step	receptor_step	tcell_state_step	transcriptional_program_step	effector_response_step	myeloid_response_step	tumor_killing_step	mechanistic_evidence_coherence	biological_validity_component	experimental_testability_component	evidence_score	score_contribution_replication_component	score_contribution_effect_component	score_contribution_statistical_component	score_contribution_RNA_component	score_contribution_ADT_component	score_contribution_state_component	score_contribution_temporal_component	score_contribution_interaction_component	score_contribution_stability_component	score_contribution_null_model_component	score_contribution_biological_validity_component	score_contribution_mechanistic_evidence_coherence	score_contribution_independence_component	score_contribution_experimental_testability_component	score_contribution_external_perturbation_component	evidence_gate	causality_tier	causality_label	why_test	missing_evidence
T_cell	Cd200	Cd200r1	CD4	47	0.0721347018167593	0.1721365882439708	0.0506475485661424	0.9657953045265132	0.5260175763182239	0.0345399214078238	0.7418599	0.0177037961403789	0.56252146	0.0343447436730957	True	ADT-supported	0.2883325624421832	0.2173968933333333	0.1114316896790724	1.0	0.3275519581239119	Tier 2 — single-modality source support	2.0			0.0	0.2620415664991295	T_cell → Cd200 → Cd200r1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.5024310216304841	0.7448947530985198	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Cd200 → Cd200r1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2620415664991295	0.0345399214078238		0.0	0.0	47	False	True	False	True	True	HIGH																			MEMBRANE_CONTACT	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Cd200	MULTI|T_cell|Cd200	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Cd200|Cd200r1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		-2.2606048348374885e-06	0.0001591594551129	0.000768981783587	negative	0.0	159.0	159.0	159.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	0.8	1.0	0.5318691332497256	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.05714285714285715	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Cd200	Cd200r4	CD4	47	0.0721347018167593	0.0722029648204144	0.0506475485661424	0.9657953045265132	0.5260175763182239	0.0345399214078238	0.67156124	0.0090406550965098	0.046429873	1.0	True	ADT-supported	0.2883325624421832	0.1196651855	0.0721688252475164	1.0	0.2452664582792673	Tier 3 — exploratory	3.0			0.0	0.1962131666234138	T_cell → Cd200 → Cd200r4 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.0838711905222164	0.9586446892706648	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Cd200 → Cd200r4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1962131666234138	0.0345399214078238	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			MEMBRANE_CONTACT	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Cd200	MULTI|T_cell|Cd200	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Cd200|Cd200r4	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	0.8	1.0	0.5318691332497256	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.05714285714285715	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Oprd1	CD4	47	0.0304228708054917	0.0005162622612287	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0	1.0	0.0	1.0	False	ADT-supported	0.3307701202590194	0.0	0.0039631023296291	1.0	0.1665621625565826	Tier 3 — exploratory	3.0			0.0	0.133249730045266	T_cell → Penk → Oprd1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.371058746557227	0.7448947530985198	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Oprd1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.133249730045266	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.7005857634689564	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Oprd1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5317087204763029	0.07142857142857142	0.0500418402477826	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Adra2a	CD4	47	0.0304228708054917	0.0003687587580205	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0	1.0	0.0	1.0	False	ADT-supported	0.3307701202590194	0.0	0.0033494327958105	1.0	0.1664394286498189	Tier 3 — exploratory	3.0			0.0	0.1331515429198551	T_cell → Penk → Adra2a → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.0928182767000363	0.73683349850432	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Adra2a → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1331515429198551	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.700069526008697	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Adra2a	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5316718463719987	0.07142857142857142	0.05000496614347836	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Oprk1	CD4	47	0.0304228708054917	7.375175160410059e-05	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0	1.0	0.0	1.0	False	ADT-supported	0.3307701202590194	0.0	0.0014979118834999	1.0	0.1660691244673567	Tier 3 — exploratory	3.0			0.0	0.1328552995738853	T_cell → Penk → Oprk1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.0619033173750885	0.7448947530985198	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Oprk1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1328552995738853	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.6985119703525742	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Oprk1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5315605923965613	0.07142857142857142	0.04989371216804101	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Oprl1	CD4	47	0.0304228708054917	7.375175160410059e-05	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0	1.0	0.0	1.0	False	ADT-supported	0.3307701202590194	0.0	0.0014979118834999	1.0	0.1660691244673567	Tier 3 — exploratory	3.0			0.0	0.1328552995738853	T_cell → Penk → Oprl1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.0799031237674035	0.73683349850432	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Oprl1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1328552995738853	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.6985119703525742	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Oprl1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5315605923965613	0.07142857142857142	0.04989371216804101	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Mtnr1a	CD4	47	0.0304228708054917	7.375175160410059e-05	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0	1.0	0.0	1.0	False	ADT-supported	0.3307701202590194	0.0	0.0014979118834999	1.0	0.1660691244673567	Tier 3 — exploratory	3.0			0.0	0.1328552995738853	T_cell → Penk → Mtnr1a → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.0		9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Mtnr1a → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1328552995738853	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.6985119703525742	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Mtnr1a	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5315605923965613	0.07142857142857142	0.04989371216804101	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Mrgprb2	CD4	47	0.0304228708054917	0.0	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0	1.0	0.0	1.0	False	ADT-supported	0.3307701202590194	0.0	0.0	1.0	0.1657695420906568	Tier 3 — exploratory	3.0			0.0	0.1326156336725254	T_cell → Penk → Mrgprb2 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.0		9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Mrgprb2 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1326156336725254	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.6972518813570868	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Mrgprb2	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5314705860397408	0.07142857142857142	0.04980370581122049	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
NK	Spp1	Ccr8	CD8	43	0.3081169291343778	0.0276043657366118	-0.5119299305345817	0.0722159632103581	0.0780730897009966	0.9331629230528572	0.9948776	0.0160073809500118	0.12653667	0.8030557082693508	False	RNA-supported	0.0390365448504983	0.1869023783333333	0.092224575908307	1.0	0.1788333004626691	Tier 3 — exploratory	3.0			0.0	0.1430666403701352	NK → Spp1 → Ccr8 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in NK and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.1753708447849152	0.9075774136394448	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	NK → Spp1 → Ccr8 → CD8	multicellular	source-cell ↔ T-cell program / feedback	NK	CD8	0.1430666403701352	0.0722159632103581	1.0	43.0	0.0	43	True	False	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|NK|Spp1	MULTI|NK|Spp1	multicellular_association	multicellular_association	0.7522000340008246	0.11413667917948866	1.0	0.5	0.0	1.0	0.0	0.0	1.0	0.5	AXIS|Spp1|Ccr8	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	negative	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5714285714285714	1.0	1.0	0.5312689489006346	0.07142857142857142	0.053728573857201756	0.008152619941392047	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.04081632653061224	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Timp2	Itga3	CD4	47	0.095196298737531	0.0615089608378199	0.3728029602220166	0.4349679379109198	0.5105226641998151	0.0444451563949451	0.8977821	0.0257278570387628	1.0267496	6.386277766181647e-05	True	ADT-supported	0.4416628122109158	0.3207552833333333	0.0765207515054067	1.0	0.4000749554082352	Tier 2 — single-modality source support	2.0			0.0	0.3200599643265882	T_cell → Timp2 → Itga3 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.2579140416009531	0.9896152585669143	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Timp2 → Itga3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.3200599643265882	0.0444451563949451		0.0	0.0	47	False	True	False	True	True	HIGH																			MEMBRANE_CONTACT	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Timp2	MULTI|T_cell|Timp2	multicellular_association	multicellular_association	1.0	0.1352175561253172	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Timp2|Itga3	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		0.0002063089016065	0.0006727213670561	0.0012041715081559	positive	0.0	165.0	165.0	165.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	0.8	1.0	0.5310869682946655	0.07142857142857142	0.07142857142857142	0.009658396866094085	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.05714285714285715	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Timp2	Itgb1	CD4	47	0.095196298737531	0.6470241168227746	0.3728029602220166	0.4349679379109198	0.5105226641998151	0.0444451563949451	-0.27310753	0.0222896046084842	-1.6698895	5.056158660183512e-07	False	ADT-supported	0.4416628122109158	0.0	0.2481819919241684	1.0	0.3542183826586542	Tier 3 — exploratory	3.0			0.0	0.2833747061269233	T_cell → Timp2 → Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.006762260189487	0.9737357980556924	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Timp2 → Itgb1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2833747061269233	0.0444451563949451		0.0	0.0	47	False	True	False	True	True	HIGH																			MEMBRANE_CONTACT	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Timp2	MULTI|T_cell|Timp2	multicellular_association	multicellular_association	1.0	0.1352175561253172	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Timp2|Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		0.0002063089016065	0.0006727213670561	0.0012041715081559	positive	0.0	165.0	165.0	165.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	0.8	1.0	0.5310869682946655	0.07142857142857142	0.07142857142857142	0.009658396866094085	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.05714285714285715	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
