source_cell_type	ligand	receptor	target_lineage	n_mice	source_detection_fraction	target_receptor_detection_fraction	ligand_rho_RNA	ligand_FDR_RNA	ligand_rho_ADT	ligand_FDR_ADT	receptor_log2FC_RNA_selector	receptor_FDR_RNA_selector	receptor_log2FC_ADT_selector	receptor_FDR_ADT_selector	cross_modal_positive_direction	evidence_class	association_component	receptor_component	expression_component	replication_component	interaction_score	evidence_tier	tier_rank	liana_magnitude_rank	liana_specificity_rank	liana_component	final_discovery_score	mechanistic_chain	causality	necessity_test	sufficiency_test	score_definition	early_effect	early_FDR	late_effector_count	late_effector_positive	late_effector_significant_positive	late_effector_best_FDR	temporal_support	temporal_causality_label	candidate	candidate_type	mechanism_class	source	target	effect_size	FDR	direction_consistency	n_mice_supporting	n_mice_opposing	effective_sample_size	RNA_evidence	ADT_evidence	data_driven_state_evidence	interaction_evidence	independence_from_curated_score	power_flag	gene	lineage	cross_modal_score	RNA_FDR	ADT_FDR	data_driven_FDR	data_driven_log2FC	used_in_curated_score	associated_with_data_driven_state	independent_candidate	TF	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	n_strata	n_cells	interaction_validity	valid_for_mechanistic_ranking	biological_reinterpretation	direction_mechanistically_concordant	known_activation_gene	mechanistically_supported	potentially_novel_hypothesis	external_perturbation_support	external_dataset_count	external_direction_consistency	external_effect	external_FDR	external_context	literature_novelty_status	candidate_family_id	candidate_family_label	entity_type	mechanism_level	effect_component	statistical_component	independence_component	multilayer_component	temporal_component	RNA_component	ADT_component	state_component	interaction_component	mechanistic_coherence	mechanistic_family_id	family_rule	family_evidence	family_confidence	RNA_direction	ADT_direction	RNA_ADT_direction_concordant	expected_direction	n_mice_true	n_mice_supporting_true	n_mice_opposing_true	direction_consistency_true	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_top10_fraction	LOOCV_rank_median	LOOCV_rank_min	LOOCV_rank_max	empirical_p	empirical_FDR	null_percentile	null_model_type	LOOCV_stability	stability_component	null_model_component	external_perturbation_support_verified	external_perturbation_component	external_assessed	suggested_perturbation	expected_readout	negative_control	specificity_control	source_signal_step	receptor_step	tcell_state_step	transcriptional_program_step	effector_response_step	myeloid_response_step	tumor_killing_step	mechanistic_evidence_coherence	biological_validity_component	experimental_testability_component	evidence_score	score_contribution_replication_component	score_contribution_effect_component	score_contribution_statistical_component	score_contribution_RNA_component	score_contribution_ADT_component	score_contribution_state_component	score_contribution_temporal_component	score_contribution_interaction_component	score_contribution_stability_component	score_contribution_null_model_component	score_contribution_biological_validity_component	score_contribution_mechanistic_evidence_coherence	score_contribution_independence_component	score_contribution_experimental_testability_component	score_contribution_external_perturbation_component	evidence_gate	causality_tier	causality_label	why_test	missing_evidence
T_cell	Lamc1	Itga1	CD4	47	0.3356727852328798	0.0913784202374806	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	0.0011577606	1.0	-1.7274919	0.0001005760880117	False	ADT-supported	0.4266304347826087	0.0001929601	0.1751377995502275	1.0	0.2843964521089586	Tier 3 — exploratory	3.0	0.7402787098125332	0.524978463926399	0.2597212901874668	0.2794614197246602	T_cell → Lamc1 → Itga1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.3185599633599287	0.9685389787778972	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Itga1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2794614197246602	0.0345399214078238		0.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Itga1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		0.0003708434577323	0.0032878392445278	0.0081471849608575	positive	0.0	91.0	91.0	91.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5461548475354399	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Lamc1	Itga6_Itgb1	CD4	47	0.3356727852328798	0.1935983479607641	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	-0.27310753	1.0	-1.6698895	0.0418596341043116	False	ADT-supported	0.4266304347826087	0.0	0.2549229230110033	1.0	0.3003052367761137	Tier 3 — exploratory	3.0	0.8808026134258182	0.6139664031436222	0.1191973865741817	0.2640836667357273	T_cell → Lamc1 → Itga6_Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Itga6_Itgb1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2640836667357273	0.0345399214078238		0.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Itga6_Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		0.0003708434577323	0.0032878392445278	0.0081471849608575	positive	0.0	91.0	91.0	91.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5461548475354399	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Lamc1	Itga3_Itgb1	CD4	47	0.3356727852328798	0.0615089608378199	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	-0.27310753	0.0257278570387628	-1.6698895	6.386277766181647e-05	False	ADT-supported	0.4266304347826087	0.0	0.1436902369724928	1.0	0.3280586995684116	Tier 3 — exploratory	3.0			0.0	0.2624469596547293	T_cell → Lamc1 → Itga3_Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Itga3_Itgb1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2624469596547293	0.0345399214078238		0.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Itga3_Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		0.0003708434577323	0.0032878392445278	0.0081471849608575	positive	0.0	91.0	91.0	91.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5461548475354399	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Lamc1	Itga9_Itgb1	CD4	47	0.3356727852328798	0.0138653293015709	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	-0.27310753	1.0	-1.6698895	0.0333021254814199	False	ADT-supported	0.4266304347826087	0.0	0.0682217978715701	1.0	0.262965011748227	Tier 3 — exploratory	3.0			0.0	0.2103720093985816	T_cell → Lamc1 → Itga9_Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Itga9_Itgb1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2103720093985816	0.0345399214078238		0.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Itga9_Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		0.0003708434577323	0.0032878392445278	0.0081471849608575	positive	0.0	91.0	91.0	91.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5461548475354399	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Il10	Cd27	CD4	47	0.0578332509516697	0.3073235489342871	0.0367715078630897	0.9780521178940972	0.52104532839963	0.0345399214078238	0.14225578	1.0	0.76460886	3.5355293829265875e-06	True	ADT-supported	0.2789084181313598	0.1511441066666666	0.133317365443795	1.0	0.2620674461014016	Tier 3 — exploratory	3.0			0.0	0.2096539568811213	T_cell → Il10 → Cd27 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.4610657367679138	0.8802258277506194	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Il10 → Cd27 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.2096539568811213	0.0345399214078238		0.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Il10	MULTI|T_cell|Il10	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Il10|Cd27	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED	47.0	0.0	0.0		-1.901857097662024e-05	-0.0001227322290676	0.0014128961100405	negative	0.0	91.0	91.0	91.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5461548475354399	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Lamc1	Itga2_Itgb1	CD4	47	0.3356727852328798	0.117339036802124	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	-0.27310753	0.0562302919139808	-1.6698895	0.0597156104080751	False	ADT-supported	0.4266304347826087	0.0	0.1984628965321034	1.0	0.2390132314803337	Tier 3 — exploratory	3.0			0.0	0.1912105851842669	T_cell → Lamc1 → Itga2_Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Itga2_Itgb1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1912105851842669	0.0345399214078238	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	1.0	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Itga2_Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5461548475354399	0.07142857142857142	0.07142857142857142	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Cd80	Cd28	CD8	47	0.131258441853189	0.8301269800823884	-0.3804347826086957	0.2673648910291648	0.5319148936170213	0.0362553518593265	0.26272535	0.2307240622907612	-0.7244303	7.001262895656168e-06	False	ADT-supported	0.2659574468085106	0.0437875583333333	0.3300926747837758	1.0	0.2700505309230672	Tier 3 — exploratory	3.0	0.4704492501463558	0.320311113404614	0.5295507498536443	0.3219505747091826	T_cell → Cd80 → Cd28 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.8818507861181617	0.4057841594185775	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	T_cell → Cd80 → Cd28 → CD8	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD8	0.3219505747091826	0.0362553518593265		0.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Cd80	MULTI|T_cell|Cd80	multicellular_association	multicellular_association	1.0	0.14406278756746524	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Cd80|Cd28	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	negative	positive	False	UNRESOLVED	47.0	0.0	0.0		-0.0002971439368255	-0.0014320805366935	0.0025444002978997	negative	0.0	98.0	98.0	98.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5460044848262475	0.07142857142857142	0.07142857142857142	0.010290199111961803	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Pdcd1lg2	Pdcd1	CD4	47	0.2258940891892234	0.2493546721734641	-0.0011563367252543	0.99850951807344	0.5615171137835338	0.0161066468137148	-0.32968807	0.2360668306059618	-0.11419964	1.0	False	ADT-supported	0.2807585568917669	0.0	0.2373346720470949	1.0	0.1957324293215374	Tier 3 — exploratory	3.0	0.8684229646776995	0.402388535576611	0.1315770353223004	0.18290135052169	T_cell → Pdcd1lg2 → Pdcd1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.6072105824285758	0.7448947530985198	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Pdcd1lg2 → Pdcd1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.18290135052169	0.0161066468137148	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Pdcd1lg2	MULTI|T_cell|Pdcd1lg2	multicellular_association	multicellular_association	0.9616385883199302	0.17929948644149124	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Pdcd1lg2|Pdcd1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	negative	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5457812910543873	0.07142857142857142	0.06868847059428072	0.012807106174392232	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
melanoma	Sema3e	Plxnd1	CD8	42	0.2203801747939016	0.0291332229158703	0.0339518677578802	0.9603710604633344	-0.5779920589903573	0.0252290253606165	0.60557526	0.0451760122086852	0.82838744	0.0137665318257317	False	ADT-supported	0.0169759338789401	0.2389937833333333	0.0801273034521268	1.0	0.2317154833813877	Tier 3 — exploratory	3.0			0.0	0.1853723867051101	melanoma → Sema3e → Plxnd1 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in melanoma and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.3792467591441508	0.9786359436335246	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	melanoma → Sema3e → Plxnd1 → CD8	multicellular	source-cell ↔ T-cell program / feedback	melanoma	CD8	0.1853723867051101	0.0252290253606165	1.0	42.0	0.0	42	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|melanoma|Sema3e	MULTI|melanoma|Sema3e	multicellular_association	multicellular_association	0.9746305303713904	0.15980995266794928	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Sema3e|Plxnd1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	negative	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5453171773599529	0.07142857142857142	0.06961646645509931	0.011414996619139235	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
NK	Tnfsf4	Tnfrsf4	CD4	43	0.0612171595043539	0.5369865034294565	-0.2621564482029598	0.7027466464625324	0.5247659317426758	0.0520938316243879	0.90017176	1.2458299388725386e-05	1.9858522	5.056158660183512e-07	False	ADT-supported	0.2623829658713379	0.4810039933333334	0.181308544840353	1.0	0.3983467453563722	Tier 3 — exploratory	3.0			0.0	0.3186773962850978	NK → Tnfsf4 → Tnfrsf4 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in NK and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.422162581908899	0.9256990400005192	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	NK → Tnfsf4 → Tnfrsf4 → CD4	multicellular	source-cell ↔ T-cell program / feedback	NK	CD4	0.3186773962850978	0.0520938316243879		0.0	0.0	43	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|NK|Tnfsf4	MULTI|NK|Tnfsf4	multicellular_association	multicellular_association	1.0	0.12832136980073228	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Tnfsf4|Tnfrsf4	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	negative	positive	False	UNRESOLVED	43.0	0.0	0.0		-0.0002201519807257	-0.0004800023898778	0.0015437932667349	negative	0.0	104.0	104.0	104.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5448800978429095	0.07142857142857142	0.07142857142857142	0.009165812128623734	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
monocyte_macrophage	Plau	Itgb1	CD8	45	0.32788192129037	0.7919055506009256	0.2006587615283267	0.7341062193699072	-0.5080368906455862	0.0626629486690889	-0.19079351	0.370122225554747	-0.5470314	7.73865543430223e-06	False	ADT-supported	0.1003293807641633	0.0	0.5095601175637079	1.0	0.2370273067801987	Tier 3 — exploratory	3.0	0.3338491173680652	0.0874267002502295	0.6661508826319348	0.3228520219505459	monocyte_macrophage → Plau → Itgb1 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in monocyte_macrophage and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.8649518602245418	0.3371854677774424	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	monocyte_macrophage → Plau → Itgb1 → CD8	multicellular	source-cell ↔ T-cell program / feedback	monocyte_macrophage	CD8	0.3228520219505459	0.0626629486690889		0.0	0.0	45	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|monocyte_macrophage|Plau	MULTI|monocyte_macrophage|Plau	multicellular_association	multicellular_association	1.0	0.12029891728027968	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Plau|Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	negative	False	UNRESOLVED	45.0	0.0	0.0		0.000145588029985	0.0007747108674579	0.0056462367781572	positive	0.0	105.0	105.0	105.0	1.0	1.0	1.0	within-candidate mouse-effect sign permutation	0.0	0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5443070655200201	0.07142857142857142	0.07142857142857142	0.008592779805734262	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
