source_cell_type	ligand	receptor	target_lineage	n_mice	source_detection_fraction	target_receptor_detection_fraction	ligand_rho_RNA	ligand_FDR_RNA	ligand_rho_ADT	ligand_FDR_ADT	receptor_log2FC_RNA_selector	receptor_FDR_RNA_selector	receptor_log2FC_ADT_selector	receptor_FDR_ADT_selector	cross_modal_positive_direction	evidence_class	association_component	receptor_component	expression_component	replication_component	interaction_score	evidence_tier	tier_rank	liana_magnitude_rank	liana_specificity_rank	liana_component	final_discovery_score	mechanistic_chain	causality	necessity_test	sufficiency_test	score_definition	early_effect	early_FDR	late_effector_count	late_effector_positive	late_effector_significant_positive	late_effector_best_FDR	temporal_support	temporal_causality_label	candidate	candidate_type	mechanism_class	source	target	effect_size	FDR	direction_consistency	n_mice_supporting	n_mice_opposing	effective_sample_size	RNA_evidence	ADT_evidence	data_driven_state_evidence	interaction_evidence	independence_from_curated_score	power_flag	gene	lineage	cross_modal_score	RNA_FDR	ADT_FDR	data_driven_FDR	data_driven_log2FC	used_in_curated_score	associated_with_data_driven_state	independent_candidate	TF	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	n_strata	n_cells	interaction_validity	valid_for_mechanistic_ranking	biological_reinterpretation	direction_mechanistically_concordant	known_activation_gene	mechanistically_supported	potentially_novel_hypothesis	external_perturbation_support	external_dataset_count	external_direction_consistency	external_effect	external_FDR	external_context	literature_novelty_status	candidate_family_id	candidate_family_label	entity_type	mechanism_level	effect_component	statistical_component	independence_component	multilayer_component	temporal_component	RNA_component	ADT_component	state_component	interaction_component	mechanistic_coherence	mechanistic_family_id	family_rule	family_evidence	family_confidence	n_mice_true	n_mice_supporting_true	n_mice_opposing_true	direction_consistency_true	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_top10_fraction	LOOCV_rank_median	LOOCV_rank_min	LOOCV_rank_max	empirical_p	empirical_FDR	null_percentile	null_model_type	LOOCV_stability	stability_component	null_model_component	external_perturbation_support_verified	external_perturbation_component	external_assessed	suggested_perturbation	expected_readout	negative_control	specificity_control	source_signal_step	receptor_step	tcell_state_step	transcriptional_program_step	effector_response_step	myeloid_response_step	tumor_killing_step	mechanistic_evidence_coherence	biological_validity_component	experimental_testability_component	evidence_score	score_contribution_replication_component	score_contribution_effect_component	score_contribution_statistical_component	score_contribution_RNA_component	score_contribution_ADT_component	score_contribution_state_component	score_contribution_temporal_component	score_contribution_interaction_component	score_contribution_stability_component	score_contribution_null_model_component	score_contribution_biological_validity_component	score_contribution_mechanistic_evidence_coherence	score_contribution_independence_component	score_contribution_experimental_testability_component	score_contribution_external_perturbation_component	evidence_gate	causality_tier	causality_label	why_test	missing_evidence
neutrophil	Vegfa	Itgb3	CD8	19	0.2761779637633229	0.1736951628657577	-0.5368421052631579	0.3679823309352452	0.7017543859649124	0.0885309446401056	-0.5537106	0.0045006933207894	-0.78209853	0.0004179291465249	False	ADT-supported	0.3508771929824562	0.0	0.2190223194010229	1.0	0.3166114814240642	Tier 3 — exploratory	3.0	0.5772018352592492	0.2776721814212675	0.4227981647407508	0.3378488180874015	neutrophil → Vegfa → Itgb3 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.1128820931689364	0.91653265164315	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	neutrophil → Vegfa → Itgb3 → CD8	extracellular	cell-cell / extracellular signal	neutrophil	CD8	0.3378488180874015	0.0885309446401056	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.10529049017603113	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Itgb3	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	0.0	158.0	143.0	166.0	0.4725274725274725	0.5977987529711668	0.748	within-candidate mouse-effect sign permutation	0.0	0.0	0.5274725274725275		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5809116441177542	0.07142857142857142	0.07142857142857142	0.007520749298287938	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.03767660910518054	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
fibroblast	Col6a2	Itga2_Itgb1	CD8	34	0.8335679274695327	0.060304922070752	0.3427043544690603	0.5143645577651489	-0.5987776928953399	0.0441216330213713	-0.19079351	1.0	-0.96153045	0.0090031215126386	False	ADT-supported	0.1713521772345301	0.0	0.2242058181821526	1.0	0.2048144256685161	Tier 3 — exploratory	3.0			0.0	0.1638515405348128	fibroblast → Col6a2 → Itga2_Itgb1 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in fibroblast and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	fibroblast → Col6a2 → Itga2_Itgb1 → CD8	extracellular	cell-cell / extracellular signal	fibroblast	CD8	0.1638515405348128	0.0441216330213713	0.6176470588235294	21.0	13.0	34	False	True	False	True	True	HIGH																			MEMBRANE_CONTACT	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|fibroblast|Col6a2	LR|fibroblast|Col6a2	ligand_receptor	ligand	0.8614805942357309	0.1355348421910777	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Col6a2|Itga2_Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	34.0	21.0	13.0	0.6176470588235294	0.0004783697629477	0.0038264224288178	0.0120419028621714	positive	0.0	147.5	142.0	156.0	0.1668331668331668	0.3138177611861822	0.914	within-candidate mouse-effect sign permutation	0.0	0.0	0.8331668331668332		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	0.8	1.0	0.5807273049709745	0.07142857142857142	0.06153432815969506	0.00968106015650555	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.059511916654773796	0.05714285714285715	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Pdcd1lg2	Pdcd1	CD8	19	0.2267366865816974	0.4153395336985603	-0.3122807017543859	0.7379314799556577	0.7105263157894737	0.0799872833903743	-0.14100266	1.0	0.06315875	1.0	False	ADT-supported	0.3552631578947368	0.0105264583333333	0.3068757235057847	1.0	0.2383488645476482	Tier 3 — exploratory	3.0	0.5633682135233642	0.1336273631370977	0.4366317864766358	0.2780054489334457	neutrophil → Pdcd1lg2 → Pdcd1 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.335856508214579	0.8857619276618923	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	neutrophil → Pdcd1lg2 → Pdcd1 → CD8	extracellular	cell-cell / extracellular signal	neutrophil	CD8	0.2780054489334457	0.0799872833903743	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Pdcd1lg2	LR|neutrophil|Pdcd1lg2	ligand_receptor	ligand	1.0	0.10969790529127732	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Pdcd1lg2|Pdcd1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	0.0002205496582401	-0.0042175965776244	0.0052097418522057	positive	0.0	167.0	146.0	171.0	0.4795204795204795	0.5977987529711668	0.765	within-candidate mouse-effect sign permutation	0.0	0.0	0.5204795204795205		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5807269589836285	0.07142857142857142	0.07142857142857142	0.007835564663662666	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.037177108605680034	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Vegfa	Itgav	CD4	19	0.2761779637633229	0.5743048897411314	-0.2280701754385964	0.89272256556299	0.7263157894736841	0.0670532633673389	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	False	ADT-supported	0.363157894736842	0.5185069999999999	0.3982591556110484	1.0	0.4863838442801044	Tier 3 — exploratory	3.0	0.7605693457498075	0.2864238349608266	0.2394306542501925	0.436993206274122	neutrophil → Vegfa → Itgav → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.1634987730137167	0.9542634601267896	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	neutrophil → Vegfa → Itgav → CD4	extracellular	cell-cell / extracellular signal	neutrophil	CD4	0.436993206274122	0.0670532633673389	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.11735800809303647	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Itgav	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	0.0	168.0	155.0	172.0	0.4875124875124875	0.5977987529711668	0.74	within-candidate mouse-effect sign permutation	0.0	0.0	0.5124875124875126		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5807032514700392	0.07142857142857142	0.07142857142857142	0.00838271486378832	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.03660625089196518	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Vegfa	Itgb1	CD8	19	0.2761779637633229	0.7919055506009256	-0.5368421052631579	0.3679823309352452	0.7017543859649124	0.0885309446401056	-0.19079351	0.370122225554747	-0.5470314	7.73865543430223e-06	False	ADT-supported	0.3508771929824562	0.0	0.4676610551006323	1.0	0.3163392285639861	Tier 3 — exploratory	3.0	0.2801851191077901	0.349349119233708	0.7198148808922099	0.3970343590296309	neutrophil → Vegfa → Itgb1 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.8649518602245418	0.3371854677774424	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	neutrophil → Vegfa → Itgb1 → CD8	extracellular	cell-cell / extracellular signal	neutrophil	CD8	0.3970343590296309	0.0885309446401056	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.10529049017603113	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	0.0	163.0	148.0	169.0	0.4785214785214785	0.5977987529711668	0.757	within-candidate mouse-effect sign permutation	0.0	0.0	0.5214785214785215		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.580483500832468	0.07142857142857142	0.07142857142857142	0.007520749298287938	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.03724846581989439	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Vegfa	Itga9	CD4	19	0.2761779637633229	0.0138653293015709	-0.2280701754385964	0.89272256556299	0.7263157894736841	0.0670532633673389	0.0	1.0	-0.4025944	0.0333021254814199	False	ADT-supported	0.363157894736842	0.0	0.0618813252396536	1.0	0.2394815282058254	Tier 3 — exploratory	3.0			0.0	0.1915852225646603	neutrophil → Vegfa → Itga9 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.6939750866896699	0.8276293934195648	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	neutrophil → Vegfa → Itga9 → CD4	extracellular	cell-cell / extracellular signal	neutrophil	CD4	0.1915852225646603	0.0670532633673389	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.11735800809303647	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Itga9	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	0.0	166.0	152.0	171.0	0.4915084915084915	0.5977987529711668	0.75	within-candidate mouse-effect sign permutation	0.0	0.0	0.5084915084915085		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5804178226131818	0.07142857142857142	0.07142857142857142	0.00838271486378832	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.036320822035107746	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Vegfa	Itgb1	CD4	19	0.2761779637633229	0.6470241168227746	-0.2280701754385964	0.89272256556299	0.7263157894736841	0.0670532633673389	-0.27310753	0.0222896046084842	-1.6698895	5.056158660183512e-07	False	ADT-supported	0.363157894736842	0.0	0.4227218980486772	1.0	0.3616496427676302	Tier 3 — exploratory	3.0	0.2801851191077901	0.349349119233708	0.7198148808922099	0.4332826903925461	neutrophil → Vegfa → Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.006762260189487	0.9737357980556924	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	neutrophil → Vegfa → Itgb1 → CD4	extracellular	cell-cell / extracellular signal	neutrophil	CD4	0.4332826903925461	0.0670532633673389	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.11735800809303647	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	0.0	161.0	146.0	168.0	0.5024975024975025	0.5977987529711668	0.752	within-candidate mouse-effect sign permutation	0.0	0.0	0.49750249750249753		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5796328932568239	0.07142857142857142	0.07142857142857142	0.00838271486378832	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.03553589267874983	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Pdcd1lg2	Rgmb	CD8	19	0.2267366865816974	0.0169448337367817	-0.3122807017543859	0.7379314799556577	0.7105263157894737	0.0799872833903743	0.26472893	0.0470643303345275	-0.5329217	0.013297897159594	False	ADT-supported	0.3552631578947368	0.0441214883333333	0.061983993547977	1.0	0.2977692760560866	Tier 3 — exploratory	3.0			0.0	0.2382154208448693	neutrophil → Pdcd1lg2 → Rgmb → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.095797682016668	0.815941460742477	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	neutrophil → Pdcd1lg2 → Rgmb → CD8	extracellular	cell-cell / extracellular signal	neutrophil	CD8	0.2382154208448693	0.0799872833903743	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Pdcd1lg2	LR|neutrophil|Pdcd1lg2	ligand_receptor	ligand	1.0	0.10969790529127732	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Pdcd1lg2|Rgmb	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	0.0002205496582401	-0.0042175965776244	0.0052097418522057	positive	0.0	171.0	155.0	174.0	0.4995004995004995	0.5977987529711668	0.761	within-candidate mouse-effect sign permutation	0.0	0.0	0.5004995004995005		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5792998146993413	0.07142857142857142	0.07142857142857142	0.007835564663662666	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.035749964321392894	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Vegfa	Itgav	CD8	19	0.2761779637633229	0.4708880112116191	-0.5368421052631579	0.3679823309352452	0.7017543859649124	0.0885309446401056	0.72924757	0.0002047553241208	0.9842701	0.0001382533409225	False	ADT-supported	0.3508771929824562	0.2855862783333333	0.3606229223121926	1.0	0.4163281715896315	Tier 3 — exploratory	3.0	0.7605693457498075	0.2864238349608266	0.2394306542501925	0.3809486681217437	neutrophil → Vegfa → Itgav → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	1.4925698429797505	0.4414396211644968	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	neutrophil → Vegfa → Itgav → CD8	extracellular	cell-cell / extracellular signal	neutrophil	CD8	0.3809486681217437	0.0885309446401056	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.10529049017603113	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Itgav	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	0.0	167.0	151.0	170.0	0.4965034965034965	0.5977987529711668	0.744	within-candidate mouse-effect sign permutation	0.0	0.0	0.5034965034965035		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5791990709766096	0.07142857142857142	0.07142857142857142	0.007520749298287938	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.03596403596403597	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
neutrophil	Vegfa	Cd44	CD8	19	0.2761779637633229	0.6943984371682166	-0.5368421052631579	0.3679823309352452	0.7017543859649124	0.0885309446401056	0.72633934	2.259520716935255e-05	-0.06925821	0.6463675366823181	False	ADT-supported	0.3508771929824562	0.1210565566666666	0.4379241331755442	1.0	0.3406559833456352	Tier 3 — exploratory	3.0	0.4987908923520575	1.0	0.5012091076479426	0.3727666082060966	neutrophil → Vegfa → Cd44 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in neutrophil and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.0942330451866064	0.9355611534046334	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	neutrophil → Vegfa → Cd44 → CD8	extracellular	cell-cell / extracellular signal	neutrophil	CD8	0.3727666082060966	0.0885309446401056	0.5789473684210527	11.0	8.0	19	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	LR|neutrophil|Vegfa	LR|neutrophil|Vegfa	ligand_receptor	ligand	1.0	0.10529049017603113	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Vegfa|Cd44	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	19.0	11.0	8.0	0.5789473684210527	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	0.0	173.0	155.0	173.0	0.4985014985014985	0.5977987529711668	0.768	within-candidate mouse-effect sign permutation	0.0	0.0	0.5014985014985015		0.0	False	source-cell ligand knockdown plus T-cell receptor CRISPRi and ligand rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5790563565481809	0.07142857142857142	0.07142857142857142	0.007520749298287938	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.03582132153560725	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	temporal/spatial/perturbational evidence missing
