candidate	candidate_family_id	n_mice_supporting	n_mice_opposing	direction_consistency	expected_direction	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_runs	LOOCV_failed_runs	LOOCV_top1_runs	LOOCV_top3_runs	LOOCV_top10_runs	LOOCV_top1_fraction	LOOCV_top10_fraction	LOOCV_top3_fraction	LOOCV_rank_median	LOOCV_rank_mean	LOOCV_rank_min	LOOCV_rank_max	LOOCV_rank_IQR	LOOCV_score_median	LOOCV_score_min	LOOCV_score_max	LOOCV_failure_reason	n_positive	n_negative	n_zero_or_undetermined	n_mice_effects	majority_direction	majority_direction_fraction	two_sided_direction_strength	n_mice
fibroblast → Col7a1 → Itga1_Itgb1 → CD8	LR|fibroblast|Col7a1	0	0		UNRESOLVED	-0.0011259341694847	-0.0022405660496279	0.0028205124418035	negative	34	0	0	0	0	0.0	0.0	0.0	173.5	172.85294117647058	162.0	183.0	13.75	0.5878029452546286	0.5878029452546286	0.5928534503051338		10	23	1	34	negative	0.6764705882352942	0.3529411764705883	34
neutrophil → Vegfa → Sirpa → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	273.0	272.2631578947368	269.0	276.0	4.0	0.5030300307277384	0.5030300307277384	0.5122892899869976		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Nrp2 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	179.0	171.52631578947367	156.0	185.0	21.0	0.5852924378225771	0.5852924378225771	0.5945516970818364		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Lamb3 → Cd151 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	278.0	278.0	278.0	278.0	0.0	0.4923692930494185	0.4923692930494185	0.4923692930494185		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
fibroblast → Adam10 → Gpnmb → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	275.0	274.61764705882354	270.0	277.0	3.0	0.5024434737805498	0.5024434737805498	0.5074939788310548		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
fibroblast → Lama4 → Itga9_Itgb1 → CD4	LR|fibroblast|Lama4	0	0		UNRESOLVED	0.0005360807587998	0.0022681037465214	0.005190225195854	positive	34	0	0	0	0	0.0	0.0	0.0	273.0	272.5	269.0	276.0	3.75	0.50469762251391	0.50469762251391	0.5097481275644151		20	13	1	34	positive	0.5882352941176471	0.1764705882352941	34
neutrophil → Vegfa → Tyro3 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	180.0	174.42105263157896	161.0	187.0	20.5	0.5845825425564268	0.5845825425564268	0.5938418018156861		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Hdc → Hrh1 → CD8	LR|neutrophil|Hdc	0	0		UNRESOLVED	0.0051752856346844	0.0147351488924539	0.0204976429773857	positive	19	0	0	0	0	0.0	0.0	0.0	219.0	218.52631578947367	214.0	223.0	2.0	0.5392837866756066	0.5392837866756066	0.5485430459348658		15	3	1	19	positive	0.7894736842105263	0.5789473684210527	19
neutrophil → Vegfa → Tyro3 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	185.0	178.8421052631579	165.0	190.0	19.0	0.5828925242601057	0.5828925242601057	0.592151783519365		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Ephb2 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	182.0	175.89473684210526	163.0	188.0	21.0	0.5838749014535297	0.5838749014535297	0.5931341607127889		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Lamb3 → Itga7_Itgb1 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	210.0	210.21052631578948	210.0	211.0	0.0	0.5564999615205809	0.5564999615205809	0.5564999615205809		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
neutrophil → Vegfa → Egfr → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	183.0	177.42105263157896	164.0	189.0	20.0	0.5833539025549229	0.5833539025549229	0.5926131618141821		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Itga9 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	187.0	180.57894736842104	166.0	192.0	19.0	0.5823238558987303	0.5823238558987303	0.5915831151579894		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Hdc → Hrh3 → CD8	LR|neutrophil|Hdc	0	0		UNRESOLVED	0.0051752856346844	0.0147351488924539	0.0204976429773857	positive	19	0	0	0	0	0.0	0.0	0.0	221.0	220.31578947368425	215.0	225.0	2.0	0.5382862983399492	0.5382862983399492	0.5475455575992084		15	3	1	19	positive	0.7894736842105263	0.5789473684210527	19
neutrophil → Vegfa → Ret → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	277.0	275.2631578947368	271.0	277.0	3.5	0.4995731348062713	0.4995731348062713	0.5088323940655305		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Grin2b → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	186.0	181.0	169.0	193.0	19.5	0.5828496365173792	0.5828496365173792	0.5921088957766385		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Ephb2 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	189.0	182.73684210526315	169.0	193.0	17.0	0.5816223041591471	0.5816223041591471	0.5908815634184063		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Flt1_Kdr → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	188.0	183.0	171.0	195.0	18.5	0.5821172242464562	0.5821172242464562	0.5913764835057155		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Ccl25 → Ccr9 → CD4	LR|neutrophil|Ccl25	0	0		UNRESOLVED	-0.0003274697437863	-0.0002001934662473	0.0008245167638971	negative	19	0	0	0	0	0.0	0.0	0.0	140.0	135.94736842105263	117.0	144.0	12.0	0.6006337654613718	0.6006337654613718	0.609893024720631		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Vegfa → Egfr → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	193.0	185.47368421052633	170.0	195.0	19.0	0.581076314650613	0.581076314650613	0.5903355739098723		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Grin2b → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	194.0	186.47368421052633	171.0	196.0	19.0	0.5810410852928315	0.5810410852928315	0.5903003445520908		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Ccl25 → Grm7 → CD4	LR|neutrophil|Ccl25	0	0		UNRESOLVED	-0.0003274697437863	-0.0002001934662473	0.0008245167638971	negative	19	0	0	0	0	0.0	0.0	0.0	141.0	136.94736842105263	118.0	145.0	12.0	0.600217507940489	0.600217507940489	0.6094767671997482		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Ccl25 → Ackr4 → CD4	LR|neutrophil|Ccl25	0	0		UNRESOLVED	-0.0003274697437863	-0.0002001934662473	0.0008245167638971	negative	19	0	0	0	0	0.0	0.0	0.0	142.0	137.94736842105263	119.0	146.0	12.0	0.6001613936783224	0.6001613936783224	0.6094206529375817		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Lamb3 → Itga6_Itgb4 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	279.0	279.0	279.0	279.0	0.0	0.4878416829072092	0.4878416829072092	0.4878416829072092		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
fibroblast → Lama4 → Itga2_Itgb1 → CD4	LR|fibroblast|Lama4	0	0		UNRESOLVED	0.0005360807587998	0.0022681037465214	0.005190225195854	positive	34	0	0	0	0	0.0	0.0	0.0	276.0	275.7647058823529	270.0	277.0	1.0	0.5013674277583032	0.5013674277583032	0.5064179328088083		20	13	1	34	positive	0.5882352941176471	0.1764705882352941	34
neutrophil → Ccl25 → Adra2a → CD4	LR|neutrophil|Ccl25	0	0		UNRESOLVED	-0.0003274697437863	-0.0002001934662473	0.0008245167638971	negative	19	0	0	0	0	0.0	0.0	0.0	143.0	139.05263157894737	121.0	147.0	12.0	0.5998117046893987	0.5998117046893987	0.6090709639486579		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Ccl25 → Mtnr1a → CD4	LR|neutrophil|Ccl25	0	0		UNRESOLVED	-0.0003274697437863	-0.0002001934662473	0.0008245167638971	negative	19	0	0	0	0	0.0	0.0	0.0	144.0	140.05263157894737	122.0	148.0	12.0	0.5997195847188507	0.5997195847188507	0.60897884397811		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
Nrip1	INTRINSIC|Nrip1	0	0		UNRESOLVED	0.7352075576782227	0.5847061644209192	0.6100864410400391	positive	47	0	0	0	47	0.0	1.0	0.0	8.0	8.27659574468085	7.0	10.0	1.0	0.7318840579710145	0.7318840579710145	0.7355072463768115		42	5	0	47	positive	0.8936170212765957	0.7872340425531914	47
Neb	INTRINSIC|Neb	0	0		UNRESOLVED	0.5119304656982422	0.993168277943388	1.6770126819610596	positive	47	0	0	0	0	0.0	0.0	0.0	71.0	71.17021276595744	71.0	72.0	0.0	0.6602386620517512	0.6602386620517512	0.6638618504575482		33	13	1	47	positive	0.7021276595744681	0.4042553191489362	47
Ndrg1	INTRINSIC|Ndrg1	0	0		UNRESOLVED	0.9662246704101562	1.5283100097737414	1.5563175678253174	positive	47	0	0	0	0	0.0	0.0	0.0	43.0	41.82978723404256	31.0	45.0	2.0	0.7058066816603569	0.7058066816603569	0.7094298700661539		41	4	2	47	positive	0.8723404255319149	0.7446808510638299	47
Ncoa7	INTRINSIC|Ncoa7	0	0		UNRESOLVED	-0.4185981750488281	-0.5973984457197643	0.7466907501220703	negative	42	0	0	0	0	0.0	0.0	0.0	31.0	30.833333333333332	26.0	35.0	1.75	0.709349593495935	0.709349593495935	0.7134146341463414		10	32	0	42	negative	0.7619047619047619	0.5238095238095237	42
Tsc22d3	INTRINSIC|Tsc22d3	0	0		UNRESOLVED	0.5301661491394043	0.4683327561333066	0.8482295274734497	positive	42	0	0	0	0	0.0	0.0	0.0	26.0	25.071428571428573	18.0	28.0	1.0	0.7134146341463414	0.7134146341463414	0.7174796747967479		33	9	0	42	positive	0.7857142857142857	0.5714285714285714	42
Spata6	INTRINSIC|Spata6	0	0		UNRESOLVED	-0.2693452835083008	-0.3005309331984747	0.6255738735198975	negative	42	0	0	0	0	0.0	0.0	0.0	50.0	49.976190476190474	47.0	53.0	2.0	0.6971544715447155	0.6971544715447155	0.7012195121951219		13	29	0	42	negative	0.6904761904761905	0.3809523809523809	42
Ero1l	INTRINSIC|Ero1l	0	0		UNRESOLVED	0.4525456428527832	0.3641410989964262	1.1313765048980713	positive	47	0	0	0	0	0.0	0.0	0.0	44.0	43.06382978723404	37.0	47.0	5.0	0.7028985507246377	0.7028985507246377	0.7065217391304347		34	13	0	47	positive	0.723404255319149	0.4468085106382979	47
Ncapg2	INTRINSIC|Ncapg2	0	0		UNRESOLVED	-0.6162676811218262	-0.8828578392664591	0.8762342929840088	negative	42	0	0	0	0	0.0	0.0	0.0	62.0	61.785714285714285	61.0	62.0	0.0	0.6821586289277235	0.6821586289277235	0.6862236695781299		9	33	0	42	negative	0.7857142857142857	0.5714285714285714	42
Errfi1	INTRINSIC|Errfi1	0	0		UNRESOLVED	0.6671466827392578	0.7977801391056606	0.6636515855789185	positive	42	0	0	0	0	0.0	0.0	0.0	37.0	36.54761904761905	28.0	40.0	1.75	0.7066881627143026	0.7066881627143026	0.7107532033647089		38	4	0	42	positive	0.9047619047619048	0.8095238095238095	42
Spry1	INTRINSIC|Spry1	0	0		UNRESOLVED	1.0403380393981934	1.0936454509166962	1.863619685173035	positive	47	0	0	0	0	0.0	0.0	0.0	38.0	36.212765957446805	27.0	42.0	4.0	0.7065217391304347	0.7065217391304347	0.7101449275362319		35	11	1	47	positive	0.7446808510638298	0.4893617021276595	47
N4bp1	INTRINSIC|N4bp1	0	0		UNRESOLVED	0.5680170059204102	0.4080475284939721	0.8231308460235596	positive	42	0	0	0	0	0.0	0.0	0.0	32.0	31.071428571428573	26.0	35.0	2.75	0.709349593495935	0.709349593495935	0.7134146341463414		32	10	0	42	positive	0.7619047619047619	0.5238095238095237	42
Eya2	INTRINSIC|Eya2	0	0		UNRESOLVED	-0.5254523754119873	-0.8447821424120948	1.4812976121902466	negative	42	0	0	0	0	0.0	0.0	0.0	50.0	49.92857142857143	47.0	53.0	2.0	0.6971544715447155	0.6971544715447155	0.7012195121951219		13	29	0	42	negative	0.6904761904761905	0.3809523809523809	42
Ezh2	INTRINSIC|Ezh2	0	0		UNRESOLVED	-0.4007701873779297	-0.3722425927507116	0.8871099948883057	negative	47	0	0	0	0	0.0	0.0	0.0	75.0	74.97872340425532	74.0	76.0	0.0	0.6426788304113301	0.6426788304113301	0.6463020188171272		14	33	0	47	negative	0.7021276595744681	0.4042553191489362	47
Myo1f	INTRINSIC|Myo1f	0	0		UNRESOLVED	-0.5580644607543945	-0.6930156378518968	0.6458902359008789	negative	42	0	0	0	5	0.0	0.119047619047619	0.0	11.0	10.666666666666666	7.0	12.0	0.0	0.7296747967479674	0.7296747967479674	0.733739837398374		5	37	0	42	negative	0.8809523809523809	0.7619047619047619	42
Fam117b	INTRINSIC|Fam117b	0	0		UNRESOLVED	-0.3539016246795654	-0.3839986097244989	0.7474061250686646	negative	42	0	0	0	0	0.0	0.0	0.0	54.0	53.976190476190474	50.0	58.0	4.0	0.693319435189606	0.693319435189606	0.6973844758400126		13	29	0	42	negative	0.6904761904761905	0.3809523809523809	42
Nebl	INTRINSIC|Nebl	0	0		UNRESOLVED	1.346784591674805	1.4643303079808012	0.7949337959289551	positive	47	0	0	0	0	0.0	0.0	0.0	36.0	36.08510638297872	27.0	41.0	1.0	0.7077109971285126	0.7077109971285126	0.7113341855343096		44	3	0	47	positive	0.9361702127659576	0.8723404255319149	47
Nlk	INTRINSIC|Nlk	0	0		UNRESOLVED	-0.4269051551818847	-0.4154368055627701	0.4401848316192627	negative	47	0	0	0	0	0.0	0.0	0.0	18.0	17.340425531914892	13.0	21.0	1.0	0.7210144927536232	0.7210144927536232	0.7246376811594203		8	39	0	47	negative	0.8297872340425532	0.6595744680851063	47
Ece1	INTRINSIC|Ece1	0	0		UNRESOLVED	0.588947057723999	0.6807972817193895	1.5852208137512207	positive	42	0	0	0	0	0.0	0.0	0.0	43.0	41.023809523809526	30.0	45.0	7.0	0.7052845528455284	0.7052845528455284	0.709349593495935		31	11	0	42	positive	0.7380952380952381	0.4761904761904763	42
Nfkbiz	INTRINSIC|Nfkbiz	0	0		UNRESOLVED	1.5138304233551023	1.4553562573024206	0.6819977760314941	positive	42	0	1	42	42	0.0238095238095238	1.0	1.0	2.0	2.0238095238095237	1.0	3.0	0.0	0.7459349593495935	0.7459349593495935	0.75		41	1	0	42	positive	0.9761904761904762	0.9523809523809524	42
Eea1	INTRINSIC|Eea1	0	0		UNRESOLVED	0.8366091251373291	0.8099770205361503	1.1405184268951416	positive	42	0	0	0	0	0.0	0.0	0.0	19.0	18.38095238095238	15.0	22.0	1.0	0.7174796747967479	0.7174796747967479	0.7215447154471545		34	8	0	42	positive	0.8095238095238095	0.6190476190476191	42
Efcab11	INTRINSIC|Efcab11	0	0		UNRESOLVED	-0.5580878257751465	-1.245930220218415	2.9466437101364136	negative	47	0	0	0	0	0.0	0.0	0.0	83.0	83.19148936170212	81.0	88.0	1.0	0.6268600845587756	0.6268600845587756	0.6304832729645727		7	32	8	47	negative	0.6808510638297872	0.3617021276595744	47
Egr2	INTRINSIC|Egr2	0	0		UNRESOLVED	1.5579217672348022	1.805566336246247	3.377386212348938	positive	47	0	0	0	0	0.0	0.0	0.0	59.0	59.191489361702125	57.0	61.0	1.0	0.6890982629166554	0.6890982629166554	0.6927214513224526		35	8	4	47	positive	0.7446808510638298	0.4893617021276595	47
Nfkbid	INTRINSIC|Nfkbid	0	0		UNRESOLVED	1.4514312744140625	1.586978412809826	0.7447304725646973	positive	42	0	1	42	42	0.0238095238095238	1.0	1.0	2.0	2.0238095238095237	1.0	3.0	0.0	0.7459349593495935	0.7459349593495935	0.75		41	1	0	42	positive	0.9761904761904762	0.9523809523809524	42
Nfkbia	INTRINSIC|Nfkbia	0	0		UNRESOLVED	1.75298810005188	1.793948218936012	0.6333084106445312	positive	42	0	42	42	42	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.75	0.75	0.75		42	0	0	42	positive	1.0	1.0	42
Eif2ak3	INTRINSIC|Eif2ak3	0	0		UNRESOLVED	-0.5267231464385986	-0.753412854103815	0.9302264451980592	negative	42	0	0	0	42	0.0	1.0	0.0	7.0	7.0476190476190474	5.0	9.0	0.0	0.733739837398374	0.733739837398374	0.7378048780487805		4	38	0	42	negative	0.9047619047619048	0.8095238095238095	42
Nfatc2	INTRINSIC|Nfatc2	0	0		UNRESOLVED	0.7427020072937012	0.708875189436243	0.6341629028320312	positive	47	0	0	0	0	0.0	0.0	0.0	13.0	13.361702127659576	13.0	14.0	1.0	0.7246376811594203	0.7246376811594203	0.7282608695652174		40	7	0	47	positive	0.851063829787234	0.7021276595744681	47
Nfat5	INTRINSIC|Nfat5	0	0		UNRESOLVED	0.5858545303344727	0.7185845147995722	0.7376937866210938	positive	42	0	0	0	42	0.0	1.0	0.0	5.0	5.071428571428571	5.0	6.0	0.0	0.7378048780487805	0.7378048780487805	0.741869918699187		39	3	0	42	positive	0.9285714285714286	0.8571428571428572	42
Elovl5	INTRINSIC|Elovl5	0	0		UNRESOLVED	0.7266881465911865	0.5356890133449009	0.7764263153076172	positive	42	0	0	0	0	0.0	0.0	0.0	15.0	14.928571428571429	13.0	17.0	0.0	0.7215447154471545	0.7215447154471545	0.725609756097561		35	7	0	42	positive	0.8333333333333334	0.6666666666666667	42
Emp1	INTRINSIC|Emp1	0	0		UNRESOLVED	0.8128318786621094	0.7458237181318567	0.8567750453948975	positive	47	0	0	0	0	0.0	0.0	0.0	67.0	67.2127659574468	65.0	69.0	1.0	0.6670916614223751	0.6670916614223751	0.6707148498281722		41	6	0	47	positive	0.8723404255319149	0.7446808510638299	47
Myo10	INTRINSIC|Myo10	0	0		UNRESOLVED	0.6891367435455322	1.3946547167641776	2.272946536540985	positive	42	0	0	0	0	0.0	0.0	0.0	55.0	54.142857142857146	49.0	57.0	4.0	0.6930894308943089	0.6930894308943089	0.6971544715447155		28	14	0	42	positive	0.6666666666666666	0.3333333333333332	42
Trps1	INTRINSIC|Trps1	0	0		UNRESOLVED	0.4081180095672607	0.3684154465084984	0.5105905532836914	positive	42	0	0	0	0	0.0	0.0	0.0	19.0	18.38095238095238	15.0	22.0	1.0	0.7174796747967479	0.7174796747967479	0.7215447154471545		34	8	0	42	positive	0.8095238095238095	0.6190476190476191	42
E130308A19Rik	INTRINSIC|E130308A19Rik	0	0		UNRESOLVED	-0.7480764389038086	-0.6826058702265962	1.6792399883270264	negative	47	0	0	0	0	0.0	0.0	0.0	66.0	65.31914893617021	63.0	67.0	1.5	0.6695180786769086	0.6695180786769086	0.6731412670827056		12	35	0	47	negative	0.7446808510638298	0.4893617021276595	47
Fgl2	INTRINSIC|Fgl2	0	0		UNRESOLVED	-0.4920775890350342	-0.5487077065876552	1.086255431175232	negative	42	0	0	0	0	0.0	0.0	0.0	47.0	46.404761904761905	43.0	48.0	2.0	0.7012195121951219	0.7012195121951219	0.7052845528455284		12	30	0	42	negative	0.7142857142857143	0.4285714285714286	42
Mir155hg	INTRINSIC|Mir155hg	0	0		UNRESOLVED	1.037524700164795	1.1056458645678582	1.2354133129119873	positive	47	0	0	0	47	0.0	1.0	0.0	8.0	8.25531914893617	7.0	10.0	1.0	0.7318840579710145	0.7318840579710145	0.7355072463768115		42	5	0	47	positive	0.8936170212765957	0.7872340425531914	47
St3gal1	INTRINSIC|St3gal1	0	0		UNRESOLVED	0.8189201354980469	0.9495782446353992	0.979334592819214	positive	47	0	0	0	0	0.0	0.0	0.0	13.0	13.361702127659576	13.0	14.0	1.0	0.7246376811594203	0.7246376811594203	0.7282608695652174		40	7	0	47	positive	0.851063829787234	0.7021276595744681	47
Flnb	INTRINSIC|Flnb	0	0		UNRESOLVED	0.775261402130127	0.8841937602834499	1.1451337337493896	positive	47	0	0	0	0	0.0	0.0	0.0	69.0	68.87234042553192	67.0	70.0	0.0	0.6657979751046494	0.6657979751046494	0.6694211635104464		40	7	0	47	positive	0.851063829787234	0.7021276595744681	47
Mgat5	INTRINSIC|Mgat5	0	0		UNRESOLVED	0.3437709808349609	0.4385706243060884	0.451946496963501	positive	42	0	0	0	0	0.0	0.0	0.0	35.0	34.54761904761905	27.0	40.0	2.0	0.7093054215826383	0.7093054215826383	0.713370462233045		35	7	0	42	positive	0.8333333333333334	0.6666666666666667	42
Fnip1	INTRINSIC|Fnip1	0	0		UNRESOLVED	0.3660705089569092	0.3621683461325509	0.6187717914581299	positive	42	0	0	0	0	0.0	0.0	0.0	76.0	75.83333333333333	75.0	76.0	0.0	0.639897110091664	0.639897110091664	0.6439621507420704		32	10	0	42	positive	0.7619047619047619	0.5238095238095237	42
Mfsd6	INTRINSIC|Mfsd6	0	0		UNRESOLVED	-0.5388221740722656	-0.4538698957321491	0.8775913715362549	negative	47	0	0	0	0	0.0	0.0	0.0	28.0	28.23404255319149	25.0	33.0	2.0	0.7101449275362319	0.7101449275362319	0.7137681159420289		11	36	0	47	negative	0.7659574468085106	0.5319148936170213	47
Mfhas1	INTRINSIC|Mfhas1	0	0		UNRESOLVED	0.3806562423706054	0.7062295788810367	0.8270622491836548	positive	42	0	0	0	0	0.0	0.0	0.0	60.0	59.61904761904762	57.0	61.0	0.0	0.6888743926272364	0.6888743926272364	0.692939433277643		33	9	0	42	positive	0.7857142857142857	0.5714285714285714	42
Foxp3	INTRINSIC|Foxp3	0	0		UNRESOLVED	1.0550990104675293	1.458363837384163	1.2305595874786377	positive	47	0	0	0	0	0.0	0.0	0.0	42.0	41.255319148936174	30.0	44.0	2.0	0.7061272873494447	0.7061272873494447	0.7097504757552419		42	5	0	47	positive	0.8936170212765957	0.7872340425531914	47
Trat1	INTRINSIC|Trat1	0	0		UNRESOLVED	0.6469287872314453	0.5505756824574572	1.1331634521484375	positive	47	0	0	0	0	0.0	0.0	0.0	53.0	52.57446808510638	48.0	55.0	3.0	0.6964415909045801	0.6964415909045801	0.7000647793103774		34	13	0	47	positive	0.723404255319149	0.4468085106382979	47
Frmd4b	INTRINSIC|Frmd4b	0	0		UNRESOLVED	0.8184210062026978	0.6903511229015532	1.086921513080597	positive	42	0	0	0	0	0.0	0.0	0.0	64.0	64.19047619047619	63.0	65.0	1.0	0.6710717993610215	0.6710717993610215	0.675136840011428		34	8	0	42	positive	0.8095238095238095	0.6190476190476191	42
Metrnl	INTRINSIC|Metrnl	0	0		UNRESOLVED	0.9135432243347168	1.430352495071736	1.5745911598205566	positive	47	0	0	0	0	0.0	0.0	0.0	70.0	69.63829787234043	67.0	70.0	0.0	0.66426977661549	0.66426977661549	0.6678929650212871		40	7	0	47	positive	0.851063829787234	0.7021276595744681	47
Mdfic	INTRINSIC|Mdfic	0	0		UNRESOLVED	0.5494933128356934	0.5740668433053153	0.7544567584991455	positive	42	0	0	0	0	0.0	0.0	0.0	15.0	14.976190476190476	13.0	17.0	0.0	0.7215447154471545	0.7215447154471545	0.725609756097561		35	7	0	42	positive	0.8333333333333334	0.6666666666666667	42
Furin	INTRINSIC|Furin	0	0		UNRESOLVED	1.2076239585876465	1.4053481306348528	1.023097276687622	positive	42	0	0	0	42	0.0	1.0	0.0	5.0	5.071428571428571	5.0	6.0	0.0	0.7378048780487805	0.7378048780487805	0.741869918699187		39	3	0	42	positive	0.9285714285714286	0.8571428571428572	42
Mcu	INTRINSIC|Mcu	0	0		UNRESOLVED	0.2257971763610839	0.2049048099112003	0.5381171703338623	positive	47	0	0	0	0	0.0	0.0	0.0	44.0	43.12765957446808	37.0	47.0	4.5	0.7028985507246377	0.7028985507246377	0.7065217391304347		34	13	0	47	positive	0.723404255319149	0.4468085106382979	47
Gab3	INTRINSIC|Gab3	0	0		UNRESOLVED	-0.4131457805633545	-0.7058308238074893	1.2622798681259155	negative	42	0	0	0	0	0.0	0.0	0.0	50.0	49.76190476190476	47.0	53.0	2.75	0.6971544715447155	0.6971544715447155	0.7012195121951219		13	29	0	42	negative	0.6904761904761905	0.3809523809523809	42
Fam126a	INTRINSIC|Fam126a	0	0		UNRESOLVED	0.6239356994628906	0.6531238454453488	0.8976118564605713	positive	47	0	0	0	0	0.0	0.0	0.0	63.0	63.48936170212766	63.0	64.0	1.0	0.6720716384695224	0.6720716384695224	0.6756948268753195		40	7	0	47	positive	0.851063829787234	0.7021276595744681	47
Mkl2	INTRINSIC|Mkl2	0	0		UNRESOLVED	-0.385831356048584	-0.3887297425951276	0.6415188312530518	negative	42	0	0	0	0	0.0	0.0	0.0	72.0	71.97619047619048	71.0	73.0	0.0	0.6591051876104437	0.6591051876104437	0.6631702282608501		11	31	0	42	negative	0.7380952380952381	0.4761904761904763	42
Myadm	INTRINSIC|Myadm	0	0		UNRESOLVED	1.8736352920532229	1.9398881628158244	1.59233820438385	positive	47	0	0	0	0	0.0	0.0	0.0	65.0	65.19148936170212	63.0	67.0	1.0	0.6698906430494752	0.6698906430494752	0.6735138314552724		42	4	1	47	positive	0.8936170212765957	0.7872340425531914	47
Fam168a	INTRINSIC|Fam168a	0	0		UNRESOLVED	-0.446382999420166	-0.3506245714552859	0.7167956829071045	negative	47	0	0	0	0	0.0	0.0	0.0	57.0	57.04255319148936	54.0	59.0	1.5	0.6921596011879902	0.6921596011879902	0.6957827895937875		12	35	0	47	negative	0.7446808510638298	0.4893617021276595	47
