candidate	candidate_family_id	n_mice_supporting	n_mice_opposing	direction_consistency	expected_direction	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_runs	LOOCV_failed_runs	LOOCV_top1_runs	LOOCV_top3_runs	LOOCV_top10_runs	LOOCV_top1_fraction	LOOCV_top10_fraction	LOOCV_top3_fraction	LOOCV_rank_median	LOOCV_rank_mean	LOOCV_rank_min	LOOCV_rank_max	LOOCV_rank_IQR	LOOCV_score_median	LOOCV_score_min	LOOCV_score_max	LOOCV_failure_reason	n_positive	n_negative	n_zero_or_undetermined	n_mice_effects	majority_direction	majority_direction_fraction	two_sided_direction_strength	n_mice
fibroblast → Col6a2 → Cd44 → CD8	LR|fibroblast|Col6a2	0	0		UNRESOLVED	0.0004783697629477	0.0038264224288178	0.0120419028621714	positive	34	0	0	0	0	0.0	0.0	0.0	154.5	152.5	141.0	162.0	12.0	0.5956380045260242	0.5956380045260242	0.6006885095765292		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
fibroblast → Col1a2 → Cd44 → CD4	LR|fibroblast|Col1a2	0	0		UNRESOLVED	-0.0002713336159071	0.0008366960525162	0.0145857734761214	negative	34	0	0	0	0	0.0	0.0	0.0	183.0	181.7058823529412	169.0	191.0	12.0	0.5831174953881689	0.5831174953881689	0.588168000438674		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
fibroblast → Fbn1 → Itgb1 → CD4	LR|fibroblast|Fbn1	0	0		UNRESOLVED	0.0001043997507665	-2.048209627027826e-05	0.0077146033404413	positive	34	0	0	0	0	0.0	0.0	0.0	267.0	266.97058823529414	261.0	269.0	0.0	0.5129086746957009	0.5129086746957009	0.5129086746957009		17	16	1	34	positive	0.5	0.0	34
neutrophil → Vegfa → Itgav → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	126.0	120.21052631578948	106.0	133.0	18.0	0.6023724266003456	0.6023724266003456	0.6116316858596049		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Lama4 → Cd44 → CD4	LR|fibroblast|Lama4	0	0		UNRESOLVED	0.0005360807587998	0.0022681037465214	0.005190225195854	positive	34	0	0	0	0	0.0	0.0	0.0	237.0	236.7058823529412	232.0	243.0	5.5	0.5223482635868578	0.5223482635868578	0.5273987686373629		20	13	1	34	positive	0.5882352941176471	0.1764705882352941	34
neutrophil → Vegfa → Itgb1 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	126.0	120.21052631578948	106.0	133.0	18.0	0.6023724266003456	0.6023724266003456	0.6116316858596049		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Hspg2 → Itgb1 → CD8	LR|fibroblast|Hspg2	0	0		UNRESOLVED	0.0010059183603885	0.0031799097331306	0.0050184152796808	positive	34	0	0	0	0	0.0	0.0	0.0	127.5	127.70588235294116	111.0	142.0	14.0	0.603538526151005	0.603538526151005	0.60858903120151		23	10	1	34	positive	0.6764705882352942	0.3529411764705883	34
fibroblast → Il15 → Il2ra → CD4	LR|fibroblast|Il15	0	0		UNRESOLVED	0.0006760824115788	0.0013619053277768	0.0015537671203812	positive	34	0	0	0	0	0.0	0.0	0.0	79.0	78.8529411764706	77.0	80.0	0.0	0.6323490527608838	0.6323490527608838	0.6373995578113888		25	8	1	34	positive	0.7352941176470589	0.4705882352941177	34
fibroblast → Hspg2 → Itgb1 → CD4	LR|fibroblast|Hspg2	0	0		UNRESOLVED	-0.0002224279538684	0.0007214179984103	0.0049998030813852	negative	34	0	0	0	0	0.0	0.0	0.0	164.0	163.14705882352942	154.0	172.0	9.75	0.5914735847509426	0.5914735847509426	0.5965240898014476		13	20	1	34	negative	0.5882352941176471	0.1764705882352941	34
neutrophil → Vegfa → Itgb1 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	132.0	126.52631578947368	110.0	139.0	16.0	0.6013668001072618	0.6013668001072618	0.6106260593665211		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Lamb3 → Cd44 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	198.0	197.52631578947367	197.0	198.0	1.0	0.5753237451746552	0.5753237451746552	0.5753237451746552		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
neutrophil → Vegfa → Cd44 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	126.0	120.21052631578948	106.0	133.0	18.0	0.6023724266003456	0.6023724266003456	0.6116316858596049		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Itgav → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	132.0	126.52631578947368	110.0	139.0	16.0	0.6013668001072618	0.6013668001072618	0.6106260593665211		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Cd44 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	132.0	126.52631578947368	110.0	139.0	16.0	0.6013668001072618	0.6013668001072618	0.6106260593665211		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Col1a2 → Itgb3 → CD4	LR|fibroblast|Col1a2	0	0		UNRESOLVED	-0.0002713336159071	0.0008366960525162	0.0145857734761214	negative	34	0	0	0	0	0.0	0.0	0.0	183.0	181.7058823529412	169.0	191.0	12.0	0.5831174953881689	0.5831174953881689	0.588168000438674		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
neutrophil → Vegfa → Nrp1 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	126.0	120.21052631578948	106.0	133.0	18.0	0.6023724266003456	0.6023724266003456	0.6116316858596049		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Arf6 → Smap1 → CD8	LR|neutrophil|Arf6	0	0		UNRESOLVED	0.0002521130983183	0.0026676570398216	0.0033376203520084	positive	19	0	0	0	0	0.0	0.0	0.0	233.0	231.0	224.0	237.0	8.5	0.5269795320056075	0.5269795320056075	0.5362387912648668		12	6	1	19	positive	0.631578947368421	0.263157894736842	19
fibroblast → Il15 → Il15ra_Il2rb_Il2rg → CD4	LR|fibroblast|Il15	0	0		UNRESOLVED	0.0006760824115788	0.0013619053277768	0.0015537671203812	positive	34	0	0	0	0	0.0	0.0	0.0	79.0	78.8529411764706	77.0	80.0	0.0	0.6323490527608838	0.6323490527608838	0.6373995578113888		25	8	1	34	positive	0.7352941176470589	0.4705882352941177	34
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	198.0	197.52631578947367	197.0	198.0	1.0	0.5753237451746552	0.5753237451746552	0.5753237451746552		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
neutrophil → Vegfa → Itgb3 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	132.0	126.52631578947368	110.0	139.0	16.0	0.6013668001072618	0.6013668001072618	0.6106260593665211		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Fbn1 → Itgb3 → CD4	LR|fibroblast|Fbn1	0	0		UNRESOLVED	0.0001043997507665	-2.048209627027826e-05	0.0077146033404413	positive	34	0	0	0	0	0.0	0.0	0.0	267.0	266.97058823529414	261.0	269.0	0.0	0.5129086746957009	0.5129086746957009	0.5129086746957009		17	16	1	34	positive	0.5	0.0	34
fibroblast → Adam10 → Cd44 → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	178.0	178.23529411764707	167.0	191.0	14.75	0.5853992658801775	0.5853992658801775	0.5904497709306825		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
fibroblast → Lama4 → Itgav_Itgb8 → CD4	LR|fibroblast|Lama4	0	0		UNRESOLVED	0.0005360807587998	0.0022681037465214	0.005190225195854	positive	34	0	0	0	0	0.0	0.0	0.0	237.0	236.7058823529412	232.0	243.0	5.5	0.5223482635868578	0.5223482635868578	0.5273987686373629		20	13	1	34	positive	0.5882352941176471	0.1764705882352941	34
fibroblast → Icam1 → Il2ra → CD8	LR|fibroblast|Icam1	0	0		UNRESOLVED	-7.332142990508686e-05	0.0005042480111758	0.0046200966233585	negative	34	0	0	0	0	0.0	0.0	0.0	157.0	153.23529411764707	144.0	162.0	11.75	0.5943195993456749	0.5943195993456749	0.59937010439618		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
neutrophil → Vegfa → Itgb3 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	126.0	120.21052631578948	106.0	133.0	18.0	0.6023724266003456	0.6023724266003456	0.6116316858596049		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Hspg2 → Ptprs → CD8	LR|fibroblast|Hspg2	0	0		UNRESOLVED	0.0010059183603885	0.0031799097331306	0.0050184152796808	positive	34	0	0	0	0	0.0	0.0	0.0	223.0	221.41176470588235	216.0	225.0	5.75	0.5368718594843384	0.5368718594843384	0.5419223645348433		23	10	1	34	positive	0.6764705882352942	0.3529411764705883	34
fibroblast → Col1a2 → Itga1_Itgb1 → CD4	LR|fibroblast|Col1a2	0	0		UNRESOLVED	-0.0002713336159071	0.0008366960525162	0.0145857734761214	negative	34	0	0	0	0	0.0	0.0	0.0	183.0	181.7058823529412	169.0	191.0	12.0	0.5831174953881689	0.5831174953881689	0.588168000438674		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
fibroblast → Col6a2 → Itga1_Itgb1 → CD8	LR|fibroblast|Col6a2	0	0		UNRESOLVED	0.0004783697629477	0.0038264224288178	0.0120419028621714	positive	34	0	0	0	0	0.0	0.0	0.0	154.5	152.5	141.0	162.0	12.0	0.5956380045260242	0.5956380045260242	0.6006885095765292		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
fibroblast → Adam10 → Tspan5 → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	245.5	243.6176470588235	236.0	251.0	7.75	0.5187325992135109	0.5187325992135109	0.5237831042640159		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
fibroblast → Ccl11 → Cxcr3 → CD4	LR|fibroblast|Ccl11	0	0		UNRESOLVED	0.0005430243442201	0.0029377126017354	0.0075330282132211	positive	34	0	0	0	0	0.0	0.0	0.0	106.0	107.58823529411764	104.0	120.0	6.0	0.6107321019706963	0.6107321019706963	0.6157826070212012		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
fibroblast → Ccl11 → Ccr2 → CD4	LR|fibroblast|Ccl11	0	0		UNRESOLVED	0.0005430243442201	0.0029377126017354	0.0075330282132211	positive	34	0	0	0	0	0.0	0.0	0.0	106.0	107.58823529411764	104.0	120.0	6.0	0.6107321019706963	0.6107321019706963	0.6157826070212012		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
fibroblast → Lama4 → Itga6_Itgb1 → CD4	LR|fibroblast|Lama4	0	0		UNRESOLVED	0.0005360807587998	0.0022681037465214	0.005190225195854	positive	34	0	0	0	0	0.0	0.0	0.0	237.0	236.7058823529412	232.0	243.0	5.5	0.5223482635868578	0.5223482635868578	0.5273987686373629		20	13	1	34	positive	0.5882352941176471	0.1764705882352941	34
neutrophil → Lamb3 → Itga6_Itgb1 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	198.0	197.52631578947367	197.0	198.0	1.0	0.5753237451746552	0.5753237451746552	0.5753237451746552		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
neutrophil → Pdcd1lg2 → Pdcd1 → CD4	LR|neutrophil|Pdcd1lg2	0	0		UNRESOLVED	-0.000282555967993	-0.0021012127233551	0.0028099116971062	negative	19	0	0	0	0	0.0	0.0	0.0	83.0	83.36842105263158	77.0	89.0	9.0	0.6265867671831769	0.6265867671831769	0.6358460264424362		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Pdcd1lg2 → Pdcd1 → CD8	LR|neutrophil|Pdcd1lg2	0	0		UNRESOLVED	0.0002205496582401	-0.0042175965776244	0.0052097418522057	positive	19	0	0	0	0	0.0	0.0	0.0	131.0	126.10526315789474	105.0	141.0	24.5	0.601734084700199	0.601734084700199	0.6109933439594583		11	7	1	19	positive	0.5789473684210527	0.1578947368421053	19
fibroblast → Col1a2 → Itgav_Itgb8 → CD4	LR|fibroblast|Col1a2	0	0		UNRESOLVED	-0.0002713336159071	0.0008366960525162	0.0145857734761214	negative	34	0	0	0	0	0.0	0.0	0.0	183.0	181.7058823529412	169.0	191.0	12.0	0.5831174953881689	0.5831174953881689	0.588168000438674		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
neutrophil → Vegfa → Nrp1 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	132.0	126.52631578947368	110.0	139.0	16.0	0.6013668001072618	0.6013668001072618	0.6106260593665211		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Hspg2 → Ptprs → CD4	LR|fibroblast|Hspg2	0	0		UNRESOLVED	-0.0002224279538684	0.0007214179984103	0.0049998030813852	negative	34	0	0	0	0	0.0	0.0	0.0	234.0	234.52941176470588	230.0	240.0	6.0	0.5248069180842759	0.5248069180842759	0.5298574231347809		13	20	1	34	negative	0.5882352941176471	0.1764705882352941	34
fibroblast → Adam10 → Tspan14 → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	245.5	243.6176470588235	236.0	251.0	7.75	0.5187325992135109	0.5187325992135109	0.5237831042640159		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
fibroblast → Ccl11 → Dpp4 → CD4	LR|fibroblast|Ccl11	0	0		UNRESOLVED	0.0005430243442201	0.0029377126017354	0.0075330282132211	positive	34	0	0	0	0	0.0	0.0	0.0	106.0	107.58823529411764	104.0	120.0	6.0	0.6107321019706963	0.6107321019706963	0.6157826070212012		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
fibroblast → Adam10 → Notch2 → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	245.5	243.6176470588235	236.0	251.0	7.75	0.5187325992135109	0.5187325992135109	0.5237831042640159		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
fibroblast → Icam1 → Spn → CD8	LR|fibroblast|Icam1	0	0		UNRESOLVED	-7.332142990508686e-05	0.0005042480111758	0.0046200966233585	negative	34	0	0	0	0	0.0	0.0	0.0	157.0	153.23529411764707	144.0	162.0	11.75	0.5943195993456749	0.5943195993456749	0.59937010439618		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
fibroblast → Icam1 → Il2rg → CD8	LR|fibroblast|Icam1	0	0		UNRESOLVED	-7.332142990508686e-05	0.0005042480111758	0.0046200966233585	negative	34	0	0	0	0	0.0	0.0	0.0	157.0	153.23529411764707	144.0	162.0	11.75	0.5943195993456749	0.5943195993456749	0.59937010439618		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
neutrophil → Lamb3 → Itga3_Itgb1 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	198.0	197.52631578947367	197.0	198.0	1.0	0.5753237451746552	0.5753237451746552	0.5753237451746552		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
fibroblast → Adam10 → Notch1 → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	245.5	243.6176470588235	236.0	251.0	7.75	0.5187325992135109	0.5187325992135109	0.5237831042640159		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
neutrophil → Pdcd1lg2 → Rgmb → CD8	LR|neutrophil|Pdcd1lg2	0	0		UNRESOLVED	0.0002205496582401	-0.0042175965776244	0.0052097418522057	positive	19	0	0	0	0	0.0	0.0	0.0	131.0	126.10526315789474	105.0	141.0	24.5	0.601734084700199	0.601734084700199	0.6109933439594583		11	7	1	19	positive	0.5789473684210527	0.1578947368421053	19
fibroblast → Ccl11 → Ccr5 → CD4	LR|fibroblast|Ccl11	0	0		UNRESOLVED	0.0005430243442201	0.0029377126017354	0.0075330282132211	positive	34	0	0	0	0	0.0	0.0	0.0	106.0	107.58823529411764	104.0	120.0	6.0	0.6107321019706963	0.6107321019706963	0.6157826070212012		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
neutrophil → Hdc → Hrh2 → CD8	LR|neutrophil|Hdc	0	0		UNRESOLVED	0.0051752856346844	0.0147351488924539	0.0204976429773857	positive	19	0	0	0	0	0.0	0.0	0.0	209.0	208.3684210526316	205.0	210.0	0.0	0.557604950804552	0.557604950804552	0.5668642100638112		15	3	1	19	positive	0.7894736842105263	0.5789473684210527	19
fibroblast → Mfap2 → Notch1 → CD8	LR|fibroblast|Mfap2	0	0		UNRESOLVED	0.000164091347056	0.0004103280272655	0.002402357835736	positive	34	0	0	0	0	0.0	0.0	0.0	182.5	181.85294117647055	170.0	194.0	11.5	0.5837787885804265	0.5837787885804265	0.5888292936309316		19	14	1	34	positive	0.5588235294117647	0.1176470588235294	34
fibroblast → Ccl11 → Ccr3 → CD4	LR|fibroblast|Ccl11	0	0		UNRESOLVED	0.0005430243442201	0.0029377126017354	0.0075330282132211	positive	34	0	0	0	0	0.0	0.0	0.0	106.0	107.58823529411764	104.0	120.0	6.0	0.6107321019706963	0.6107321019706963	0.6157826070212012		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
fibroblast → Lama4 → Itga3_Itgb1 → CD4	LR|fibroblast|Lama4	0	0		UNRESOLVED	0.0005360807587998	0.0022681037465214	0.005190225195854	positive	34	0	0	0	0	0.0	0.0	0.0	237.0	236.7058823529412	232.0	243.0	5.5	0.5223482635868578	0.5223482635868578	0.5273987686373629		20	13	1	34	positive	0.5882352941176471	0.1764705882352941	34
fibroblast → Icam1 → Itgal_Itgb2 → CD8	LR|fibroblast|Icam1	0	0		UNRESOLVED	-7.332142990508686e-05	0.0005042480111758	0.0046200966233585	negative	34	0	0	0	0	0.0	0.0	0.0	157.0	153.23529411764707	144.0	162.0	11.75	0.5943195993456749	0.5943195993456749	0.59937010439618		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
neutrophil → Vegfa → Itga9 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	126.0	120.21052631578948	106.0	133.0	18.0	0.6023724266003456	0.6023724266003456	0.6116316858596049		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Ret → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	251.0	245.31578947368425	233.0	256.0	18.0	0.517867046508712	0.517867046508712	0.5271263057679713		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Lamb3 → Itga9_Itgb1 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	202.0	201.52631578947367	201.0	202.0	1.0	0.5750530996431787	0.5750530996431787	0.5750530996431787		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
neutrophil → Ccl25 → Ccr10 → CD4	LR|neutrophil|Ccl25	0	0		UNRESOLVED	-0.0003274697437863	-0.0002001934662473	0.0008245167638971	negative	19	0	0	0	0	0.0	0.0	0.0	92.0	90.36842105263158	82.0	99.0	13.5	0.6199526932573939	0.6199526932573939	0.6292119525166532		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Gpi1 → Amfr → CD8	LR|neutrophil|Gpi1	0	0		UNRESOLVED	-0.0024267718240707	-0.0045587584998712	0.0055593193435288	negative	19	0	0	0	0	0.0	0.0	0.0	203.0	202.68421052631575	195.0	204.0	1.0	0.5717069188213978	0.5717069188213978	0.5809661780806571		1	17	1	19	negative	0.8947368421052632	0.7894736842105263	19
fibroblast → Adam10 → Il6ra → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	258.5	255.55882352941177	249.0	260.0	8.0	0.5140718831418017	0.5140718831418017	0.5191223881923067		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
neutrophil → Pdcd1lg2 → Pdcd2 → CD4	LR|neutrophil|Pdcd1lg2	0	0		UNRESOLVED	-0.000282555967993	-0.0021012127233551	0.0028099116971062	negative	19	0	0	0	0	0.0	0.0	0.0	222.0	219.78947368421052	213.0	223.0	6.5	0.5382281597963261	0.5382281597963261	0.5474874190555854		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
neutrophil → Pdcd1lg2 → Pdcd2 → CD8	LR|neutrophil|Pdcd1lg2	0	0		UNRESOLVED	0.0002205496582401	-0.0042175965776244	0.0052097418522057	positive	19	0	0	0	0	0.0	0.0	0.0	269.0	258.63157894736844	241.0	271.0	25.5	0.5122468058678133	0.5122468058678133	0.5215060651270726		11	7	1	19	positive	0.5789473684210527	0.1578947368421053	19
fibroblast → Igsf10 → Cd200r4 → CD4	LR|fibroblast|Igsf10	0	0		UNRESOLVED	-2.942006392214803e-05	0.0011995685203268	0.0063019726019365	negative	34	0	0	0	0	0.0	0.0	0.0	203.0	203.0	202.0	204.0	0.0	0.5724960464330304	0.5724960464330304	0.5724960464330304		16	17	1	34	negative	0.5	0.0	34
neutrophil → Lamb3 → Itga2_Itgb1 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	206.0	206.42105263157896	206.0	207.0	1.0	0.5663916582366777	0.5663916582366777	0.5663916582366777		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
fibroblast → Hspg2 → Itga2 → CD8	LR|fibroblast|Hspg2	0	0		UNRESOLVED	0.0010059183603885	0.0031799097331306	0.0050184152796808	positive	34	0	0	0	0	0.0	0.0	0.0	161.0	159.2941176470588	148.0	167.0	9.25	0.5932040723669275	0.5932040723669275	0.5982545774174327		23	10	1	34	positive	0.6764705882352942	0.3529411764705883	34
neutrophil → Pdcd1lg2 → Rgmb → CD4	LR|neutrophil|Pdcd1lg2	0	0		UNRESOLVED	-0.000282555967993	-0.0021012127233551	0.0028099116971062	negative	19	0	0	0	0	0.0	0.0	0.0	103.0	97.36842105263158	84.0	103.0	15.5	0.6162143578258211	0.6162143578258211	0.6254736170850804		5	13	1	19	negative	0.6842105263157895	0.368421052631579	19
fibroblast → Col6a2 → Itga2_Itgb1 → CD8	LR|fibroblast|Col6a2	0	0		UNRESOLVED	0.0004783697629477	0.0038264224288178	0.0120419028621714	positive	34	0	0	0	0	0.0	0.0	0.0	181.0	181.91176470588235	169.0	194.0	13.5	0.584094720712335	0.584094720712335	0.5891452257628401		21	12	1	34	positive	0.6176470588235294	0.2352941176470588	34
neutrophil → Vegfa → Sirpa → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	270.0	265.7368421052632	255.0	276.0	15.5	0.5058354854661244	0.5058354854661244	0.5150947447253837		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
fibroblast → Col1a2 → Itga3_Itgb1 → CD4	LR|fibroblast|Col1a2	0	0		UNRESOLVED	-0.0002713336159071	0.0008366960525162	0.0145857734761214	negative	34	0	0	0	0	0.0	0.0	0.0	204.0	201.8823529411765	197.0	204.0	2.0	0.5708413919440346	0.5708413919440346	0.5758918969945397		15	18	1	34	negative	0.5294117647058824	0.0588235294117647	34
fibroblast → Adam10 → Axl → CD8	LR|fibroblast|Adam10	0	0		UNRESOLVED	8.913457703170935e-05	0.0012973506815074	0.0022922640665812	positive	34	0	0	0	0	0.0	0.0	0.0	271.0	271.4117647058824	269.0	275.0	4.0	0.5061708681569671	0.5061708681569671	0.5112213732074721		18	15	1	34	positive	0.5294117647058824	0.0588235294117647	34
neutrophil → Lamb3 → Dag1 → CD4	LR|neutrophil|Lamb3	0	0		UNRESOLVED	0.0	-0.0013682921629309	0.0027895622287522	undetermined	19	0	0	0	0	0.0	0.0	0.0	208.0	208.21052631578948	208.0	209.0	0.0	0.56251019257675	0.56251019257675	0.56251019257675		9	9	1	19	balanced	0.4736842105263157	0.0526315789473684	19
neutrophil → Vegfa → Gpc1 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	271.0	267.1578947368421	259.0	275.0	12.0	0.5050188419065124	0.5050188419065124	0.5142781011657717		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Hdc → Hrh4 → CD8	LR|neutrophil|Hdc	0	0		UNRESOLVED	0.0051752856346844	0.0147351488924539	0.0204976429773857	positive	19	0	0	0	0	0.0	0.0	0.0	215.0	215.0	212.0	217.0	1.0	0.5428209407273891	0.5428209407273891	0.5520801999866483		15	3	1	19	positive	0.7894736842105263	0.5789473684210527	19
neutrophil → Vegfa → Gpc1 → CD8	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.0007307604362535	-0.0083300980599826	0.0133281820814547	negative	19	0	0	0	0	0.0	0.0	0.0	274.0	273.36842105263156	270.0	277.0	4.5	0.5029688102810096	0.5029688102810096	0.5122280695402689		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
neutrophil → Vegfa → Nrp2 → CD4	LR|neutrophil|Vegfa	0	0		UNRESOLVED	-0.000242226230205	-0.0016588001961757	0.0053680858972628	negative	19	0	0	0	0	0.0	0.0	0.0	172.0	167.3684210526316	153.0	184.0	21.0	0.5869762424764349	0.5869762424764349	0.5962355017356942		7	11	1	19	negative	0.5789473684210527	0.1578947368421053	19
