candidate	candidate_family_id	null_test_type	expected_direction	observed_statistic	observed_score	null_mean	null_sd	null_p95	null_p99	empirical_p	null_percentile	null_p95	null_p99	n_unique_null_scores	fraction_identical_to_observed	n_permutations	random_seed	null_status	null_model_type	empirical_FDR
melanoma → B2m → Klrc1 → CD4	MULTI|melanoma|B2m	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.511437741490147	0.511437741490147	0.5198028208552263	0.007752160599028933	0.5352472652996708	0.5431837732361787	1.0	0.259	0.5352472652996708	0.5431837732361787	12	0.259	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
NK → Spp1 → Cd44 → CD8	MULTI|NK|Spp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6257904596990659	0.6257904596990659	0.6009726302417016	0.006778615450535314	0.6141625527223217	0.6219144907068178	0.008991008991008992	0.999	0.6141625527223217	0.6219144907068178	10	0.007	1000	17	PASS	within-candidate mouse-effect sign permutation	0.028185297848219198
T_cell → Adam17 → Itgb1 → CD8	MULTI|T_cell|Adam17	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5671672894071084	0.5671672894071084	0.5277098425985975	0.0070055621481088645	0.5423445943716474	0.5494367929532077	0.001998001998001998	0.999	0.5423445943716474	0.5494367929532077	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
T_cell → Tgfb1 → Lpp → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5256794477691059	0.5256794477691059	0.5176829938683966	0.006711385215774122	0.5327716463506662	0.5363177456414463	0.16883116883116883	0.901	0.5327716463506662	0.5363177456414463	10	0.069	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.32711038961038963
T_cell → Adam9 → Itga3 → CD4	MULTI|T_cell|Adam9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5187756189097263	0.5187756189097263	0.5214316472785206	0.006515564469261358	0.536506115363627	0.5400522146544072	0.6593406593406593	0.539	0.536506115363627	0.5400522146544072	10	0.198	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.832380289393864
T_cell → Col18a1 → Itga3 → CD4	MULTI|T_cell|Col18a1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5904735387637413	0.5904735387637413	0.5900267302531028	0.007117087533747909	0.6046579359268619	0.6117501345084221	0.46153846153846156	0.675	0.6046579359268619	0.6117501345084221	11	0.136	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
monocyte_macrophage → Cd38 → Pecam1 → CD8	MULTI|monocyte_macrophage|Cd38	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5411660754863541	0.5411660754863541	0.5216068162270949	0.006915161966329964	0.5337586680789467	0.5411660754863541	0.01998001998001998	0.991	0.5337586680789467	0.5411660754863541	11	0.01	1000	17	PASS	within-candidate mouse-effect sign permutation	0.05630732903460176
melanoma → Adam9 → Itgb1 → CD8	MULTI|melanoma|Adam9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.53017602112152	0.53017602112152	0.5183784020739008	0.007447505674112352	0.5341442750897739	0.5420807830262819	0.10989010989010989	0.943	0.5341442750897739	0.5420807830262819	10	0.052	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.23226773226773226
T_cell → Il10 → Cd70 → CD4	MULTI|T_cell|Il10	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5174998043941835	0.5174998043941835	0.5206274639686514	0.0068376996947686385	0.5352303008480842	0.5423224994296444	0.6923076923076923	0.513	0.5352303008480842	0.5423224994296444	12	0.205	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8558963160733072
NK → Spp1 → Itga4_Itgb1 → CD8	MULTI|NK|Spp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6257904596990659	0.6257904596990659	0.6013796069858877	0.007316445638439557	0.6141625527223217	0.6219144907068178	0.008991008991008992	0.998	0.6141625527223217	0.6219144907068178	11	0.006	1000	17	PASS	within-candidate mouse-effect sign permutation	0.028185297848219198
T_cell → Timp2 → Itgb1 → CD4	MULTI|T_cell|Timp2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5938922431522871	0.5938922431522871	0.5862929523721452	0.006967476919301197	0.6009844417338474	0.6080766403154076	0.1878121878121878	0.901	0.6009844417338474	0.6080766403154076	12	0.088	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.348863057472329
NK → Spp1 → Ptger4 → CD8	MULTI|NK|Spp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6257904596990659	0.6257904596990659	0.6015540255905387	0.007285369103111473	0.6180385217145697	0.6219532503967402	0.01098901098901099	0.996	0.6180385217145697	0.6219532503967402	10	0.006	1000	17	PASS	within-candidate mouse-effect sign permutation	0.0326163198503624
T_cell → Lamc1 → Itga1 → CD4	MULTI|T_cell|Lamc1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6185636341814175	0.6185636341814175	0.6039182441104957	0.006867998833537016	0.6185636341814175	0.6221097334721977	0.058941058941058944	0.976	0.6185636341814175	0.6221097334721977	10	0.034	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.13936063936063936
melanoma → Adam9 → Itgav → CD8	MULTI|melanoma|Adam9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.53017602112152	0.53017602112152	0.5183942750897739	0.00763519184912468	0.5341442750897739	0.5420807830262819	0.11788211788211789	0.945	0.5341442750897739	0.5420807830262819	12	0.062	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.24728654803842776
melanoma → Col4a4 → Cd47 → CD8	MULTI|melanoma|Col4a4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5833315436306848	0.5833315436306848	0.5834386864878277	0.0074854682011195614	0.5992045595037008	0.6071410674402087	0.5284715284715285	0.667	0.5992045595037008	0.6071410674402087	11	0.195	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6922232696880584
T_cell → Timp2 → Cd44 → CD4	MULTI|T_cell|Timp2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5938922431522871	0.5938922431522871	0.5862929523721452	0.006931287168613925	0.6009844417338474	0.6045305410246274	0.1888111888111888	0.887	0.6009844417338474	0.6045305410246274	11	0.075	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.348863057472329
melanoma → Agrn → Itgb1 → CD8	MULTI|melanoma|Agrn	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5966536302000266	0.5966536302000266	0.6010266460730423	0.007574684834376656	0.6164949000412964	0.6204631540095503	0.7662337662337663	0.457	0.6164949000412964	0.6204631540095503	11	0.223	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8690212226797593
T_cell → Grn → Tnfrsf1b → CD8	MULTI|T_cell|Grn	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5380549718129934	0.5380549718129934	0.5193067448626388	0.007012523198935817	0.5345088725222134	0.5416010711037736	0.025974025974025976	0.988	0.5345088725222134	0.5416010711037736	12	0.013	1000	17	PASS	within-candidate mouse-effect sign permutation	0.07104660045836517
melanoma → B2m → Tfrc → CD4	MULTI|melanoma|B2m	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.511437741490147	0.511437741490147	0.5194932970457026	0.007646589604357963	0.5352472652996708	0.5431837732361787	1.0	0.268	0.5352472652996708	0.5431837732361787	11	0.268	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
T_cell → Lamc1 → Itga6_Itgb1 → CD4	MULTI|T_cell|Lamc1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6185636341814175	0.6185636341814175	0.6037090242523395	0.006859002162740389	0.6185636341814175	0.6256558327629778	0.05194805194805195	0.969	0.6185636341814175	0.6256558327629778	11	0.02	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.12603049124788257
T_cell → Lamc1 → Itga3_Itgb1 → CD4	MULTI|T_cell|Lamc1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6185636341814175	0.6185636341814175	0.6040175348906375	0.007158902627261964	0.6185636341814175	0.6256558327629778	0.06693306693306693	0.971	0.6185636341814175	0.6256558327629778	10	0.037	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.1556193806193806
T_cell → Cd200 → Cd200r1 → CD4	MULTI|T_cell|Cd200	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.58062037177007	0.58062037177007	0.5870742724792899	0.006729745341433453	0.6018969675147509	0.6089891660963112	1.0	0.316	0.6018969675147509	0.6089891660963112	11	0.316	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
NK → Spp1 → Itgav_Itgb3 → CD8	MULTI|NK|Spp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6257904596990659	0.6257904596990659	0.6012555759781356	0.007158590499786453	0.6180385217145697	0.6219144907068178	0.00999000999000999	0.998	0.6180385217145697	0.6219144907068178	11	0.007	1000	17	PASS	within-candidate mouse-effect sign permutation	0.030295791165356384
melanoma → Col4a4 → Cd44 → CD8	MULTI|melanoma|Col4a4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5833315436306848	0.5833315436306848	0.5838910674402087	0.00761565628061889	0.5992045595037008	0.6031728134719547	0.5504495504495505	0.626	0.5992045595037008	0.6031728134719547	10	0.176	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.7077208505779934
NK → Thy1 → Itgav_Itgb3 → CD8	MULTI|NK|Thy1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6190654866096029	0.6190654866096029	0.5866275021134789	0.006986254284905291	0.5996856416483626	0.6074375796328587	0.000999000999000999	1.0	0.5996856416483626	0.6074375796328587	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
T_cell → Col18a1 → Ptprs → CD4	MULTI|T_cell|Col18a1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5238068720970747	0.5238068720970747	0.5233033259977837	0.006945138439242538	0.5379912692601952	0.5450834678417554	0.4775224775224775	0.677	0.5379912692601952	0.5450834678417554	11	0.154	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
melanoma → Lama4 → Cd44 → CD8	MULTI|melanoma|Lama4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5156051580507816	0.5156051580507816	0.5198869040825274	0.007768822792661324	0.5354464278920514	0.5433829358285593	0.7432567432567433	0.47	0.5354464278920514	0.5433829358285593	11	0.213	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8604507525669352
T_cell → Tnfsf4 → Tnfrsf4 → CD8	MULTI|T_cell|Tnfsf4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.605022160670309	0.605022160670309	0.600731380528465	0.006576938796843688	0.6121143592518693	0.6192065578334295	0.2977022977022977	0.824	0.6121143592518693	0.6192065578334295	10	0.121	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.4993756243756243
T_cell → Fam3c → Pdcd1 → CD4	MULTI|T_cell|Fam3c	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6115874758724192	0.6115874758724192	0.6071938588511425	0.006835679208089259	0.6222257737447597	0.6293179723263199	0.2917082917082917	0.829	0.6222257737447597	0.6293179723263199	11	0.12	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.4983198619562256
melanoma → Nid1 → Itgav → CD8	MULTI|melanoma|Nid1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5879914723117509	0.5879914723117509	0.5879438532641319	0.007510234890994665	0.6038644881847668	0.6118009961212747	0.5124875124875125	0.667	0.6038644881847668	0.6118009961212747	11	0.179	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6789703187807453
monocyte_macrophage → Plau → Igf2r → CD8	MULTI|monocyte_macrophage|Plau	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6026175023659492	0.6026175023659492	0.6017360208844678	0.007127446515208685	0.6174323171807641	0.6248397245881715	0.4405594405594406	0.697	0.6174323171807641	0.6248397245881715	10	0.137	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
melanoma → App → Cd74 → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5962718729267454	0.5962718729267454	0.6042956824505551	0.0076139988232282775	0.6200813967362694	0.6280179046727773	1.0	0.247	0.6200813967362694	0.6280179046727773	10	0.247	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → App → Notch2 → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5962718729267454	0.5962718729267454	0.6046607618156344	0.007705981388243766	0.6200813967362694	0.6280179046727773	1.0	0.227	0.6200813967362694	0.6280179046727773	12	0.227	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → Arf1 → Insr → CD8	MULTI|melanoma|Arf1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.522239513185012	0.522239513185012	0.5187474496929485	0.007955928619687443	0.5341442750897739	0.5420807830262819	0.35664335664335667	0.776	0.5341442750897739	0.5420807830262819	10	0.132	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.580129173152429
melanoma → Sorbs1 → Itga1 → CD8	MULTI|melanoma|Sorbs1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.524334029360105	0.524334029360105	0.517068156344232	0.0075714025739129455	0.5322705372966129	0.5402070452331208	0.21678321678321677	0.875	0.5322705372966129	0.5402070452331208	10	0.091	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.38949512026435107
melanoma → Col4a5 → Cd47 → CD8	MULTI|melanoma|Col4a5	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5875601927751591	0.5875601927751591	0.5841514626164289	0.007861870270948174	0.599464954679921	0.6074014626164289	0.35764235764235763	0.764	0.599464954679921	0.6074014626164289	10	0.121	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.580129173152429
melanoma → Nid1 → Itgb3 → CD8	MULTI|melanoma|Nid1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5879914723117509	0.5879914723117509	0.5883129008831796	0.007594245966947622	0.6038644881847668	0.6118009961212747	0.5394605394605395	0.653	0.6038644881847668	0.6118009961212747	11	0.192	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.7013405199451712
T_cell → Penk → Oprm1 → CD4	MULTI|T_cell|Penk	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6160227077843375	0.6160227077843375	0.6117957574297276	0.006704975191549928	0.6231149063658978	0.6337532042382382	0.2997002997002997	0.825	0.6231149063658978	0.6337532042382382	12	0.124	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.4993756243756243
T_cell → Tgfb1 → Tgfbr1_Tgfbr2 → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6090127811024392	0.6090127811024392	0.601679447769106	0.00708809810539986	0.6161049796839996	0.6231971782655598	0.2097902097902098	0.886	0.6161049796839996	0.6231971782655598	11	0.095	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.3800744709835619
NK → Thy1 → Itgax_Itgb2 → CD8	MULTI|NK|Thy1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6190654866096029	0.6190654866096029	0.5870577346716184	0.007031905107560856	0.5996856416483626	0.6074375796328587	0.001998001998001998	1.0	0.5996856416483626	0.6074375796328587	11	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
melanoma → App → Lrp10 → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5962718729267454	0.5962718729267454	0.6047083808632535	0.007684617815481671	0.6200813967362694	0.6280179046727773	1.0	0.219	0.6200813967362694	0.6280179046727773	12	0.219	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
NK → Spp1 → Itgav_Itgb1 → CD8	MULTI|NK|Spp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6257904596990659	0.6257904596990659	0.6013175914820115	0.0069545339841085895	0.6141625527223217	0.6219144907068178	0.008991008991008992	0.999	0.6141625527223217	0.6219144907068178	10	0.007	1000	17	PASS	within-candidate mouse-effect sign permutation	0.028185297848219198
dendritic → Cd72 → Cd5 → CD8	MULTI|dendritic|Cd72	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5565833004624164	0.5565833004624164	0.5244166337957497	0.007091772985304871	0.5390394408132936	0.5434254057255743	0.000999000999000999	1.0	0.5390394408132936	0.5434254057255743	9	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
NK → Gpi1 → Amfr → CD8	MULTI|NK|Gpi1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5462401256843971	0.5462401256843971	0.5214416760719939	0.006806267768214561	0.5346122187076529	0.542364156692149	0.006993006993006993	0.998	0.5346122187076529	0.542364156692149	10	0.004	1000	17	PASS	within-candidate mouse-effect sign permutation	0.023793279890840867
melanoma → App → Aplp2 → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5129385395934122	0.5129385395934122	0.5206210792759517	0.007278154254512726	0.536748063402936	0.5407559999108724	1.0	0.246	0.536748063402936	0.5407559999108724	11	0.246	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → App → Lrp6 → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5962718729267454	0.5962718729267454	0.6044464761013487	0.007798805394627501	0.6200813967362694	0.6280179046727773	1.0	0.253	0.6200813967362694	0.6280179046727773	12	0.253	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → App → Ncstn → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5129385395934122	0.5129385395934122	0.5215734602283326	0.007710087694376508	0.536748063402936	0.5446845713394439	1.0	0.236	0.536748063402936	0.5446845713394439	12	0.236	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
T_cell → Itgb3bp → Itgb3 → CD8	MULTI|T_cell|Itgb3bp	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5324016882885102	0.5324016882885102	0.5173555889977299	0.006696356665825523	0.5288555889977301	0.5394938868700705	0.04995004995004995	0.979	0.5288555889977301	0.5394938868700705	11	0.028	1000	17	PASS	within-candidate mouse-effect sign permutation	0.12332799943419413
T_cell → Lamc1 → Itga9_Itgb1 → CD4	MULTI|T_cell|Lamc1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6185636341814175	0.6185636341814175	0.6038685987204246	0.00701309072212721	0.6185636341814175	0.6221097334721977	0.060939060939060936	0.974	0.6185636341814175	0.6221097334721977	12	0.034	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.14287393278989918
T_cell → Il10 → Cd27 → CD4	MULTI|T_cell|Il10	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6008331377275168	0.6008331377275168	0.6036664710608503	0.006804999648810477	0.6185636341814175	0.6221451944651054	0.6493506493506493	0.525	0.6185636341814175	0.6221451944651054	10	0.174	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8234946871310508
T_cell → Adam9 → Itga6 → CD4	MULTI|T_cell|Adam9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5187756189097263	0.5187756189097263	0.5218890940870312	0.006937239761481098	0.536506115363627	0.5435983139451873	0.6753246753246753	0.524	0.536506115363627	0.5435983139451873	10	0.199	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8411410018552875
NK → Ccl4 → Ccr8 → CD8	MULTI|NK|Ccl4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6096365057481599	0.6096365057481599	0.6007411569109506	0.007358193068141855	0.6135124747404079	0.6251403817171521	0.15684315684315683	0.897	0.6135124747404079	0.6251403817171521	12	0.053	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.3228354379433516
T_cell → Tgfb1 → Tgfbr3 → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6090127811024392	0.6090127811024392	0.6014595896130775	0.006902698830479905	0.6161049796839996	0.6196510789747797	0.1938061938061938	0.894	0.6161049796839996	0.6196510789747797	12	0.087	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.3557363688942636
T_cell → Fgf13 → Fgfr2 → CD4	MULTI|T_cell|Fgf13	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6084503504837236	0.6084503504837236	0.6005531873631562	0.006648790542140409	0.6119964497745037	0.619088648356064	0.1848151848151848	0.896	0.6119964497745037	0.619088648356064	10	0.08	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.34840159840159834
melanoma → Col4a5 → Cd44 → CD8	MULTI|melanoma|Col4a5	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5875601927751591	0.5875601927751591	0.5838459070608735	0.007852636193515204	0.599464954679921	0.6074014626164289	0.3336663336663337	0.791	0.599464954679921	0.6074014626164289	11	0.124	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.54760533584063
T_cell → Sertad1 → Ar → CD8	MULTI|T_cell|Sertad1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5366131623511808	0.5366131623511808	0.525559970861819	0.007096905353057904	0.5401592616419609	0.5472514602235212	0.12187812187812187	0.932	0.5401592616419609	0.5472514602235212	12	0.053	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.2537611642089254
melanoma → Pam → Dpp4 → CD8	MULTI|melanoma|Pam	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5171952755289481	0.5171952755289481	0.5253143231479958	0.007275968686888196	0.5410047993384719	0.5449730533067259	1.0	0.226	0.5410047993384719	0.5449730533067259	11	0.226	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
NK → H2-Ab1 → Lag3 → CD8	MULTI|NK|H2-Ab1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5430199241370623	0.5430199241370623	0.5188377535944266	0.007055838268743059	0.5313920171603183	0.5391439551448143	0.007992007992007992	0.998	0.5313920171603183	0.5391439551448143	10	0.005	1000	17	PASS	within-candidate mouse-effect sign permutation	0.02654488368774083
T_cell → Col18a1 → Itgb3 → CD4	MULTI|T_cell|Col18a1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5904735387637413	0.5904735387637413	0.5897004891183513	0.006602295991436095	0.6011118366360817	0.6117501345084221	0.45554445554445555	0.701	0.6011118366360817	0.6117501345084221	10	0.156	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
T_cell → Ntng2 → Lrrc4 → CD4	MULTI|T_cell|Ntng2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5317027218618368	0.5317027218618368	0.5205218707980069	0.006807763515449809	0.5352488211526168	0.538794920443397	0.1088911088911089	0.946	0.5352488211526168	0.538794920443397	12	0.054	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.23191312504289605
T_cell → Cd28 → Cd86 → CD4	MULTI|T_cell|Cd28	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5991388873167395	0.5991388873167395	0.6052204476004271	0.0066168492904454075	0.6168693837706402	0.6275076816429805	1.0	0.344	0.6168693837706402	0.6275076816429805	11	0.344	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → Col4a4 → Itgb3 → CD8	MULTI|melanoma|Col4a4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5833315436306848	0.5833315436306848	0.5838156706148118	0.007515747304558689	0.5992045595037008	0.6031728134719547	0.5404595404595405	0.637	0.5992045595037008	0.6031728134719547	9	0.177	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.7013405199451712
