candidate	candidate_family_id	null_test_type	expected_direction	observed_statistic	observed_score	null_mean	null_sd	null_p95	null_p99	empirical_p	null_percentile	null_p95	null_p99	n_unique_null_scores	fraction_identical_to_observed	n_permutations	random_seed	null_status	null_model_type	empirical_FDR
neutrophil → Vegfa → Sirpa → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5097341209437073	0.5097341209437073	0.5085499104173915	0.009723695091353372	0.5272779805928302	0.5360499104173916	0.5004995004995005	0.772	0.5272779805928302	0.5360499104173916	7	0.272	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
fibroblast → Col1a2 → Itga3_Itgb1 → CD4	LR|fibroblast|Col1a2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5732181002030959	0.5732181002030959	0.577281825693292	0.008338751122360068	0.5928259433403508	0.6026298649089782	0.7482517482517482	0.514	0.5928259433403508	0.6026298649089782	10	0.262	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8613978613978615
fibroblast → Adam10 → Axl → CD8	LR|fibroblast|Adam10	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5085475764160282	0.5085475764160282	0.512297576416028	0.0085352906830081	0.5281554195532832	0.5379593411219106	0.7082917082917083	0.537	0.5281554195532832	0.5379593411219106	10	0.245	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8594877925421859
neutrophil → Lamb3 → Dag1 → CD4	LR|neutrophil|Lamb3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5668961574890307	0.5668961574890307	0.5743961574890306	0.00973634817776768	0.593211946962715	0.6019838767872763	1.0	0.519	0.593211946962715	0.6019838767872763	7	0.519	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
neutrophil → Vegfa → Gpc1 → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5089174773840952	0.5089174773840952	0.5074437931735688	0.009695962866390967	0.526461337033218	0.5352332668577794	0.4695304695304695	0.766	0.526461337033218	0.5352332668577794	7	0.235	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Hdc → Hrh4 → CD8	LR|neutrophil|Hdc	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5447702584661804	0.5447702584661804	0.5084369251328471	0.009830183228628192	0.5272263988170577	0.535998328641619	0.008991008991008992	0.998	0.5272263988170577	0.535998328641619	7	0.006	1000	17	PASS	within-candidate mouse-effect sign permutation	0.028185297848219198
neutrophil → Vegfa → Gpc1 → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5068674457585925	0.5068674457585925	0.5057446387410486	0.009687388240402247	0.5244113054077153	0.5331832352322767	0.4925074925074925	0.753	0.5244113054077153	0.5331832352322767	6	0.245	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Nrp2 → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5908748779540177	0.5908748779540177	0.5896204919891055	0.009770177643786028	0.6084187376031406	0.6172783867259476	0.4835164835164835	0.756	0.6084187376031406	0.6172783867259476	7	0.239	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
fibroblast → Col7a1 → Itga1_Itgb1 → CD8	LR|fibroblast|Col7a1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5894369321827333	0.5894369321827333	0.5684075204180273	0.007991699605923056	0.5845349713984195	0.5894859517905764	0.030969030969030968	0.99	0.5845349713984195	0.5894859517905764	10	0.02	1000	17	PASS	within-candidate mouse-effect sign permutation	0.08075102467625832
neutrophil → Vegfa → Sirpa → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5069286662053213	0.5069286662053213	0.5056041048018125	0.009729327746851951	0.5244725258544441	0.5332444556790055	0.48451548451548454	0.766	0.5244725258544441	0.5332444556790055	7	0.25	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Nrp2 → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.58919107330016	0.58919107330016	0.5878928276861247	0.009593524028912462	0.6067349329492827	0.6155068627738441	0.48451548451548454	0.762	0.6067349329492827	0.6155068627738441	7	0.246	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Lamb3 → Cd151 → CD4	LR|neutrophil|Lamb3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.49675525796169934	0.49675525796169934	0.504404380768717	0.010303250524752276	0.5230710474353836	0.5406149070845063	1.0	0.534	0.5230710474353836	0.5406149070845063	7	0.534	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
fibroblast → Adam10 → Gpnmb → CD8	LR|fibroblast|Adam10	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.504820182039611	0.504820182039611	0.5089672408631404	0.00871154978044009	0.5244280251768659	0.5342319467454933	0.7192807192807192	0.513	0.5244280251768659	0.5342319467454933	11	0.232	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8594877925421859
fibroblast → Lama4 → Itga9_Itgb1 → CD4	LR|fibroblast|Lama4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5067772422405886	0.5067772422405886	0.5011448892994123	0.008687401721664946	0.516581163809216	0.5263850853778436	0.3096903096903097	0.842	0.516581163809216	0.5263850853778436	11	0.151	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.511263884044949
neutrophil → Vegfa → Tyro3 → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5884811780340097	0.5884811780340097	0.5878671429462903	0.010331158738211107	0.6060250376831325	0.614796967507694	0.4985014985014985	0.734	0.6060250376831325	0.614796967507694	7	0.232	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Hdc → Hrh1 → CD8	LR|neutrophil|Hdc	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.541233104414398	0.541233104414398	0.5046717009056261	0.00948738450566789	0.5236892447652752	0.5324611745898366	0.008991008991008992	1.0	0.5236892447652752	0.5324611745898366	6	0.008	1000	17	PASS	within-candidate mouse-effect sign permutation	0.028185297848219198
neutrophil → Vegfa → Tyro3 → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5867911597376886	0.5867911597376886	0.5854139667552324	0.009650522227069165	0.6043350193868114	0.6131069492113729	0.47652347652347654	0.762	0.6043350193868114	0.6131069492113729	7	0.238	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Ephb2 → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5877735369311125	0.5877735369311125	0.586545466755674	0.00978532264377847	0.6053173965802353	0.6140893264047967	0.48451548451548454	0.762	0.6053173965802353	0.6140893264047967	6	0.246	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Lamb3 → Itga7_Itgb1 → CD4	LR|neutrophil|Lamb3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5608859264328615	0.5608859264328615	0.5685087334504054	0.010046977222433388	0.5872017159065458	0.6047455755556685	1.0	0.516	0.5872017159065458	0.6047455755556685	8	0.516	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
neutrophil → Vegfa → Egfr → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5872525380325057	0.5872525380325057	0.5860156959272425	0.009460350428218028	0.6047963976816285	0.61356832750619	0.4945054945054945	0.759	0.6047963976816285	0.61356832750619	6	0.253	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Itga9 → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5862224913763131	0.5862224913763131	0.5849768773412254	0.009790966999226004	0.603766351025436	0.6125382808499973	0.4825174825174825	0.762	0.603766351025436	0.6125382808499973	6	0.244	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Hdc → Hrh3 → CD8	LR|neutrophil|Hdc	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5402356160787406	0.5402356160787406	0.5039198266050564	0.009933605380275134	0.5226917564296178	0.5314636862541792	0.00999000999000999	0.999	0.5226917564296178	0.5314636862541792	7	0.008	1000	17	PASS	within-candidate mouse-effect sign permutation	0.030295791165356384
neutrophil → Vegfa → Ret → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5034717702838541	0.5034717702838541	0.5025682615119244	0.009642705202357648	0.521015629932977	0.5297875597575383	0.5134865134865135	0.745	0.521015629932977	0.5297875597575383	8	0.258	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6789703187807453
neutrophil → Vegfa → Grin2b → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.586748271994962	0.586748271994962	0.5855552895388216	0.009906860806703532	0.6042921316440849	0.6130640614686463	0.48451548451548454	0.76	0.6042921316440849	0.6130640614686463	7	0.244	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Ephb2 → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5855209396367299	0.5855209396367299	0.5842840975314667	0.009905365543156509	0.6030647992858528	0.6118367291104141	0.48151848151848153	0.767	0.6030647992858528	0.6118367291104141	7	0.248	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Flt1_Kdr → CD4	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.586015859724039	0.586015859724039	0.5849632281450917	0.009922754906932828	0.6035597193731618	0.6123316491977232	0.4835164835164835	0.749	0.6035597193731618	0.6123316491977232	6	0.232	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Ccl25 → Ccr9 → CD4	LR|neutrophil|Ccl25	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6035577420695589	0.6035577420695589	0.584478794701138	0.009342722984272293	0.6035577420695589	0.6123296718941204	0.08791208791208792	0.978	0.6035577420695589	0.6123296718941204	7	0.065	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.19780219780219782
neutrophil → Vegfa → Egfr → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5849749501281959	0.5849749501281959	0.5837293360931082	0.009830183228628192	0.6025188097773188	0.6112907396018801	0.47052947052947053	0.748	0.6025188097773188	0.6112907396018801	7	0.218	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
neutrophil → Vegfa → Grin2b → CD8	LR|neutrophil|Vegfa	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5849397207704145	0.5849397207704145	0.584088843577432	0.009599517627924197	0.6024835804195372	0.6112555102440986	0.5284715284715285	0.764	0.6024835804195372	0.6112555102440986	6	0.292	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6922232696880584
neutrophil → Ccl25 → Grm7 → CD4	LR|neutrophil|Ccl25	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6031414845486761	0.6031414845486761	0.5844309582328865	0.009477383131045184	0.6031414845486761	0.6119134143732375	0.09090909090909091	0.973	0.6031414845486761	0.6119134143732375	6	0.063	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.2012987012987013
neutrophil → Ccl25 → Ackr4 → CD4	LR|neutrophil|Ccl25	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6030853702865095	0.6030853702865095	0.5840941422163342	0.009503587471214362	0.6030853702865095	0.611857300111071	0.08591408591408592	0.973	0.6030853702865095	0.611857300111071	7	0.058	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.19647565549204893
neutrophil → Lamb3 → Itga6_Itgb4 → CD4	LR|neutrophil|Lamb3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.49222764781949	0.49222764781949	0.4996136127317708	0.009881710350237109	0.5185434372931742	0.5273153671177356	1.0	0.534	0.5185434372931742	0.5273153671177356	6	0.534	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
fibroblast → Lama4 → Itga2_Itgb1 → CD4	LR|fibroblast|Lama4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5034470474849818	0.5034470474849818	0.4976970474849817	0.008789519148769742	0.5132509690536092	0.5230548906222366	0.2947052947052947	0.828	0.5132509690536092	0.5230548906222366	10	0.122	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.4983198619562256
neutrophil → Ccl25 → Adra2a → CD4	LR|neutrophil|Ccl25	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6027356812975858	0.6027356812975858	0.5842883128765332	0.009722175614363096	0.6027356812975858	0.6115076111221472	0.1028971028971029	0.97	0.6027356812975858	0.6115076111221472	6	0.072	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.22428352897102896
neutrophil → Ccl25 → Mtnr1a → CD4	LR|neutrophil|Ccl25	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6026435613270378	0.6026435613270378	0.5838540876428274	0.010229123354642556	0.6026435613270378	0.6201874209761606	0.1048951048951049	0.964	0.6026435613270378	0.6201874209761606	7	0.068	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.2251210328133405
Nrip1	INTRINSIC|Nrip1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7322695035460992	0.7322695035460992	0.6764964539007092	0.007512389377906595	0.6932624113475176	0.6968085106382979	0.000999000999000999	1.0	0.6932624113475176	0.6968085106382979	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Neb	INTRINSIC|Neb	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6613179096619886	0.6613179096619886	0.6358250018605702	0.006833287327738775	0.6506796117896482	0.6542257110804283	0.003996003996003996	0.999	0.6506796117896482	0.6542257110804283	11	0.002	1000	17	PASS	within-candidate mouse-effect sign permutation	0.014669540985330458
Ndrg1	INTRINSIC|Ndrg1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7062692163504586	0.7062692163504586	0.651052904293721	0.006085419448376834	0.6637160248610968	0.6708082234426572	0.000999000999000999	1.0	0.6637160248610968	0.6708082234426572	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Ncoa7	INTRINSIC|Ncoa7	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7103174603174603	0.7103174603174603	0.6768134920634921	0.00826002429692185	0.6944444444444443	0.6984523809523809	0.000999000999000999	1.0	0.6944444444444443	0.6984523809523809	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Tsc22d3	INTRINSIC|Tsc22d3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7142857142857143	0.7142857142857143	0.6768055555555557	0.007807457745480767	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Spata6	INTRINSIC|Spata6	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6984126984126985	0.6984126984126985	0.6770793650793651	0.007734150398622377	0.6904761904761904	0.6984126984126985	0.012987012987012988	0.993	0.6904761904761904	0.6984126984126985	12	0.005	1000	17	PASS	within-candidate mouse-effect sign permutation	0.0381408065618592
Ero1l	INTRINSIC|Ero1l	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7039007092198583	0.7039007092198583	0.6763794326241134	0.007076115629623574	0.6897163120567376	0.6968085106382979	0.004995004995004995	0.998	0.6897163120567376	0.6968085106382979	13	0.002	1000	17	PASS	within-candidate mouse-effect sign permutation	0.017866748635979406
Ncapg2	INTRINSIC|Ncapg2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6830297090670964	0.6830297090670964	0.6457638360512232	0.007984102330423586	0.6592201852575724	0.6671566931940803	0.000999000999000999	1.0	0.6592201852575724	0.6671566931940803	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Errfi1	INTRINSIC|Errfi1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7070753094429126	0.7070753094429126	0.650222134839738	0.00809958547287769	0.6673927697603729	0.6753292776968808	0.000999000999000999	1.0	0.6673927697603729	0.6753292776968808	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Spry1	INTRINSIC|Spry1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7074468085106383	0.7074468085106383	0.6749255319148936	0.007052868785161085	0.6897163120567376	0.6968085106382979	0.000999000999000999	1.0	0.6897163120567376	0.6968085106382979	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
N4bp1	INTRINSIC|N4bp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7103174603174603	0.7103174603174603	0.6770277777777778	0.007852410591901332	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Eya2	INTRINSIC|Eya2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6984126984126985	0.6984126984126985	0.6768531746031747	0.007803963653326667	0.6904761904761904	0.6984126984126985	0.017982017982017984	0.992	0.6904761904761904	0.6984126984126985	10	0.009	1000	17	PASS	within-candidate mouse-effect sign permutation	0.05119370425492875
Ezh2	INTRINSIC|Ezh2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6437580780215675	0.6437580780215675	0.6200346737662484	0.007229086746357306	0.6331197801492271	0.6437580780215675	0.015984015984015984	0.997	0.6331197801492271	0.6437580780215675	11	0.012	1000	17	PASS	within-candidate mouse-effect sign permutation	0.04645354645354645
Myo1f	INTRINSIC|Myo1f	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7301587301587302	0.7301587301587302	0.6767539682539682	0.007996042577486843	0.6944444444444443	0.6984126984126985	0.000999000999000999	1.0	0.6944444444444443	0.6984126984126985	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fam117b	INTRINSIC|Fam117b	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.694577662057589	0.694577662057589	0.6733475033274303	0.007912165048652438	0.6866411541210811	0.694577662057589	0.023976023976023976	0.991	0.6866411541210811	0.694577662057589	12	0.014	1000	17	PASS	within-candidate mouse-effect sign permutation	0.06623079890406623
Nebl	INTRINSIC|Nebl	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7079422644735635	0.7079422644735635	0.6450238247572513	0.007126645953119845	0.6582968744026415	0.6653890729842017	0.000999000999000999	1.0	0.6582968744026415	0.6653890729842017	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Nlk	INTRINSIC|Nlk	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7216312056737588	0.7216312056737588	0.6763794326241134	0.007155637373428693	0.6897163120567376	0.6968085106382979	0.000999000999000999	1.0	0.6897163120567376	0.6968085106382979	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Ece1	INTRINSIC|Ece1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7063492063492064	0.7063492063492064	0.6770912698412699	0.007886619990865686	0.6904761904761904	0.6984126984126985	0.002997002997002997	0.999	0.6904761904761904	0.6984126984126985	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.011454299125532
Nfkbiz	INTRINSIC|Nfkbiz	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.746031746031746	0.746031746031746	0.6769047619047619	0.007975696896992339	0.6904761904761904	0.7023809523809524	0.000999000999000999	1.0	0.6904761904761904	0.7023809523809524	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Eea1	INTRINSIC|Eea1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7182539682539683	0.7182539682539683	0.6766190476190477	0.007661850667843661	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Efcab11	INTRINSIC|Efcab11	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.62801642128403	0.62801642128403	0.6053745773123989	0.004160853043958375	0.6102859248301292	0.6102859248301292	0.000999000999000999	1.0	0.6102859248301292	0.6102859248301292	7	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Egr2	INTRINSIC|Egr2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6900233322968589	0.6900233322968589	0.6548105663394121	0.00485064387879912	0.6652006372613979	0.6722928358429582	0.000999000999000999	1.0	0.6652006372613979	0.6722928358429582	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Nfkbid	INTRINSIC|Nfkbid	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.746031746031746	0.746031746031746	0.67725	0.007997888633892754	0.6944444444444443	0.6984126984126985	0.000999000999000999	1.0	0.6944444444444443	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Nfkbia	INTRINSIC|Nfkbia	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.75	0.75	0.6764722222222221	0.007352692743272444	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Eif2ak3	INTRINSIC|Eif2ak3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7341269841269842	0.7341269841269842	0.6767619047619048	0.00785279661738629	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Nfatc2	INTRINSIC|Nfatc2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.725177304964539	0.725177304964539	0.676290780141844	0.0072778917181954535	0.6897163120567376	0.6968085106382979	0.000999000999000999	1.0	0.6897163120567376	0.6968085106382979	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Nfat5	INTRINSIC|Nfat5	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7380952380952381	0.7380952380952381	0.6772261904761906	0.007874838778658981	0.6906746031746028	0.6984126984126985	0.000999000999000999	1.0	0.6906746031746028	0.6984126984126985	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Elovl5	INTRINSIC|Elovl5	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7222222222222223	0.7222222222222223	0.6767698412698413	0.00800160210085442	0.6944444444444443	0.6984126984126985	0.000999000999000999	1.0	0.6944444444444443	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Emp1	INTRINSIC|Emp1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6675541961124769	0.6675541961124769	0.6147527776727607	0.006977710674370109	0.6285471039138953	0.6356393024954556	0.000999000999000999	1.0	0.6285471039138953	0.6356393024954556	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Myo10	INTRINSIC|Myo10	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6944444444444443	0.6944444444444443	0.6771706349206349	0.007762366291014476	0.6904761904761904	0.6984126984126985	0.04195804195804196	0.98	0.6904761904761904	0.6984126984126985	12	0.021	1000	17	PASS	within-candidate mouse-effect sign permutation	0.10452047952047952
Trps1	INTRINSIC|Trps1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7182539682539683	0.7182539682539683	0.6769563492063492	0.008091104414572715	0.6906746031746028	0.6984126984126985	0.000999000999000999	1.0	0.6906746031746028	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
E130308A19Rik	INTRINSIC|E130308A19Rik	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.670443148057112	0.670443148057112	0.639138183518105	0.007351993488785334	0.6527126516032113	0.6633509494755517	0.001998001998001998	1.0	0.6527126516032113	0.6633509494755517	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Fgl2	INTRINSIC|Fgl2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7023809523809524	0.7023809523809524	0.6769642857142858	0.007875734577632363	0.6904761904761904	0.6984523809523809	0.01098901098901099	0.996	0.6904761904761904	0.6984523809523809	13	0.006	1000	17	PASS	within-candidate mouse-effect sign permutation	0.0326163198503624
Mir155hg	INTRINSIC|Mir155hg	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7322695035460992	0.7322695035460992	0.6763191489361701	0.006891409476384281	0.6897163120567376	0.6932624113475176	0.000999000999000999	1.0	0.6897163120567376	0.6932624113475176	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
St3gal1	INTRINSIC|St3gal1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.725177304964539	0.725177304964539	0.6761879432624112	0.007186233863785208	0.6897163120567376	0.6968085106382979	0.000999000999000999	1.0	0.6897163120567376	0.6968085106382979	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Flnb	INTRINSIC|Flnb	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6663375989097682	0.6663375989097682	0.6176638400445199	0.007323295186025953	0.6308766060019667	0.6415149038743072	0.000999000999000999	1.0	0.6308766060019667	0.6415149038743072	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mgat5	INTRINSIC|Mgat5	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7099829283577063	0.7099829283577063	0.6643281664529442	0.008081975402377532	0.6782368966116744	0.6901416585164363	0.000999000999000999	1.0	0.6782368966116744	0.6901416585164363	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fnip1	INTRINSIC|Fnip1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6408649769131892	0.6408649769131892	0.6074562467544592	0.00771459496244738	0.6210237070719195	0.6289602150084274	0.000999000999000999	1.0	0.6210237070719195	0.6289602150084274	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mfsd6	INTRINSIC|Mfsd6	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7109929078014184	0.7109929078014184	0.676386524822695	0.0071460007130447365	0.6897163120567376	0.6968085106382979	0.001998001998001998	1.0	0.6897163120567376	0.6968085106382979	11	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Mfhas1	INTRINSIC|Mfhas1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6897454727666092	0.6897454727666092	0.652459758480895	0.007975286215819317	0.6659359489570854	0.6738724568935934	0.000999000999000999	1.0	0.6659359489570854	0.6738724568935934	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Foxp3	INTRINSIC|Foxp3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7065127329245295	0.7065127329245295	0.6507999669670826	0.007277265359813885	0.6639595414351679	0.6710517400167282	0.000999000999000999	1.0	0.6639595414351679	0.6710517400167282	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
