candidate	candidate_type	mouse_id	effect_value	effect_definition	expected_direction	effect_supports_hypothesis	condition	time	checkpoint_blockade	n_source_cells	target_lineage
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0310	0.0005206413773396366	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0312	0.00821270464672116	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0307	-0.013808603563199146	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0310	-0.0020598797875538157	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0312	0.00414307955627235	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3a:A0310	-0.0026878735967077907	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3a:A0311	-0.002163405795637132	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3b:A0310	-0.004621194602676968	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3b:A0311	0.0011598144144344764	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_6a:A0308	0.00020639760900481588	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_6b:A0308	0.00020639760900481588	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_A:A0312	-0.008063224652640973	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Lamb3 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_D:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_1a:A0310	0.010740592071507788	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_1a:A0311	8.209203536826097e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_1b:A0310	0.002808682273720979	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_1b:A0311	0.0007378436384636282	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2a:A0307	-0.000903393098820146	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2a:A0308	0.0010817364020638352	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2a:A0310	-0.004571751125580963	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2a:A0312	-0.0005050464731751556	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2b:A0307	-0.0007307604362535989	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2b:A0310	-0.02173897872821005	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_2b:A0312	-0.019135210267568776	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_3a:A0310	-0.023404093252446072	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_3a:A0311	-0.005135689178174245	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_3b:A0310	-0.0494344919376271	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_3b:A0311	-0.005839575999510682	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_6a:A0308	0.0009437349805066203	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_053_6b:A0308	0.0009437342573663136	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_054_A:A0312	-0.04421128830130064	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
neutrophil → Vegfa → Itgb3 → CD8	extracellular	Masopust_054_D:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1a:A0307	-0.016180948904192055	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1a:A0309	-0.029980685095430854	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1a:A0310	-0.0004337292362877212	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1a:A0311	-0.004411320400552388	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1b:A0307	0.0015846468921264828	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1b:A0310	-7.728182385605943e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_1b:A0311	-0.0033835452100163662	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2a:A0307	0.005172053593581129	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2a:A0308	0.0133008758878891	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2a:A0309	-0.004307602620522319	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2a:A0310	-0.0027971473608151944	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2a:A0312	-0.005209125306772634	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2b:A0307	-0.004984880374655391	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2b:A0308	0.015367754088304842	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2b:A0309	-0.0060496500383513	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2b:A0310	0.003738256509383419	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_2b:A0312	0.0082164486388842	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_3a:A0307	-0.0006615860346895053	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_3a:A0308	-0.0009316948633772894	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_3a:A0310	0.0009951766362969903	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_3a:A0311	-0.0034175522140431937	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_3b:A0307	0.0005392252882886176	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_3b:A0311	-0.013075705147295577	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_6a:A0308	0.00682956560150035	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_6b:A0307	0.015225466728465687	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_053_6b:A0308	0.001611648713959742	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_A:A0312	-0.006343484760852664	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_B:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_C:A0311	0.018495758104730628	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_C:A0312	0.0033032837580049402	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_C:A0313	0.004817756307288435	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_D:A0311	0.00020879950153309488	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_D:A0312	0.0017226167769334513	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Fbn1 → Itgb3 → CD4	extracellular	Masopust_054_D:A0313	0.0004202150913499543	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1a:A0307	8.159359712515644e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1a:A0309	-0.0013309583798838012	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1a:A0310	9.667555693826228e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1a:A0311	0.000602921549834544	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1b:A0307	-0.0002476058487579195	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1b:A0310	-0.00019726326289821214	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_1b:A0311	-0.0003750255013804325	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2a:A0307	-0.00493708165655649	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2a:A0308	-0.0001324854738382438	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2a:A0309	0.004119494043836631	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2a:A0310	0.0006423970361690873	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2a:A0312	-1.2628082567579173e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2b:A0307	0.0007695364025469543	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2b:A0308	0.0004837944832936888	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2b:A0309	-0.0004844509351229276	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2b:A0310	0.0065171126339553485	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_2b:A0312	0.011885138892928538	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_3a:A0307	0.004819867290740618	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_3a:A0308	0.01043437197355221	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_3a:A0310	0.011097394475277012	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_3a:A0311	-0.0005064343028419059	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_3b:A0307	-0.0016258732547366646	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_3b:A0311	-0.0002216068876254019	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_6a:A0308	-0.003465732642595962	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_6b:A0307	-0.00411198206836588	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_053_6b:A0308	0.0008696776638362141	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_A:A0312	0.007593977424123746	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_B:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_C:A0311	0.0007591113224739255	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_C:A0312	0.00616718960555219	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_C:A0313	0.002157000098579828	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_D:A0311	-0.0029136101823433232	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_D:A0312	0.0006119671380861375	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Adam10 → Cd44 → CD8	extracellular	Masopust_054_D:A0313	-0.005036559538083614	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1a:A0307	-0.006680938681992993	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1a:A0309	-0.014659642053303917	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1a:A0310	-0.001174413682024021	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1a:A0311	0.003690165697432582	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1b:A0307	-0.0005110221124777481	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1b:A0310	-0.00012530821699084538	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_1b:A0311	-0.00028132877369795636	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0307	0.00447759232418521	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0308	0.0055368699734916335	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0309	-0.002334702753215833	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0310	-0.001530080467238818	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2a:A0312	0.002580794056726181	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0307	0.006327194712843903	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0308	0.008020042452263397	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0309	2.3387943536351025e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0310	-0.0020128906706193372	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_2b:A0312	0.0029466674079530525	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3a:A0307	-0.000697180951999904	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3a:A0308	0.00452843927729845	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3a:A0310	0.008040817799809724	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3a:A0311	0.0008069915572136543	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3b:A0307	-0.004494413262380292	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_3b:A0311	-0.005429800625553979	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_6a:A0308	0.010474425904728734	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_6b:A0307	0.02377971365257957	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_053_6b:A0308	0.002632519407769091	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_A:A0312	0.0017125719155571557	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_B:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_C:A0311	0.02098627671819847	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_C:A0312	0.007066175044556598	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_C:A0313	0.0035865027330007344	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_D:A0311	0.00017137886502943222	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_D:A0312	0.00026516996038594763	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Lama4 → Itgav_Itgb8 → CD4	extracellular	Masopust_054_D:A0313	-0.0006064477713358818	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD4
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1a:A0307	0.00016938756180209382	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1a:A0309	0.00027139926388263484	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1a:A0310	-0.0015420966982291023	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1a:A0311	0.00015534342703672557	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1b:A0307	0.002745421417478258	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1b:A0310	0.0017558346221782683	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_1b:A0311	-0.0005740293050882549	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_2a:A0307	-0.022921521681609904	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_2a:A0308	-0.00011821772596184595	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
fibroblast → Icam1 → Il2ra → CD8	extracellular	Masopust_053_2a:A0309	-0.00474586606021346	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
