TF	lineage	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	FDR	n_strata	direction_consistency
Zfp384	CD8	48h_vs_12h	48	12	-0.06581844609396266	0.35454385744132555	0.5806853448903873	4	0.5
Creb3l1	CD8	48h_vs_12h	48	12	0.06205027253622354	0.3723497797431613	0.5996193807917591	4	0.75
Mef2b	CD8	48h_vs_12h	48	12	0.024514750836933885	0.3736449754433393	0.5996193807917591	4	0.75
Mef2bl	CD8	48h_vs_12h	48	12	0.024514750836933885	0.3736449754433393	0.5996193807917591	4	0.75
Ncoa2	CD8	48h_vs_12h	48	12	-0.0746357357800881	0.37599895165159813	0.5996193807917591	4	0.5
Tcf7	CD8	48h_vs_12h	48	12	-0.04466700481480694	0.37544128211267047	0.5996193807917591	4	0.5
Mynn	CD8	48h_vs_12h	48	12	-0.056362520485965545	0.3851309501500253	0.6083803956156362	4	0.75
Pax8	CD8	48h_vs_12h	48	12	-0.04296206160857272	0.385508369499017	0.6083803956156362	4	0.5
Pdx1	CD8	48h_vs_12h	48	12	0.08023563934337401	0.38780063024781064	0.6088268961921586	4	0.5
Creb3	CD8	48h_vs_12h	48	12	0.0670221404161332	0.3927044294364763	0.6133476397899604	4	0.5
Atf1	CD8	48h_vs_12h	48	12	-0.09544142501062748	0.39940973099189236	0.6143205507134182	4	0.5
Klf5	CD8	48h_vs_12h	48	12	0.0637787881268234	0.39793341552309114	0.6143205507134182	4	0.75
Runx3	CD8	48h_vs_12h	48	12	0.09045580469533926	0.39589067104710907	0.6143205507134182	4	0.75
Sox6	CD8	48h_vs_12h	48	12	0.07469204113188829	0.40607460071969115	0.6214171920104364	4	0.5
Esr1	CD8	48h_vs_12h	48	12	-0.09222952113848262	0.41136327106718784	0.6232153556667895	4	0.5
Hsf1	CD8	48h_vs_12h	48	12	-0.04485416875914526	0.4108156609485044	0.6232153556667895	4	0.75
Zfp639	CD8	48h_vs_12h	48	12	-0.04522625193939077	0.41732976408003664	0.6291090473445328	4	0.5
Klf9	CD8	48h_vs_12h	48	12	-0.038391384975415346	0.4213324886830325	0.6298072714318681	4	0.5
Pax5	CD8	48h_vs_12h	48	12	0.06234702229338983	0.4219500861408225	0.6298072714318681	4	0.75
Zfp592	CD8	48h_vs_12h	48	12	-0.030592599577537922	0.4254613850952891	0.6319352925680028	4	0.75
Elk4	CD8	48h_vs_12h	48	12	-0.017451715240362556	0.4279007861178683	0.6324582350912883	4	0.75
Pax6	CD8	48h_vs_12h	48	12	0.10134408758756673	0.4387877109612386	0.6391955597175736	4	0.5
Tead2	CD8	48h_vs_12h	48	12	0.03617417123147076	0.43689966358720844	0.6391955597175736	4	0.75
Zfp148	CD8	48h_vs_12h	48	12	0.0752366066697862	0.43727630096661774	0.6391955597175736	4	0.5
Mafk	CD8	48h_vs_12h	48	12	0.06448407804360606	0.44429885786457135	0.6441270523108379	4	0.5
Six5	CD8	48h_vs_12h	48	12	0.1344712186157182	0.45457295274144605	0.655883831812658	4	0.75
Foxj2	CD8	48h_vs_12h	48	12	-0.016481667211886156	0.4600888846002247	0.6564548311901671	4	0.5
Mnt	CD8	48h_vs_12h	48	12	0.04088631771507254	0.4607702000728141	0.6564548311901671	4	0.75
Rfx1	CD8	48h_vs_12h	48	12	0.13815019793087413	0.4614682476683353	0.6564548311901671	4	0.75
Bmal1	CD8	48h_vs_12h	48	12	-0.04867217392582765	0.4857496039441168	0.6813987499771639	4	0.75
Fosl1	CD8	48h_vs_12h	48	12	-0.020044028662373536	0.48284891479458614	0.6813987499771639	4	0.5
Zfp263	CD8	48h_vs_12h	48	12	0.09515705338762899	0.48450351651498846	0.6813987499771639	4	0.5
Tfap4	CD8	48h_vs_12h	48	12	0.09318451146382503	0.49382115308992236	0.6895290755126565	4	0.75
Foxk2	CD8	48h_vs_12h	48	12	-0.09382103222035303	0.4986276199824725	0.6925672228785419	4	0.75
Tcf7l1	CD8	48h_vs_12h	48	12	0.07043761979623626	0.5005683888132035	0.6925672228785419	4	0.5
Foxa2	CD8	48h_vs_12h	48	12	0.09772440096282166	0.5054225614524588	0.6961047096367955	4	0.75
Hbp1	CD8	48h_vs_12h	48	12	-0.08954765078489867	0.5122250937891012	0.7022814634303062	4	0.5
Bcl11a	CD8	48h_vs_12h	48	12	-0.04678316784522171	0.5238815603911062	0.7061423316036325	4	0.5
Bhlhe22	CD8	48h_vs_12h	48	12	0.09096021772249864	0.5177012695037643	0.7061423316036325	4	0.5
Elf5	CD8	48h_vs_12h	48	12	0.01421410300837669	0.5223348022728099	0.7061423316036325	4	0.5
Mitf	CD8	48h_vs_12h	48	12	0.294438648842708	0.5313468250597877	0.7061423316036325	4	0.5
Rxra	CD8	48h_vs_12h	48	12	0.1268903287960466	0.5273130724014627	0.7061423316036325	4	0.75
Sox13	CD8	48h_vs_12h	48	12	-0.010765909303903563	0.5313546257611492	0.7061423316036325	4	0.75
Sp2	CD8	48h_vs_12h	48	12	-0.00010300765198818218	0.5305045536025208	0.7061423316036325	4	0.5
Gata3	CD8	48h_vs_12h	48	12	-0.016063699628330153	0.5342366983431368	0.7068721379824037	4	0.75
Nfic	CD8	48h_vs_12h	48	12	-0.022650791305296382	0.544778136792921	0.7176859802098046	4	0.75
Nfe2l2	CD8	48h_vs_12h	48	12	-0.041764873667098856	0.5495075423468512	0.7207826204809347	4	0.5
Ar	CD8	48h_vs_12h	48	12	0.14389457336904937	0.5680518453514976	0.7355543125705288	4	0.5
Mef2c	CD8	48h_vs_12h	48	12	-0.015254194998502769	0.5676817909603916	0.7355543125705288	4	0.5
Twist1	CD8	48h_vs_12h	48	12	-0.044065486439092326	0.5645280744129186	0.7355543125705288	4	0.5
Zeb1	CD8	48h_vs_12h	48	12	0.1355826131943712	0.5798613031370558	0.747650956810757	4	0.5
Foxa1	CD8	48h_vs_12h	48	12	0.15142580645514797	0.5850887367418696	0.7480248406446687	4	0.5
Tcf7l2	CD8	48h_vs_12h	48	12	0.015769439681087776	0.5847982069810254	0.7480248406446687	4	0.75
Bcl6	CD8	48h_vs_12h	48	12	-0.002670698544943443	0.596309207594212	0.7572607988338794	4	0.5
Nfe2	CD8	48h_vs_12h	48	12	0.01489178055532751	0.5973113231725979	0.7572607988338794	4	0.75
Smad1	CD8	48h_vs_12h	48	12	0.015949053578674915	0.6036272804198702	0.7620794415300861	4	0.5
Atf7	CD8	48h_vs_12h	48	12	-0.025969357155026355	0.6133314436938638	0.7711179561794222	4	0.75
Zbtb7a	CD8	48h_vs_12h	48	12	0.05965148163918445	0.6193039540216932	0.7754094961511283	4	0.75
Spi1	CD8	48h_vs_12h	48	12	-0.11617190881550576	0.6267956439333564	0.781560000460111	4	0.5
Wt1	CD8	48h_vs_12h	48	12	-0.005321089247140167	0.6380547715714112	0.792338507320236	4	0.5
Etv6	CD8	48h_vs_12h	48	12	-0.003064938732879168	0.6539336183723174	0.8021938719304137	4	0.75
Sox11	CD8	48h_vs_12h	48	12	0.10163907186598854	0.6491935248941989	0.8021938719304137	4	0.5
Zbtb33	CD8	48h_vs_12h	48	12	-0.03611576271881207	0.6537331707078275	0.8021938719304137	4	0.5
Gfi1b	CD8	48h_vs_12h	48	12	-0.13620067432630154	0.6572592943843278	0.803022444348594	4	0.75
Lyl1	CD8	48h_vs_12h	48	12	0.09542455039184758	0.6710697926317764	0.8166030006724025	4	0.75
Elf3	CD8	48h_vs_12h	48	12	0.053552886945303704	0.6763059904347195	0.8188739923127996	4	0.5
Esrra	CD8	48h_vs_12h	48	12	0.09534655686017596	0.6783411619488868	0.8188739923127996	4	0.75
Gata2	CD8	48h_vs_12h	48	12	0.11396994085281995	0.686297123588334	0.821928966194724	4	0.5
Pbx3	CD8	48h_vs_12h	48	12	-0.028670629357993502	0.6852110935760407	0.821928966194724	4	0.75
Hnf4a	CD8	48h_vs_12h	48	12	0.09236629702282788	0.6992615819121129	0.8341585012573629	4	0.5
Nfe2l1	CD8	48h_vs_12h	48	12	0.03641675558100359	0.7021793458135541	0.8343542814961055	4	0.5
Myod1	CD8	48h_vs_12h	48	12	0.007237010086167346	0.7145343674514757	0.8457184114757701	4	0.5
Mafb	CD8	48h_vs_12h	48	12	-0.015729715869941412	0.7219557861828105	0.8511774444100839	4	0.5
Tfap2c	CD8	48h_vs_12h	48	12	0.1312441092331959	0.7261072185835102	0.852753826475983	4	0.5
Tead1	CD8	48h_vs_12h	48	12	0.15845124073013045	0.7367347348838782	0.8618943037444597	4	0.75
Eomes	CD8	48h_vs_12h	48	12	-0.00024051609205177758	0.7462076499092811	0.8632298677326828	4	0.5
Foxo3	CD8	48h_vs_12h	48	12	-0.0159491806604	0.7464231859602737	0.8632298677326828	4	0.5
Nr4a1	CD8	48h_vs_12h	48	12	-0.016074500100601644	0.742158243514857	0.8632298677326828	4	0.5
Cebpg	CD8	48h_vs_12h	48	12	0.046293784679294264	0.7790452758562776	0.8882052138843856	4	0.5
Erg	CD8	48h_vs_12h	48	12	0.029892019153462304	0.8138803404120916	0.8882052138843856	4	0.5
Fli1	CD8	48h_vs_12h	48	12	0.0393237659390029	0.811141165718216	0.8882052138843856	4	0.5
Foxo4	CD8	48h_vs_12h	48	12	0.02479749690151039	0.7954634495045818	0.8882052138843856	4	0.5
Klf3	CD8	48h_vs_12h	48	12	0.006297550119019337	0.7872928549917979	0.8882052138843856	4	0.5
Lef1	CD8	48h_vs_12h	48	12	0.0035644075270860175	0.7951450996965339	0.8882052138843856	4	0.5
Mafg	CD8	48h_vs_12h	48	12	0.01728433839457432	0.8162902262726962	0.8882052138843856	4	0.5
Pgr	CD8	48h_vs_12h	48	12	0.10503579585345606	0.8168493179713627	0.8882052138843856	4	0.5
Pou5f1	CD8	48h_vs_12h	48	12	0.07383198549597154	0.8145633149529827	0.8882052138843856	4	0.5
Runx1	CD8	48h_vs_12h	48	12	-0.07566120418556939	0.7887496760522343	0.8882052138843856	4	0.75
Sp3	CD8	48h_vs_12h	48	12	0.02903146352768692	0.7938708715728364	0.8882052138843856	4	0.5
Tal1	CD8	48h_vs_12h	48	12	-0.08481524219331726	0.7726796398097413	0.8882052138843856	4	0.75
Tcf12	CD8	48h_vs_12h	48	12	0.043878573415499555	0.8057337527698163	0.8882052138843856	4	0.5
Zfp110	CD8	48h_vs_12h	48	12	0.06039212889924112	0.8178523256559194	0.8882052138843856	4	0.5
Zfp217	CD8	48h_vs_12h	48	12	-0.003424003071843496	0.8090963329616456	0.8882052138843856	4	0.5
Zfp24	CD8	48h_vs_12h	48	12	-0.08035538288109173	0.7945292332131135	0.8882052138843856	4	0.5
Zfp369	CD8	48h_vs_12h	48	12	0.06039212889924112	0.8178523256559194	0.8882052138843856	4	0.5
Smad5	CD8	48h_vs_12h	48	12	0.005538433796990963	0.8208791748379007	0.8883085356281569	4	0.75
Ascl1	CD8	48h_vs_12h	48	12	-0.005355318913010799	0.8389552931413171	0.9023635090772928	4	0.5
Maff	CD8	48h_vs_12h	48	12	0.013617881943316992	0.8428015612834121	0.9023635090772928	4	0.5
Sox2	CD8	48h_vs_12h	48	12	0.1220190125106979	0.8424775174802848	0.9023635090772928	4	0.5
Maz	CD8	48h_vs_12h	48	12	0.0042552446266567135	0.8720622904929186	0.930404485983642	4	0.5
Ets2	CD8	48h_vs_12h	48	12	-0.06451452648878545	0.8799877246200899	0.9355658967013588	4	0.5
Ikzf1	CD8	48h_vs_12h	48	12	0.015001574228507971	0.8913420836412944	0.9410336283739101	4	0.75
Nr1h4	CD8	48h_vs_12h	48	12	-0.00980652570448218	0.8902224420911797	0.9410336283739101	4	0.5
Rfx5	CD8	48h_vs_12h	48	12	-0.007806775025384851	0.9022803462556717	0.9492741142898212	4	0.75
Elk1	CD8	48h_vs_12h	48	12	-0.013651274147343651	0.922798898263538	0.9675019590790728	4	0.5
Fos	CD8	48h_vs_12h	48	12	-0.09772102705243965	0.9354707855880086	0.9774056828729882	4	0.5
Gata6	CD8	48h_vs_12h	48	12	0.03756629375244315	0.9507259343187286	0.9831739184251699	4	0.75
Mbd2	CD8	48h_vs_12h	48	12	0.028016110051068372	0.9478518017909751	0.9831739184251699	4	0.5
Rxrb	CD8	48h_vs_12h	48	12	-0.0004529873971550093	0.9472872426129453	0.9831739184251699	4	0.75
Hnf4g	CD8	48h_vs_12h	48	12	0.039016581722501	0.9568914440987719	0.9861840393262854	4	0.75
Cebpa	CD8	48h_vs_12h	48	12	0.11093933482743708	0.9638834864056514	0.9900226995963131	4	0.5
Klf13	CD8	48h_vs_12h	48	12	0.02684495238230147	0.9738291986054728	0.9901686146894572	4	0.5
Runx2	CD8	48h_vs_12h	48	12	0.07472293536933092	0.9737350384479223	0.9901686146894572	4	0.5
Rxrg	CD8	48h_vs_12h	48	12	0.008470468199105803	0.9689188917554289	0.9901686146894572	4	0.5
Prdm14	CD8	48h_vs_12h	48	12	0.023246064848416834	0.981346104368379	0.9944744803465513	4	0.5
Duxbl1	CD8	48h_vs_12h	48	12	-0.023568883489694322	0.9987012155285047	0.9987819813778201	4	0.75
Hic1	CD8	48h_vs_12h	48	12	-0.0026234227588711524	0.993052990088543	0.9987819813778201	4	0.75
Lhx2	CD8	48h_vs_12h	48	12	0.056221375745177216	0.9987819813778201	0.9987819813778201	4	0.5
Pou2f1	CD8	48h_vs_12h	48	12	-0.011564441461601235	0.991613670728916	0.9987819813778201	4	0.5
Elk1	CD4	checkpoint_vs_no_checkpoint	True	False	0.32414638167363913	0.0002363357993178722	0.07160974719331528	4	1.0
Tead4	CD4	checkpoint_vs_no_checkpoint	True	False	-0.471061391568467	0.0008762763193249828	0.1327558623777349	4	1.0
Arid2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3249463231306431	0.001411727891214691	0.1425845170126838	4	1.0
Mafk	CD4	checkpoint_vs_no_checkpoint	True	False	-0.7582324889329153	0.002035112525812521	0.15415977383029847	4	1.0
Arnt	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3859796839626326	0.0028553370370906846	0.1730334244476955	4	1.0
Klf5	CD4	checkpoint_vs_no_checkpoint	True	False	0.2557956756375935	0.004071943924337863	0.17625700129633892	4	1.0
Maz	CD4	checkpoint_vs_no_checkpoint	True	False	0.22849477284616682	0.0037286965102104556	0.17625700129633892	4	0.75
Atf7	CD4	checkpoint_vs_no_checkpoint	True	False	-0.15310101160352896	0.0069505254316584485	0.23027188232881	4	0.75
Meis2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2576981511306448	0.007236851911544989	0.23027188232881	4	1.0
Pax5	CD4	checkpoint_vs_no_checkpoint	True	False	0.23998385048310528	0.007599732090059735	0.23027188232881	4	0.75
Elk4	CD4	checkpoint_vs_no_checkpoint	True	False	0.2174522275202578	0.009892440081258256	0.26958687751555493	4	0.75
Usf2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2257933769121893	0.010676708020418016	0.26958687751555493	4	0.75
Atf4	CD4	checkpoint_vs_no_checkpoint	True	False	-0.5156210442160977	0.017091270220750677	0.2882090809076954	4	1.0
Epas1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.5045777692622281	0.013556683068061967	0.2882090809076954	4	1.0
Etv4	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2532532929714053	0.017746645349709822	0.2882090809076954	4	0.75
Hif1a	CD4	checkpoint_vs_no_checkpoint	True	False	-0.557797747376131	0.0223929786808533	0.2882090809076954	4	1.0
Hmbox1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.11200483382440732	0.02163013021420266	0.2882090809076954	4	0.75
Klf6	CD4	checkpoint_vs_no_checkpoint	True	False	-0.22553025074096106	0.013542894525434317	0.2882090809076954	4	1.0
Mafg	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3517124893961484	0.01551741032060864	0.2882090809076954	4	1.0
Six5	CD4	checkpoint_vs_no_checkpoint	True	False	0.24540928971486903	0.022828442052094687	0.2882090809076954	4	1.0
Sp3	CD4	checkpoint_vs_no_checkpoint	True	False	-0.20607655460363716	0.016822299925267292	0.2882090809076954	4	0.75
Srebf1	CD4	checkpoint_vs_no_checkpoint	True	False	0.3271905166590706	0.020830478163661834	0.2882090809076954	4	1.0
Srebf2	CD4	checkpoint_vs_no_checkpoint	True	False	0.2877190847696467	0.01962232249304889	0.2882090809076954	4	1.0
Tfap2a	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2421084253711114	0.02196946995501002	0.2882090809076954	4	0.75
Myb	CD4	checkpoint_vs_no_checkpoint	True	False	-0.16147716529954517	0.024444828492641874	0.2962713213308195	4	0.5
Hnf1b	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3721743356315928	0.025563882971072534	0.29791755923980684	4	1.0
Bcl11a	CD4	checkpoint_vs_no_checkpoint	True	False	-0.15037912531537856	0.027735850043088275	0.3034645297981957	4	0.75
Gata1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.29390544019581233	0.029684926568473134	0.3034645297981957	4	0.75
Mafb	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3111126578322113	0.03130965616818284	0.3034645297981957	4	1.0
Pax6	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3268238540908094	0.0332665709375884	0.3034645297981957	4	0.75
Pou5f1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.5200083225799861	0.03405212545590315	0.3034645297981957	4	1.0
Twist1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.26848291335424557	0.03377518944605184	0.3034645297981957	4	0.75
Wt1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.24054510010675498	0.031124016440937454	0.3034645297981957	4	1.0
Zhx1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.15007494989896417	0.030139459959114448	0.3034645297981957	4	0.75
Ar	CD4	checkpoint_vs_no_checkpoint	True	False	0.14590806883542842	0.0351261921660407	0.30409246360886666	4	0.75
Sp2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3431135394997609	0.03650075619027079	0.3072146979347791	4	1.0
Junb	CD4	checkpoint_vs_no_checkpoint	True	False	-0.35443266731905615	0.04047860855847996	0.3125317968601034	4	1.0
Lef1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.1656965105958623	0.04125832301783543	0.3125317968601034	4	1.0
Nr1h3	CD4	checkpoint_vs_no_checkpoint	True	False	-0.1964768212649226	0.0402334410926097	0.3125317968601034	4	1.0
Zbtb11	CD4	checkpoint_vs_no_checkpoint	True	False	-0.14101067663647962	0.04023518111709852	0.3125317968601034	4	1.0
Eomes	CD4	checkpoint_vs_no_checkpoint	True	False	-0.32885157205628535	0.04249690042569146	0.31406245924352466	4	0.75
Bach1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.23270605806331138	0.04599105393620856	0.3317926033969332	4	0.75
Nr1i2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.10965769696538379	0.04815129715354947	0.33929867529129043	4	0.75
Maff	CD4	checkpoint_vs_no_checkpoint	True	False	-0.4492752508804783	0.05047143589680462	0.3426622781733722	4	1.0
Zfp639	CD4	checkpoint_vs_no_checkpoint	True	False	-0.1349708758734018	0.05089043735248102	0.3426622781733722	4	1.0
Cebpg	CD4	checkpoint_vs_no_checkpoint	True	False	-0.3254490498263086	0.053226330948229685	0.34463409098804176	4	0.75
Nr1h2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.06930924982977406	0.05345809332157743	0.34463409098804176	4	1.0
Sp4	CD4	checkpoint_vs_no_checkpoint	True	False	-0.15745201165518719	0.0577634981817556	0.36463208227233224	4	0.75
Ctcfl	CD4	checkpoint_vs_no_checkpoint	True	False	0.18187247297613415	0.07160191351213825	0.41885394523271025	4	0.75
Mef2c	CD4	checkpoint_vs_no_checkpoint	True	False	-0.1380001833215335	0.07129922831420235	0.41885394523271025	4	1.0
Runx2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.596505185306256	0.06943291600725086	0.41885394523271025	4	0.75
Zfp384	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2845825063290647	0.07188252525445853	0.41885394523271025	4	1.0
Ebf1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.34301877343175874	0.07456192274860277	0.4262691055250309	4	1.0
E2f5	CD4	checkpoint_vs_no_checkpoint	True	False	-0.13656850911604687	0.07709876263232589	0.4289283638829716	4	1.0
Zbtb7a	CD4	checkpoint_vs_no_checkpoint	True	False	0.21920381776658662	0.07785828387314667	0.4289283638829716	4	0.75
Stat4	CD4	checkpoint_vs_no_checkpoint	True	False	0.1758337428328999	0.07936114358851375	0.42940047334499404	4	0.75
Bcl6	CD4	checkpoint_vs_no_checkpoint	True	False	-0.19745614018333543	0.08589683934130839	0.4432722479792095	4	1.0
Cebpb	CD4	checkpoint_vs_no_checkpoint	True	False	-0.21970818142846962	0.10662568278971699	0.4432722479792095	4	0.75
Cux1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.13029663324129648	0.09983597132224338	0.4432722479792095	4	0.75
Fosl1	CD4	checkpoint_vs_no_checkpoint	True	False	0.042600910236714	0.09919422687485602	0.4432722479792095	4	0.75
Fosl2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.33314081127106887	0.11118379817300303	0.4432722479792095	4	1.0
Foxa1	CD4	checkpoint_vs_no_checkpoint	True	False	-1.224220560506095	0.10561006911110744	0.4432722479792095	4	0.75
Foxa2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.13197671389495613	0.10257691817150487	0.4432722479792095	4	0.5
Hhex	CD4	checkpoint_vs_no_checkpoint	True	False	-0.14968148823972344	0.11061806226721817	0.4432722479792095	4	1.0
Lhx4	CD4	checkpoint_vs_no_checkpoint	True	False	0.06593507005368622	0.10850809967241817	0.4432722479792095	4	0.75
Lyl1	CD4	checkpoint_vs_no_checkpoint	True	False	0.12040050924040942	0.0923754793967745	0.4432722479792095	4	0.75
Meis1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.4296385604492015	0.1021772437955631	0.4432722479792095	4	1.0
Mynn	CD4	checkpoint_vs_no_checkpoint	True	False	0.09627366179989207	0.09642207364277218	0.4432722479792095	4	0.75
Nfia	CD4	checkpoint_vs_no_checkpoint	True	False	0.09552814222275637	0.0959941247842445	0.4432722479792095	4	0.75
Nr1h4	CD4	checkpoint_vs_no_checkpoint	True	False	-0.16928844535705506	0.09692416615182846	0.4432722479792095	4	0.75
Ppara	CD4	checkpoint_vs_no_checkpoint	True	False	-0.12036343020586662	0.09712638010681224	0.4432722479792095	4	0.75
Prox1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.13921280462986338	0.10718766808533062	0.4432722479792095	4	0.75
Relb	CD4	checkpoint_vs_no_checkpoint	True	False	-0.09870052014930165	0.10316709383105144	0.4432722479792095	4	0.75
Sox2	CD4	checkpoint_vs_no_checkpoint	True	False	-1.4512856739895952	0.09341750058654097	0.4432722479792095	4	0.75
Sox9	CD4	checkpoint_vs_no_checkpoint	True	False	-0.09391402273118682	0.08910770619954453	0.4432722479792095	4	0.5
Stat6	CD4	checkpoint_vs_no_checkpoint	True	False	0.26691171484288884	0.09098496647553549	0.4432722479792095	4	0.5
Gata3	CD4	checkpoint_vs_no_checkpoint	True	False	-1.0173684740886237	0.11944312423822669	0.4700164499244504	4	0.75
E2f1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.7897115050529094	0.1323880903125982	0.48707385540581455	4	0.75
Hoxb13	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2389044362613214	0.12807792883166824	0.48707385540581455	4	1.0
Kmt2a	CD4	checkpoint_vs_no_checkpoint	True	False	-0.14594719249195626	0.13342287128278088	0.48707385540581455	4	0.75
Lhx2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.4008907972716312	0.12792576951922735	0.48707385540581455	4	0.75
Rxra	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2343608017356848	0.1311664766642096	0.48707385540581455	4	1.0
Zc3h8	CD4	checkpoint_vs_no_checkpoint	True	False	-0.10271200737818034	0.13325765839253984	0.48707385540581455	4	0.75
Klf4	CD4	checkpoint_vs_no_checkpoint	True	False	0.12247777858481969	0.137110562014437	0.4945773844092191	4	0.75
Atf2	CD4	checkpoint_vs_no_checkpoint	True	False	-0.1511978759156136	0.15446912117784825	0.503270362547183	4	0.75
E2f6	CD4	checkpoint_vs_no_checkpoint	True	False	0.21764024715427735	0.14812316420022906	0.503270362547183	4	0.75
Gli2	CD4	checkpoint_vs_no_checkpoint	True	False	0.08789154315093847	0.14381965918189435	0.503270362547183	4	0.5
Irf9	CD4	checkpoint_vs_no_checkpoint	True	False	0.24030324150724813	0.15068104493789977	0.503270362547183	4	0.5
Nfatc1	CD4	checkpoint_vs_no_checkpoint	True	False	0.2091469117350887	0.14835990074780966	0.503270362547183	4	0.75
Pgr	CD4	checkpoint_vs_no_checkpoint	True	False	-0.24566573217126741	0.15383021694436852	0.503270362547183	4	1.0
Sp1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.28274701031084	0.15141356280282484	0.503270362547183	4	1.0
Spib	CD4	checkpoint_vs_no_checkpoint	True	False	-0.36887955531128214	0.1540828317634091	0.503270362547183	4	1.0
Zfp740	CD4	checkpoint_vs_no_checkpoint	True	False	-0.16591338625698945	0.15059676144958703	0.503270362547183	4	1.0
Ahr	CD4	checkpoint_vs_no_checkpoint	True	False	-0.22432077253076146	0.15650299166996923	0.5036896512188344	4	0.75
Foxp1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.6894041484481317	0.16026697512842691	0.5036896512188344	4	0.75
Hes1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.061695131319964396	0.16287056884866424	0.5036896512188344	4	0.5
Irf3	CD4	checkpoint_vs_no_checkpoint	True	False	0.11988253864711124	0.16127832130781228	0.5036896512188344	4	0.75
Rfx5	CD4	checkpoint_vs_no_checkpoint	True	False	0.16021403440175902	0.16290952415658666	0.5036896512188344	4	1.0
Foxp2	CD4	checkpoint_vs_no_checkpoint	True	False	0.15624600120821805	0.16470334371941608	0.504092051989728	4	0.75
Tead1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.4847522596999464	0.16695632547261396	0.5058776661820203	4	0.5
Foxm1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2968385114355756	0.17271380412761472	0.5080804140841482	4	0.75
Jun	CD4	checkpoint_vs_no_checkpoint	True	False	-0.4611190761644461	0.16983597541959294	0.5080804140841482	4	1.0
Nfya	CD4	checkpoint_vs_no_checkpoint	True	False	0.06871105353803675	0.17120356522166613	0.5080804140841482	4	0.75
Snai1	CD4	checkpoint_vs_no_checkpoint	True	False	0.09870733452668687	0.17831454915530498	0.5195125807120905	4	0.5
Fli1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.007017017726009531	0.18573024467600274	0.5309081522342343	4	0.75
Zfp644	CD4	checkpoint_vs_no_checkpoint	True	False	-0.11738007099126199	0.18457087071756784	0.5309081522342343	4	0.75
Etv1	CD4	checkpoint_vs_no_checkpoint	True	False	-0.03652448559177102	0.18888854485409645	0.5348899915027218	4	0.75
Gabpa	CD4	checkpoint_vs_no_checkpoint	True	False	-0.14858098935617725	0.19274243969992888	0.5365906133618167	4	0.75
Rarb	CD4	checkpoint_vs_no_checkpoint	True	False	-0.08806404601047182	0.19303094672091758	0.5365906133618167	4	0.75
Cebpa	CD4	checkpoint_vs_no_checkpoint	True	False	-0.8043556525007656	0.2011913105474573	0.5491979017646808	4	1.0
E2f4	CD4	checkpoint_vs_no_checkpoint	True	False	-0.4107975820066281	0.20028857880662565	0.5491979017646808	4	0.5
Ncoa3	CD4	checkpoint_vs_no_checkpoint	True	False	-0.1256626038719591	0.2031069806862369	0.5494769209636587	4	0.75
Erg	CD4	checkpoint_vs_no_checkpoint	True	False	-0.2707096006830437	0.2093508846388098	0.5613567968633573	4	1.0
