TF	lineage	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	FDR	n_strata	direction_consistency
Nr1h3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0842527053768184	0.15132447179381547	0.6368238187989734	4	0.5
Eomes	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.107702438545685	0.15682560907238863	0.6421372912018074	4	0.5
Tcf12	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.012346815310611048	0.1566706461639814	0.6421372912018074	4	0.75
Mycn	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1803932560723568	0.16352744548730325	0.6519581050349064	4	0.75
Mycs	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1803932560723568	0.16352744548730325	0.6519581050349064	4	0.75
Deaf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.12045255952507149	0.17771222112177032	0.6602283744397757	4	0.75
Myb	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04648924877667161	0.17795213001024424	0.6602283744397757	4	0.5
Nfia	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.06508725664933947	0.17645528889563178	0.6602283744397757	4	0.75
Pbx3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.005201332222473543	0.17867566568997229	0.6602283744397757	4	0.75
Runx2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.022742936217898968	0.17227399468345972	0.6602283744397757	4	0.5
Stat6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.07005884205497563	0.17739786084699494	0.6602283744397757	4	0.5
Tgif2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.11538564684917324	0.18709142200229945	0.6829963959842981	4	0.5
Foxj2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04413424853446469	0.19268047135938948	0.6886639214272704	4	0.75
Smad1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.013922526932608216	0.19318954891524087	0.6886639214272704	4	0.75
Cebpb	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.009220624297154966	0.19760410757541524	0.6962098208761723	4	0.75
Foxl2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.09824640209345956	0.2120423991217837	0.706031284987917	4	0.75
Gabpa	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.0383601112986054	0.21088026837535956	0.706031284987917	4	0.75
Nr4a1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.022678341427109668	0.20798323686459252	0.706031284987917	4	0.75
Thap1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.18109940382487616	0.20691176533783207	0.706031284987917	4	0.5
Zbtb11	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.034810164366226144	0.20900696128299778	0.706031284987917	4	0.75
Bcl6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.06382324201617737	0.22984613757020145	0.7075832324169377	4	0.75
Etv4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.10253623650139387	0.22413933458208124	0.7075832324169377	4	0.5
Foxp2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.14794212790145914	0.2311905610867222	0.7075832324169377	4	0.75
Ncoa2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.013510568824688667	0.22118752828084653	0.7075832324169377	4	0.75
Nfkb2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.23395374418942635	0.22859429777563323	0.7075832324169377	4	0.5
Nrf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.05665733710392193	0.22879998667703094	0.7075832324169377	4	0.75
Ppara	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.1292705431535304	0.21659920447160008	0.7075832324169377	4	1.0
Trp73	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1119708418472468	0.2288078861832099	0.7075832324169377	4	0.75
Arnt	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.1099806925294765	0.23923771365005475	0.7155229072432261	4	0.75
Irf3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07552622642125849	0.2408690974878187	0.7155229072432261	4	0.75
Snai2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.0710280911076968	0.23983718365015083	0.7155229072432261	4	0.5
E2f1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.19849781569051578	0.2488738862180362	0.7225892631326625	4	0.5
Mxi1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.16298668806338626	0.24951103738105118	0.7225892631326625	4	0.75
Runx3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.08761731556247178	0.25040221989745726	0.7225892631326625	4	0.75
Cdx2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04192077999670695	0.2563215519081776	0.7258451423194189	4	0.5
Elf5	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.052895914536502914	0.25430929014485204	0.7258451423194189	4	0.5
Foxa2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0480327919813735	0.2630675881874698	0.738050733525957	4	0.5
Rfx1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.20276626708808246	0.2705671447776966	0.7521270171343309	4	0.5
Twist1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07698198968870677	0.276513244505153	0.7616683007732852	4	0.75
Six2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04988858444006316	0.28702887322027604	0.783511248520213	4	0.5
Atf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1309705136981274	0.2912923822640877	0.788049927018023	4	0.5
Bhlhe22	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.05584735325188831	0.3218722306911109	0.7934335792924668	4	0.5
Cebpa	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.08260441195307267	0.32046180699309224	0.7934335792924668	4	0.5
Foxa1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.08966207441864987	0.31647916004255583	0.7934335792924668	4	0.5
Gata1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.04946071561352088	0.3062402287775807	0.7934335792924668	4	0.5
Gata4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.14150991918528436	0.31107443672345836	0.7934335792924668	4	0.75
Grhl2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.14995525936043771	0.3102872300943278	0.7934335792924668	4	0.5
Hsf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.09356478395129883	0.32208689852466477	0.7934335792924668	4	0.75
Sox11	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.042730029632849435	0.29945228849551	0.7934335792924668	4	0.5
Tbp	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.14592527212992884	0.32109525820540563	0.7934335792924668	4	0.75
Yy1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1054589541191171	0.32044090722374163	0.7934335792924668	4	0.75
Zfp740	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.11505956554729663	0.30094424926316365	0.7934335792924668	4	0.75
E2f3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.02541698611437411	0.33210305629181847	0.7937027792426643	4	0.5
Klf3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07521251289048236	0.32664959373170366	0.7937027792426643	4	0.5
Mafg	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.2225146937550623	0.3326741021908197	0.7937027792426643	4	0.5
Pou5f1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.09618913056256723	0.3317004096516788	0.7937027792426643	4	0.5
Creb1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.13060958577157633	0.40766007674770366	0.8199957210224446	4	0.75
Ctcfl	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0574715747648121	0.4098267610351911	0.8199957210224446	4	0.75
E2f5	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07851870632289752	0.3853863544183751	0.8199957210224446	4	1.0
Elk1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.05660161273752697	0.3729444765519663	0.8199957210224446	4	0.5
Foxk1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0009957640540184031	0.4095796754553809	0.8199957210224446	4	0.75
Foxk2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.10997311644297798	0.3876457641643064	0.8199957210224446	4	0.5
Gata6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1407203726764637	0.3804971983780079	0.8199957210224446	4	0.75
Hes1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.04507973470603288	0.3784042058546818	0.8199957210224446	4	0.5
Hic1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.029433873625120496	0.41135098876373455	0.8199957210224446	4	0.5
Klf5	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07112120126361215	0.37737096048143026	0.8199957210224446	4	0.75
Klf6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.29872653821282025	0.351219037533956	0.8199957210224446	4	0.5
Lef1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.1273272319383245	0.40991338466746596	0.8199957210224446	4	0.5
Maf	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04729894057015348	0.40727128112837596	0.8199957210224446	4	0.5
Maff	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.017144386430227754	0.35712860986714734	0.8199957210224446	4	0.5
Meis1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.21125960702737395	0.40602777945111035	0.8199957210224446	4	0.75
Nr1i2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.036897325596086265	0.36544726830674357	0.8199957210224446	4	0.5
Nr2f2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.2211092755311107	0.3549564734596896	0.8199957210224446	4	0.75
Pbx2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1613591021952517	0.37531596688166446	0.8199957210224446	4	0.5
Sox2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.20419427159328138	0.36355164899333836	0.8199957210224446	4	0.5
Tead2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.0858831511238457	0.3930457091322631	0.8199957210224446	4	0.5
Tfap4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.14367992964144605	0.37460169627462814	0.8199957210224446	4	0.5
Zeb2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.17628711188549123	0.40777242242611667	0.8199957210224446	4	0.5
Zfp24	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.10455869473221766	0.3910948707708829	0.8199957210224446	4	0.5
Zfp384	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.07218430606702982	0.3960179085788367	0.8199957210224446	4	0.5
Zfp639	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04981498350850435	0.4081317398438652	0.8199957210224446	4	0.5
Nr1h2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.049588319528772254	0.41663571650734765	0.8251021052400415	4	0.75
Ebf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0507329766248402	0.4518768158110571	0.8360470738748804	4	0.5
Irf2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.07747374863679235	0.4452998154397989	0.8360470738748804	4	0.5
Meis2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.024029223575577175	0.46631729382527287	0.8360470738748804	4	0.75
Nr2c2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.041333859705639575	0.4625324100157797	0.8360470738748804	4	0.5
Nr2f1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.22120193090691811	0.4521102320605084	0.8360470738748804	4	0.75
Pax6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.03074143538326838	0.46906931537534546	0.8360470738748804	4	0.5
Pou4f2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.026682417123113908	0.4447596843074513	0.8360470738748804	4	0.75
Rarg	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.009629854715287876	0.4468247374179203	0.8360470738748804	4	0.75
Sp3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.05415652988916873	0.46356074099157496	0.8360470738748804	4	0.75
Stat1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.17769685565023832	0.45313891151012564	0.8360470738748804	4	0.5
Tcf4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.07075943855469845	0.4590233626659884	0.8360470738748804	4	0.75
Tcf7l2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.02083589969062608	0.4571920502589031	0.8360470738748804	4	0.5
Trp53	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0470640832258838	0.46704067190530885	0.8360470738748804	4	0.75
Zbtb33	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.047966285249593676	0.4572147746473926	0.8360470738748804	4	0.5
Zc3h8	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07573910865656512	0.4637409184687501	0.8360470738748804	4	0.5
Zfp644	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.006572337931761795	0.4315893597907817	0.8360470738748804	4	0.5
Zkscan1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.13856472366927342	0.4510676979634055	0.8360470738748804	4	0.5
Lhx4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.029102565400619552	0.5068298208259352	0.8725536119901043	4	0.75
Mafk	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.18885207493598022	0.4995993519948754	0.8725536119901043	4	0.75
Mef2b	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.13573411596831494	0.5000382123229191	0.8725536119901043	4	0.75
Mef2bl	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.13573411596831494	0.5000382123229191	0.8725536119901043	4	0.75
Tead4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.023460529620017878	0.5038647909666243	0.8725536119901043	4	0.5
Zhx2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.00019475093877181098	0.5063294928410952	0.8725536119901043	4	0.75
Bmal1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.02108676950181818	0.5145593462698252	0.8766203458166391	4	0.5
Rela	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.0901634170055925	0.5149782889615899	0.8766203458166391	4	0.5
Arid2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.04972210520931483	0.5742448976670615	0.8912322718539805	4	0.75
Ctcf	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.2668999349879684	0.5433307517974226	0.8912322718539805	4	0.75
Egr1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.21165950435600134	0.5743295499396878	0.8912322718539805	4	0.5
Esr1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.09418370395094368	0.5423236531225921	0.8912322718539805	4	0.5
Kmt2b	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.02847183779402755	0.5714414667442727	0.8912322718539805	4	0.75
Lhx2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.10308327548985484	0.5746311730736458	0.8912322718539805	4	0.75
Mafb	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.10834999721251017	0.5653127063442371	0.8912322718539805	4	0.5
Mybl2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.09885477471829865	0.5671713858537123	0.8912322718539805	4	0.5
Mynn	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.017151844986809953	0.5606457525589015	0.8912322718539805	4	0.5
Ncoa1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.031761496536393576	0.5726495837669987	0.8912322718539805	4	0.75
Nfkb1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.02282724725106487	0.5621702096185133	0.8912322718539805	4	0.5
Nfyb	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.018672423204881772	0.5356328733056492	0.8912322718539805	4	0.75
Pou2f1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.16260437514572654	0.5691932327849649	0.8912322718539805	4	0.5
Rest	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.15656248657999564	0.5540160276769419	0.8912322718539805	4	0.75
Sox10	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.021433414707435858	0.5649064866558371	0.8912322718539805	4	0.75
Sp2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.13656169052358008	0.5279602456984201	0.8912322718539805	4	0.75
Tfap2a	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.015223429447948994	0.5590823253454297	0.8912322718539805	4	0.5
Xbp1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.1491211387113698	0.5765066841035649	0.8912322718539805	4	0.5
Gfi1b	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.0648625481002682	0.5875237686197301	0.8965842358001287	4	0.75
Myod1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.0958761246404422	0.588845752225167	0.8965842358001287	4	0.5
Nr3c1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1528787806461473	0.5856447181095985	0.8965842358001287	4	0.5
Ets2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1497196124380013	0.606930300768453	0.8970725908919086	4	0.75
Kdm5b	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.10690576716840358	0.5964426727855526	0.8970725908919086	4	0.75
Nfe2l1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.05413318259765639	0.6036605099839305	0.8970725908919086	4	0.5
Rara	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1157910530693435	0.6046935452813929	0.8970725908919086	4	0.5
Snai1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.14306492239297985	0.5984441026929794	0.8970725908919086	4	0.75
Spib	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.08428499587420553	0.5949130779942211	0.8970725908919086	4	0.5
Mbd2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.03636926519354298	0.6159591701043058	0.905998196803906	4	0.5
Pknox1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.12369906989369364	0.6201367007998742	0.9077363301563375	4	0.75
Relb	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.00739943306592078	0.6371813274802114	0.9237604891220289	4	0.5
Rxra	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.034639446132054	0.6366616629562365	0.9237604891220289	4	0.5
Atf4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.09453031675887445	0.6533878596177657	0.9299854781633912	4	0.5
Creb3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.11749619090427539	0.6744626803434601	0.9299854781633912	4	0.75
Esrra	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.008937072638681114	0.6631666289174809	0.9299854781633912	4	0.75
Fli1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.14309971916264425	0.6726189200075923	0.9299854781633912	4	0.5
Fosl2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.09007474802577307	0.6747371749802489	0.9299854781633912	4	0.5
Foxm1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.06952468129938733	0.678306239848546	0.9299854781633912	4	0.75
Foxo4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.007352819759237944	0.6666489523795633	0.9299854781633912	4	0.75
Hhex	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.033834887469476806	0.6500521615427335	0.9299854781633912	4	0.5
Nfatc2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.22275968919794428	0.6561203646304605	0.9299854781633912	4	0.75
Rbpj	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.09013985246155182	0.6681187838706479	0.9299854781633912	4	0.5
Tcf3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.17337187711602026	0.6721419910346624	0.9299854781633912	4	0.75
Zfp217	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.10019047850920501	0.6762983456491964	0.9299854781633912	4	0.5
Fos	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1892841940298501	0.6881023039306953	0.9315520194392454	4	0.5
Hoxb7	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.06615941426774137	0.6954757027561309	0.9315520194392454	4	0.75
Irf4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.04929141586151803	0.7009698364097292	0.9315520194392454	4	0.5
Irf9	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.00020459620899973668	0.7002082877575422	0.9315520194392454	4	0.5
Klf13	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.014903187458874825	0.6995428324847351	0.9315520194392454	4	0.5
Satb1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.02421830196168278	0.6917853721269753	0.9315520194392454	4	0.75
Sox6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.03888784925540991	0.6931899638173444	0.9315520194392454	4	0.5
E2f7	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.014474643200408376	0.7153058064722889	0.9342140489702738	4	0.5
Gli1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.03612118025653776	0.7151817506881939	0.9342140489702738	4	0.5
Nr5a1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.04599372294961793	0.709228065363643	0.9342140489702738	4	0.5
Pparg	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.037211260461777834	0.7116185030801179	0.9342140489702738	4	0.5
Erg	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.021234311088645826	0.7221425706936477	0.9390952743355162	4	0.75
Atf7	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.051752269176059566	0.732812404202783	0.943545977271155	4	0.5
Epas1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.08644467732298954	0.7442491371874786	0.943545977271155	4	0.5
Maz	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.1261993274843271	0.7409405331388407	0.943545977271155	4	0.5
Smad3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.12597420661376874	0.7389770757074452	0.943545977271155	4	0.5
Zbtb7a	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.10499937976149107	0.7304648622453264	0.943545977271155	4	0.5
Zfp592	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.004323086537719853	0.7430072903551763	0.943545977271155	4	0.5
Cebpg	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.008826217817761441	0.7629250776444456	0.9442955774850372	4	0.75
E2f4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.007095113324352156	0.7615916433439129	0.9442955774850372	4	0.75
Ehf	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.01808166576553888	0.7565563905745172	0.9442955774850372	4	0.5
Rxrg	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.0047015859301819205	0.7635393283294856	0.9442955774850372	4	0.5
Sp1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.044540026805438955	0.7614637777298834	0.9442955774850372	4	0.5
Trp63	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.11871924311951501	0.7519488910140784	0.9442955774850372	4	0.5
Hnf4a	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.20263871092455005	0.7704387670363413	0.9489550667154935	4	0.5
Tfdp1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.050754842792209445	0.7739997329151889	0.9494814537380657	4	0.5
Hoxa9	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.08444728179557733	0.7781228642159496	0.9499753844131452	4	0.75
Nanog	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.004575587400261079	0.7833982943944443	0.9499753844131452	4	0.5
Snapc4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.06173898107862581	0.7840444596674938	0.9499753844131452	4	0.5
Sp4	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.011389432582231532	0.7900785375317247	0.9499753844131452	4	0.75
Tcf7l1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.08686174522076896	0.7882409285481748	0.9499753844131452	4	0.5
Pou2f2	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.14546823340851364	0.7961247561015313	0.9523663804614299	4	0.5
Prdm1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.025104057286506463	0.7983533354363141	0.9523663804614299	4	0.75
Ikzf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.07705346921869417	0.8149964812226229	0.9651267112500405	4	0.5
Irf1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.050721049146950616	0.8154205877228065	0.9651267112500405	4	0.5
Ascl1	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	-0.05541380440261437	0.896752573130837	0.969285783820233	4	0.5
Atf3	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.010509641930745398	0.8357757275978995	0.969285783820233	4	0.75
Atf6	CD4	relevant_vs_irrelevant	relevant_peptide	irrelevant_peptide	0.05745539261035548	0.8490555497142055	0.969285783820233	4	0.5
